,ws_p,ws_k,complex_spread_ratio,repetition,run,pearson,euclidean,mape
11018,0.25,3,0.1,5,19,-0.4063080421079281,275.94368632227247,0.4150480311566834
11019,0.25,3,0.1,5,20,-0.5051120958176935,264.847383960733,0.395115622068605
11020,0.25,3,0.1,5,21,-0.5261118451655459,270.93564038174117,0.39767031265395886
11021,0.25,3,0.1,5,22,-0.49219544480213356,271.8007407931282,0.40576269324346975
11022,0.25,3,0.1,5,23,-0.4779360426599353,259.8566024362239,0.38710104041928667
11023,0.25,3,0.1,5,24,-0.4847358256273255,269.25530788006546,0.4041801506770775
11024,0.25,3,0.1,5,25,-0.4872877176497952,276.77432891455555,0.411355045036866
11025,0.25,3,0.1,5,26,-0.5410449839247188,268.1670276905227,0.3952630743627949
11026,0.25,3,0.1,5,27,-0.49383632004845884,267.9615944938853,0.40692805173569097
11027,0.25,3,0.1,5,28,-0.527586869176769,272.25034275275914,0.40040407266937716
11028,0.25,3,0.1,5,29,-0.4741508346659961,262.27446641422466,0.3950070210824694
11029,0.25,3,0.1,6,0,-0.5858350304963547,316.325072205567,0.45334059332183124
11030,0.25,3,0.1,6,1,-0.618123739192911,312.6655847694376,0.44794263878510554
11031,0.25,3,0.1,6,2,-0.5320847871485347,298.48204123790487,0.43320904291639684
11032,0.25,3,0.1,6,3,-0.5837686187700352,292.8641633967023,0.41914747530879826
11033,0.25,3,0.1,6,4,-0.5819863677882368,299.78964128286333,0.4281925865743556
11034,0.25,3,0.1,6,5,-0.5177707674712905,313.0871227106894,0.4584799544457354
11035,0.25,3,0.1,6,6,-0.5691632509155891,303.9707176680079,0.43877247952127246
11036,0.25,3,0.1,6,7,-0.5518672840169957,304.26306163903536,0.4440880815393992
11037,0.25,3,0.1,6,8,-0.3239403710832005,213.74350268435407,0.31022970446413023
11038,0.25,3,0.1,6,9,-0.5998362676837748,308.1714643826672,0.4404223818679173
11039,0.25,3,0.1,6,10,-0.641022467783282,313.41020494062474,0.4494580816713314
11040,0.25,3,0.1,6,11,-0.5667648094909749,311.41590543115694,0.44454775697770615
11041,0.25,3,0.1,6,12,-0.5686263486228208,303.8294036802227,0.43672803829155976
11042,0.25,3,0.1,6,13,-0.5756696630994808,318.76357019457345,0.4547786253710501
11043,0.25,3,0.1,6,14,-0.5919956527360198,321.21463357791976,0.46489496223913945
11044,0.25,3,0.1,6,15,-0.5137707154580324,293.153059811746,0.426861639025003
11045,0.25,3,0.1,6,16,-0.5363005603389585,290.02582140265196,0.41703027882843574
11046,0.25,3,0.1,6,17,-0.5833028929733562,324.52055535701226,0.47112739428063666
11047,0.25,3,0.1,6,18,-0.2576823514495834,248.1580452511627,0.3459945098961836
11048,0.25,3,0.1,6,19,-0.5198305602860793,297.4012778300624,0.43267829497464727
11049,0.25,3,0.1,6,20,-0.5900375366830364,315.3231798710224,0.45477448745892285
11050,0.25,3,0.1,6,21,-0.5639146575860221,309.154730472969,0.44169836535749735
11051,0.25,3,0.1,6,22,-0.5832404910405914,292.99239339820775,0.4153622829840791
11052,0.25,3,0.1,6,23,-0.5612333093654698,304.2414242511173,0.43356178824283376
11053,0.25,3,0.1,6,24,-0.6014117409645562,293.1579150563453,0.4225364096736475
11054,0.25,3,0.1,6,25,-0.5648912191878096,292.1406192500521,0.4262443860798555
11055,0.25,3,0.1,6,26,-0.5674646342037203,290.4470666975231,0.4137435041605739
11056,0.25,3,0.1,6,27,-0.5387868855881665,284.914927643524,0.41413812279934487
11057,0.25,3,0.1,6,28,-0.5431369123776338,306.0559376823087,0.4402731456618909
11058,0.25,3,0.1,6,29,-0.5867822363380005,307.12586943360105,0.44163534226308254
11059,0.25,3,0.1,7,0,-0.31809770400031057,231.71642079853657,0.31720731476381725
11060,0.25,3,0.1,7,1,-0.37833679879015797,229.10686325506913,0.3174229799964629
11061,0.25,3,0.1,7,2,-0.3138191048703617,229.32820225423328,0.31292210135420834
11062,0.25,3,0.1,7,3,-0.3645513757853582,232.253384825768,0.3186827399957967
11063,0.25,3,0.1,7,4,-0.3352145201089958,229.0246728638151,0.31254278304460176
11064,0.25,3,0.1,7,5,-0.31370115161882284,218.36645830294762,0.2989308639599728
11065,0.25,3,0.1,7,6,-0.11531369524571938,180.6970957448526,0.27814543597706015
11066,0.25,3,0.1,7,7,-0.3393019075720008,226.9976253534701,0.3119061440890675
11067,0.25,3,0.1,7,8,-0.1974377495379542,207.64976605058553,0.3092229921404797
11068,0.25,3,0.1,7,9,-0.36181442202301994,230.48801018811585,0.3160855677380708
11069,0.25,3,0.1,7,10,-0.3572335091438917,224.0857681762966,0.302832329928674
11070,0.25,3,0.1,7,11,-0.33642439761091586,220.9571030502401,0.3051439087192666
11071,0.25,3,0.1,7,12,-0.37691855132001234,229.14243730385792,0.31220923082209934
11072,0.25,3,0.1,7,13,-0.3589642362569596,227.07612280507786,0.30967804846863833
11073,0.25,3,0.1,7,14,-0.35980355775732525,218.77684128586077,0.2983693788507454
11074,0.25,3,0.1,7,15,-0.3822380933425207,229.82222402526818,0.3146063166843511
11075,0.25,3,0.1,7,16,-0.2904349604462532,221.86219406675286,0.3047440042581158
11076,0.25,3,0.1,7,17,-0.3597755196535333,227.20344995988015,0.3103002147975758
11077,0.25,3,0.1,7,18,-0.3774550138334141,227.4368398580302,0.30773385876767195
11078,0.25,3,0.1,7,19,-0.36774198431323485,227.20188419241978,0.31331077769338905
11079,0.25,3,0.1,7,20,-0.36742180412043246,228.50613785153539,0.3116395451953192
11080,0.25,3,0.1,7,21,-0.3345197341767497,221.05317675741776,0.299179159816783
11081,0.25,3,0.1,7,22,-0.33739730800761986,225.0126774007609,0.30818629219234067
11082,0.25,3,0.1,7,23,-0.36571092131436655,218.67561869802526,0.2981215009243699
11083,0.25,3,0.1,7,24,-0.3550798043658081,227.30505879286008,0.3096562740325985
11084,0.25,3,0.1,7,25,-0.3589686470142403,223.9525966225649,0.30311594409340037
11085,0.25,3,0.1,7,26,-0.378990870984923,215.50006912521022,0.2895564571169551
11086,0.25,3,0.1,7,27,-0.29977861221594077,229.0838468275604,0.3115887183968448
11087,0.25,3,0.1,7,28,-0.33368012456809976,228.72104047155628,0.310690418468051
11088,0.25,3,0.1,7,29,-0.31761935088785237,225.2791000328643,0.3062999752029207
11089,0.25,3,0.1,8,0,0.039990190381931634,205.06357211803802,0.3016878436127303
11090,0.25,3,0.1,8,1,-0.064675763238788,195.61272917120615,0.28764638017556216
11091,0.25,3,0.1,8,2,-0.13655248911814788,192.30607724003116,0.28044108125938644
11092,0.25,3,0.1,8,3,-0.08663267088662617,189.79067711399057,0.2774208157759945
11093,0.25,3,0.1,8,4,-0.11159999835000116,190.4983379339756,0.28072483246955315
11094,0.25,3,0.1,8,5,-0.12225055526626814,191.06872215038356,0.2819701589915822
11095,0.25,3,0.1,8,6,-0.022664076496820357,207.56247122312416,0.29902490776709206
11096,0.25,3,0.1,8,7,-0.09809269244822942,189.23400330560472,0.27841151063202546
11097,0.25,3,0.1,8,8,-0.04099449471261044,193.58038686281384,0.28706121347702446
11098,0.25,3,0.1,8,9,-0.04512037588958118,180.23438583140353,0.2670500011699493
11099,0.25,3,0.1,8,10,-0.06639360919476446,195.13052104283645,0.29043038773422075
11100,0.25,3,0.1,8,11,-0.02854769620340904,205.23651315912502,0.29433169660579245
11101,0.25,3,0.1,8,12,-0.016619603568431302,204.7979242999505,0.3074088800894543
11102,0.25,3,0.1,8,13,0.004503031632201467,191.8261457773432,0.28186083760766517
11103,0.25,3,0.1,8,14,-0.12875128942811795,196.00238904135145,0.28837485811079516
11104,0.25,3,0.1,8,15,-0.13143875509944752,198.94800211555835,0.2996494743734206
11105,0.25,3,0.1,8,16,-0.06780394031610386,208.43355526126948,0.3080977197690578
11106,0.25,3,0.1,8,17,-0.030645868985878528,196.68126169450122,0.292465929187031
11107,0.25,3,0.1,8,18,-0.06995865115026419,190.95286203465048,0.28308271263727114
11108,0.25,3,0.1,8,19,-0.4771036121430921,277.62392182305797,0.407932734968415
11109,0.25,3,0.1,8,20,-0.07811643719016965,198.8875235750654,0.2908872244248173
11110,0.25,3,0.1,8,21,-0.24723044413042902,177.4108114424341,0.2525957414658852
11111,0.25,3,0.1,8,22,-0.11078861458591073,190.64799256983613,0.28232005979269065
11112,0.25,3,0.1,8,23,0.0009295640342277071,208.23689819859865,0.3075192228787001
11113,0.25,3,0.1,8,24,-0.06502596426803024,188.45000538566117,0.27905640946043764
11114,0.25,3,0.1,8,25,-0.1513719670509225,197.4507835564593,0.29265903467947113
11115,0.25,3,0.1,8,26,-0.027328535074952847,192.85062540551834,0.2843233349234202
11116,0.25,3,0.1,8,27,-0.16320102158510877,197.4107328004903,0.29558807792213165
11117,0.25,3,0.1,8,28,-0.09209206637619659,194.00269249232153,0.2870111751357819
11118,0.25,3,0.1,8,29,-0.12806360605500788,201.39089102483942,0.29805844748022386
11119,0.25,3,0.1,9,0,-0.3376160917324806,269.34340037106887,0.40008455340267823
11120,0.25,3,0.1,9,1,-0.33721527077920727,262.0746724068173,0.37984380243526866
11121,0.25,3,0.1,9,2,-0.3620757798013488,252.38887315296788,0.36385168947120866
11122,0.25,3,0.1,9,3,-0.3763094776961325,262.82938711248994,0.3776553110408425
11123,0.25,3,0.1,9,4,-0.32943960652417675,259.4549887552003,0.37752754552913936
11124,0.25,3,0.1,9,5,-0.3828408224406905,259.0097371057024,0.37511429808034435
11125,0.25,3,0.1,9,6,-0.33881726780377575,263.6217437091057,0.38297672484118883
11126,0.25,3,0.1,9,7,-0.34430348900604896,257.53722204231525,0.3757603817113852
11127,0.25,3,0.1,9,8,-0.3664567131713771,261.5742526616199,0.38076610380209724
11128,0.25,3,0.1,9,9,-0.36779915853561923,260.8850609181921,0.3779052534323546
11129,0.25,3,0.1,9,10,-0.3790718494525939,261.94630152328017,0.3781971646921476
11130,0.25,3,0.1,9,11,-0.3914483849167684,260.8427056300938,0.3739121921598736
11131,0.25,3,0.1,9,12,-0.398816400961102,255.17409741690827,0.3688397167616581
11132,0.25,3,0.1,9,13,-0.3791233500456513,262.26228354220524,0.38041242056232144
11133,0.25,3,0.1,9,14,-0.3477046148023186,264.752167863216,0.38767573164519503
11134,0.25,3,0.1,9,15,-0.37617791343329915,253.92765482730456,0.3690911707982447
11135,0.25,3,0.1,9,16,-0.3753507352667254,255.82706616841116,0.3683783901271453
11136,0.25,3,0.1,9,17,-0.38311267313949293,257.7076858533786,0.3716844019363679
11137,0.25,3,0.1,9,18,-0.34716021096316085,254.51865947007653,0.36942619555718154
11138,0.25,3,0.1,9,19,-0.38003185639762416,253.66660436467478,0.36660433353838834
11139,0.25,3,0.1,9,20,-0.357998075086671,253.47349594074453,0.36705897939444104
11140,0.25,3,0.1,9,21,-0.3734639197246181,260.4965273462596,0.3765134085565769
11141,0.25,3,0.1,9,22,-0.35836499634297486,258.7403756680124,0.3723878218956078
11142,0.25,3,0.1,9,23,-0.3436490128425141,264.7844684486441,0.3902531452008134
11143,0.25,3,0.1,9,24,-0.33738970470795965,256.70103720523537,0.3702936619598652
11144,0.25,3,0.1,9,25,-0.1416236996739866,251.69787662645965,0.34747237941966375
11145,0.25,3,0.1,9,26,-0.27371714464732505,179.0419856577067,0.24976797689279387
11146,0.25,3,0.1,9,27,-0.32703356184917337,266.4913130636655,0.38904176653223926
11147,0.25,3,0.1,9,28,-0.3262483787867058,264.22711812216187,0.3854302879016374
11148,0.25,3,0.1,9,29,-0.3705142433542196,256.4229256794353,0.3708274085679464
11149,0.25,3,0.25,0,0,-0.542538950191151,314.79031581375443,0.4587722152871884
11150,0.25,3,0.25,0,1,-0.5191948249666539,313.7668427380509,0.45809486109564124
11151,0.25,3,0.25,0,2,-0.45338239889947524,325.9282532186669,0.4795788890558592
11152,0.25,3,0.25,0,3,-0.5002536460565413,314.4530587970925,0.4637745328287715
11153,0.25,3,0.25,0,4,-0.45715672600632146,320.11864978796376,0.4714424708796341
11154,0.25,3,0.25,0,5,-0.4985300675684666,319.55596689943303,0.4676246141297447
11155,0.25,3,0.25,0,6,-0.49657418132366704,316.2609554623462,0.4597125353796964
11156,0.25,3,0.25,0,7,-0.46640480775319615,323.3422869815617,0.4783863376739115
11157,0.25,3,0.25,0,8,-0.46841217229416826,317.1926839664175,0.46619216013557735
11158,0.25,3,0.25,0,9,-0.4485296438151514,322.34723095590334,0.47626280332268517
11159,0.25,3,0.25,0,10,-0.490883204886787,316.3032177505897,0.46168915072536426
11160,0.25,3,0.25,0,11,-0.48556111875610747,307.9699810947758,0.4500734104841191
11161,0.25,3,0.25,0,12,-0.5247331760727771,322.01707988856333,0.47278917825653366
11162,0.25,3,0.25,0,13,-0.4811189380056528,325.81391428353635,0.48088091332725647
11163,0.25,3,0.25,0,14,-0.47853587262250713,321.33181945012194,0.4731094837401444
11164,0.25,3,0.25,0,15,-0.5007726948589217,319.6852332660688,0.47338865641565603
11165,0.25,3,0.25,0,16,-0.47784416583291645,322.53004665564964,0.47879579041112863
11166,0.25,3,0.25,0,17,-0.4951414813143193,322.4719769379261,0.4759170366299421
11167,0.25,3,0.25,0,18,-0.4663395605716311,316.10723348305334,0.4665657235989267
11168,0.25,3,0.25,0,19,-0.5147755600870864,310.2601946809007,0.4632640996756688
11169,0.25,3,0.25,0,20,-0.516821463708356,320.81761856330496,0.47493567492734184
11170,0.25,3,0.25,0,21,-0.488212089283423,310.56861003502394,0.45323373345427864
11171,0.25,3,0.25,0,22,-0.49992195074071066,317.0796075996563,0.46663244522823294
11172,0.25,3,0.25,0,23,-0.5058249050309819,316.75288802439906,0.4686909270278086
11173,0.25,3,0.25,0,24,-0.517089158704259,315.4137288541796,0.45826290849544593
11174,0.25,3,0.25,0,25,-0.49150972079761207,321.1572425094668,0.47260784012152696
11175,0.25,3,0.25,0,26,-0.5128285366239647,321.78966344136677,0.47820928214916253
11176,0.25,3,0.25,0,27,-0.48257032335103817,320.5009394320332,0.4734223645474993
11177,0.25,3,0.25,0,28,-0.5130971079170904,310.8871174360042,0.45509985319021834
11178,0.25,3,0.25,1,0,-0.26207278138811324,209.87509848618708,0.31796725198994275
11179,0.25,3,0.25,1,1,-0.323776936967722,216.11451471811654,0.3234190919669842
11180,0.25,3,0.25,1,2,-0.26433699610146416,207.68168721730595,0.31416281385064443
11181,0.25,3,0.25,1,3,-0.2036198048869906,233.78766266030368,0.32128514459591845
11182,0.25,3,0.25,1,4,-0.22328682796648894,204.99590372375584,0.31116905271558987
11183,0.25,3,0.25,1,5,-0.28387432260025597,210.0277130271313,0.31223318903387093
11184,0.25,3,0.25,1,6,-0.28362677502699546,211.69697197224536,0.31774248095103746
11185,0.25,3,0.25,1,7,-0.2788668316701284,202.14483627877004,0.3066713783375738
11186,0.25,3,0.25,1,8,-0.2915754574770275,218.41818571688364,0.3318372578428361
11187,0.25,3,0.25,1,9,-0.26836819672246304,212.20554954503237,0.323031276817758
11188,0.25,3,0.25,1,10,-0.29997155351103594,214.01360800538657,0.31845356824005006
11189,0.25,3,0.25,1,11,-0.29051893278710345,209.01879260786026,0.3140238863964691
11190,0.25,3,0.25,1,12,-0.2903865291408591,222.51283706704962,0.3343526970468313
11191,0.25,3,0.25,1,13,-0.29848059872237265,215.44295560980413,0.32176231729928606
11192,0.25,3,0.25,1,14,-0.29823526614300067,218.878124446283,0.33040359783476353
11193,0.25,3,0.25,1,15,-0.3066184891992951,209.25430947684194,0.31578292079464576
11194,0.25,3,0.25,1,16,-0.29562393565658246,212.18580046743458,0.31976313246981536
11195,0.25,3,0.25,1,17,-0.26575453275879096,217.33185689890684,0.3261778836867393
11196,0.25,3,0.25,1,18,-0.23899936371046718,215.53227242841044,0.32431930749238885
11197,0.25,3,0.25,1,19,-0.30149387902563174,211.95840994105492,0.3194911907482246
11198,0.25,3,0.25,1,20,-0.2767747007299363,219.5398663635583,0.3342756213803484
11199,0.25,3,0.25,1,21,-0.27941853346667456,208.69439044473418,0.319830887327329
11200,0.25,3,0.25,1,22,-0.3252241053759144,275.2855183209694,0.4133530184576674
11201,0.25,3,0.25,1,23,-0.22453831976609598,209.34105571354408,0.31287309180304507
11202,0.25,3,0.25,1,24,-0.2928655489395889,205.32195423542734,0.3092430603908802
11203,0.25,3,0.25,1,25,-0.25664294422558237,200.46683773641993,0.30180082306083206
11204,0.25,3,0.25,1,26,-0.32116674080697843,217.2406779144128,0.3245395073019919
11205,0.25,3,0.25,1,27,-0.2903881212766308,213.58198777662594,0.31770040029064023
11206,0.25,3,0.25,1,28,-0.2879420889220947,217.87818151527426,0.32990455410270814
11207,0.25,3,0.25,1,29,-0.24104728210688978,207.13237330055958,0.3108011374741935
11208,0.25,3,0.25,2,0,-0.20116026311857657,170.76912018360636,0.2558470636598674
11209,0.25,3,0.25,2,1,-0.31486343485604285,189.88838953483844,0.2707578990795007
11210,0.25,3,0.25,2,2,0.07935842031312826,198.024118095277,0.29758058518550995
11211,0.25,3,0.25,2,3,-0.13234933068034221,164.6183628345196,0.2302020840010993
11212,0.25,3,0.25,2,4,-0.3975599560784359,239.6388804907439,0.3612968236088574
11213,0.25,3,0.25,3,0,-0.05575437855428007,205.67369593634908,0.2793576497617141
11214,0.25,3,0.25,3,1,-0.085740464454292,205.58196949383498,0.2822996502084098
11215,0.25,3,0.25,3,2,-0.10661583640613566,209.57056034873926,0.2864621074857369
11216,0.25,3,0.25,3,3,-0.15900846057297077,219.20625801548286,0.29832334305935615
11217,0.25,3,0.25,3,4,-0.10842393117934807,208.03542064291392,0.28249315284441073
11218,0.25,3,0.25,3,5,-0.11013612262808747,199.93844032536177,0.2718503790531801
11219,0.25,3,0.25,3,6,-0.10201460946667924,207.81370993184044,0.28539834705677
11220,0.25,3,0.25,3,7,-0.3565899117202293,269.527486376592,0.3999933638943536
11221,0.25,3,0.25,3,8,-0.06758737684544863,208.09113524716804,0.28325722156869326
11222,0.25,3,0.25,3,9,-0.12721133011638455,208.2971423320854,0.28341640392916606
11223,0.25,3,0.25,3,10,-0.4357791590315414,272.1634463698485,0.409078129645763
11224,0.25,3,0.25,3,11,0.13596810353726582,181.07724026490462,0.2701168218178098
11225,0.25,3,0.25,3,12,-0.07758437036582028,205.4027607964085,0.2779952856309733
11226,0.25,3,0.25,3,13,-0.11687083900705075,198.09734575072196,0.2680391038087066
11227,0.25,3,0.25,3,14,-0.3613608204761101,313.6201873622459,0.45032510626448635
11228,0.25,3,0.25,3,15,-0.120044662611406,211.15397747183843,0.2905445546552056
11229,0.25,3,0.25,3,16,-0.02534900037288418,129.19140593814933,0.17788051306570826
11230,0.25,3,0.25,3,17,-0.06004903135320752,207.1655006991938,0.28233475299817884
11231,0.25,3,0.25,3,18,-0.11562467744600129,210.12688338641897,0.28611203074236236
11232,0.25,3,0.25,3,19,-0.11289732760236355,209.8907196745687,0.2871991309352527
11233,0.25,3,0.25,3,20,-0.43299204648210815,313.03922950476425,0.449198936525338
11234,0.25,3,0.25,3,21,-0.6239812785959219,315.2112780518517,0.46615863548688186
11235,0.25,3,0.25,3,22,-0.3613263090478636,280.6319627721357,0.4060105016771072
11236,0.25,3,0.25,3,23,-0.08108617040262196,209.09541782189785,0.28426463486370435
11237,0.25,3,0.25,3,24,-0.4621905672046842,267.69740666572744,0.3982567118849605
11238,0.25,3,0.25,3,25,0.006104629141752135,206.39049087988704,0.28087068186375885
11239,0.25,3,0.25,3,26,-0.10872144577729387,203.8076350833309,0.27561245261112405
11240,0.25,3,0.25,3,27,-0.10156871737500499,205.47321255594935,0.27885125705635877
11241,0.25,3,0.25,3,28,-0.5128725656614478,340.9436701850461,0.5044557433622363
11242,0.25,3,0.25,3,29,-0.2479424136306596,251.79407314086347,0.3817051345145616
11243,0.25,3,0.25,4,0,-0.14353387148698257,184.3231250350481,0.24195734519912682
11244,0.25,3,0.25,4,1,-0.13140162927338722,181.5616711254271,0.24026674470616813
11245,0.25,3,0.25,4,2,-0.17194648664064716,184.21185974589187,0.24308589016546148
11246,0.25,3,0.25,4,3,-0.09356376416163655,173.7529072854186,0.22188683019261504
11247,0.25,3,0.25,4,4,-0.1021691022825733,177.86942320566368,0.23089458574275282
11248,0.25,3,0.25,4,5,-0.13305371181241674,179.08297258164285,0.2307070611240094
11249,0.25,3,0.25,4,6,-0.09670915711444827,178.99052686330052,0.23065680625896623
11250,0.25,3,0.25,4,7,-0.09925060312096097,158.07624658142242,0.2040658090114024
11251,0.25,3,0.25,4,8,-0.08909955194605461,183.26791226537753,0.24393524469541308
11252,0.25,3,0.25,4,9,-0.12210128891379095,172.70833727353798,0.22718921957697283
11253,0.25,3,0.25,4,10,-0.11501472917365317,172.0404444125983,0.22741406115848717
11254,0.25,3,0.25,4,11,-0.1366880682889541,182.2772059581599,0.2397744552184107
11255,0.25,3,0.25,4,12,-0.11742740573711814,184.46376899988522,0.23853825691297584
11256,0.25,3,0.25,4,13,-0.019833294632124143,164.08979461555757,0.21858496095452962
11257,0.25,3,0.25,4,14,-0.15350847367059153,177.26612413596732,0.22767443777618301
11258,0.25,3,0.25,4,15,-0.12575075056871868,172.66048416980212,0.2217607680768675
11259,0.25,3,0.25,4,16,-0.10305549339288063,182.7276063815866,0.23941696053907666
11260,0.25,3,0.25,4,17,-0.24778882493668852,209.97771622291148,0.321728962276393
11261,0.25,3,0.25,4,18,-0.08467770479012987,179.5561971865296,0.23972209122244448
11262,0.25,3,0.25,4,19,-0.11508984873588728,171.32715164943318,0.2232634373926127
11263,0.25,3,0.25,4,20,-0.13619724115035098,179.69134507848375,0.23209472936550932
11264,0.25,3,0.25,4,21,-0.09624409160682201,169.03062173304696,0.21657521579104674
11265,0.25,3,0.25,4,22,-0.11546206658455578,180.01037222571736,0.235012795080954
11266,0.25,3,0.25,4,23,-0.09492206326944756,177.2377993199805,0.2326906965072247
11267,0.25,3,0.25,4,24,-0.15053978379819963,177.2882679584587,0.2331159744652526
11268,0.25,3,0.25,4,25,-0.0654205259021907,177.56312999646676,0.2258065659404295
11269,0.25,3,0.25,4,26,-0.14758941652486038,188.23052156513882,0.25122113256296225
11270,0.25,3,0.25,4,27,-0.08481990455921146,172.31343499766908,0.22752833408839668
11271,0.25,3,0.25,4,28,-0.1472843541929811,188.7012228095422,0.25037043946438575
11272,0.25,3,0.25,4,29,-0.07166595866763133,167.54762423588286,0.22187017413813745
11273,0.25,3,0.25,5,0,-0.4359092293053302,266.87021119006187,0.3930335024304821
11274,0.25,3,0.25,5,1,-0.4190564325371035,252.79273111304477,0.37197176240884317
11275,0.25,3,0.25,5,2,-0.4310889517746717,263.2729163720949,0.3900103570619924
11276,0.25,3,0.25,5,3,-0.48440008323383593,265.87720483700883,0.3919014393438159
11277,0.25,3,0.25,5,4,-0.45040921735303713,259.4379369891347,0.37961333137067577
11278,0.25,3,0.25,5,5,-0.4126610973546227,253.72097010208765,0.37524883369872547
11279,0.25,3,0.25,5,6,-0.4679195921545318,260.1006237370283,0.38003948029588025
11280,0.25,3,0.25,5,7,-0.44248517875131627,258.2096876312596,0.3792843339560243
11281,0.25,3,0.25,5,8,-0.43604039672966205,255.44114565514974,0.3754030119283988
11282,0.25,3,0.25,5,9,-0.44944812884356006,247.94748358863808,0.3614940357818323
11283,0.25,3,0.25,5,10,-0.4590210967620753,264.14040599382923,0.3892870416895236
11284,0.25,3,0.25,5,11,-0.39588653057998435,255.221067921408,0.37564127956645715
11285,0.25,3,0.25,5,12,-0.41048741372696446,263.633726694244,0.38869891237773757
11286,0.25,3,0.25,5,13,-0.4531498047595641,255.38441676529445,0.37330767875279847
11287,0.25,3,0.25,5,14,-0.4840376226351979,256.9568474037815,0.37626806657256157
11288,0.25,3,0.25,5,15,-0.41341609809912994,249.12718747058656,0.3680036377547405
11289,0.25,3,0.25,5,16,-0.4518269672474869,269.43939417153734,0.39775718104312485
11290,0.25,3,0.25,5,17,-0.39782106358908914,270.3046905044917,0.3997072559390469
11291,0.25,3,0.25,5,18,-0.45875886294096935,256.5861273142811,0.37360984056656193
11292,0.25,3,0.25,5,19,-0.4712706243328737,266.2201687269663,0.3929691109436992
11293,0.25,3,0.25,5,20,-0.4484882552499987,263.9260561920295,0.39064244630457406
11294,0.25,3,0.25,5,21,-0.47745062115591347,261.6033320782042,0.3858068990149039
11295,0.25,3,0.25,5,22,-0.44904592112406244,255.82169302843135,0.3763402120794099
11296,0.25,3,0.25,5,23,-0.4418195967377523,262.8501915492811,0.3883081665192895
11297,0.25,3,0.25,5,24,-0.4302251896095611,259.12015040982897,0.3826793772615405
11298,0.25,3,0.25,5,25,-0.46546556493925917,246.75442609177432,0.3597548082200583
11299,0.25,3,0.25,5,26,-0.4716436264622937,259.7557639588434,0.38074158250004736
11300,0.25,3,0.25,5,27,-0.41059115256884676,255.38140971739134,0.37504765333768647
11301,0.25,3,0.25,5,28,-0.42946319177703024,258.19423307307966,0.3801700254240041
11302,0.25,3,0.25,5,29,-0.41606171309758566,259.31599868724754,0.38229498277260004
11303,0.25,3,0.25,6,0,-0.48666096833852973,282.8650094474094,0.41261473727818637
11304,0.25,3,0.25,6,1,-0.4673612934195859,286.56120140737016,0.41578245557013327
11305,0.25,3,0.25,6,2,-0.44893920481025,282.9979062055307,0.4129629317215516
11306,0.25,3,0.25,6,3,-0.4261391231787859,291.4708357304289,0.4243953252596551
11307,0.25,3,0.25,6,4,-0.4719646053673392,284.7926614312271,0.41327600264646563
11308,0.25,3,0.25,6,5,-0.3827351845620964,288.53205388554653,0.4305152440689551
11309,0.25,3,0.25,6,6,-0.42305702564943504,288.17326490312877,0.42133966470734396
11310,0.25,3,0.25,6,7,-0.4941627404018525,286.5872279493282,0.41728699462571467
11311,0.25,3,0.25,6,8,-0.4704205976461126,282.5007134568311,0.40828139160319726
11312,0.25,3,0.25,6,9,-0.42746705065918117,292.6548084662583,0.4250923544727619
11313,0.25,3,0.25,6,10,-0.4655070911947116,297.8473215867031,0.4346899048105228
11314,0.25,3,0.25,6,11,-0.4289700489374864,287.9927851595698,0.42115183891724656
11315,0.25,3,0.25,6,12,-0.4604557945160351,286.1736624813213,0.41498487498828524
11316,0.25,3,0.25,6,13,-0.4514342540013981,277.8360820076056,0.40752922651539086
11317,0.25,3,0.25,6,14,-0.463665134760185,290.7020837597603,0.4255001887354437
11318,0.25,3,0.25,6,15,-0.4680967313372677,272.6299049251581,0.39867097346891905
11319,0.25,3,0.25,6,16,-0.4489159410626485,290.1998598080872,0.42661407767059584
11320,0.25,3,0.25,6,17,-0.42116175404836914,292.66693230142124,0.43412444901192176
11321,0.25,3,0.25,6,18,-0.418154153144074,280.5969680129272,0.41559548730186996
11322,0.25,3,0.25,6,19,-0.45665800343128193,292.65828914539844,0.42489993713504504
11323,0.25,3,0.25,6,20,-0.46745848811374086,292.18341904868424,0.42619770417227376
11324,0.25,3,0.25,6,21,-0.44553158472135523,296.8269802918682,0.4346635831996524
11325,0.25,3,0.25,6,22,-0.43122977103468535,290.88758610290864,0.42649767715703285
11326,0.25,3,0.25,6,23,-0.44596855027053445,290.00370058581433,0.4252012280395075
11327,0.25,3,0.25,6,24,-0.4534504795899341,286.121549823012,0.4204456323038704
11328,0.25,3,0.25,6,25,-0.44774006086808066,283.3778524460043,0.41499719511039584
11329,0.25,3,0.25,6,26,-0.4384102276656658,292.193621874543,0.4305568276244584
11330,0.25,3,0.25,6,27,-0.4848367715847897,291.99616867280747,0.42221459687434787
11331,0.25,3,0.25,6,28,-0.43343629834719105,288.4210063744021,0.42478809063637857
11332,0.25,3,0.25,6,29,-0.4160799304550884,283.35448801597545,0.41670554960212164
11333,0.25,3,0.25,7,0,-0.3428115374959726,228.48044599021077,0.33862186222399654
11334,0.25,3,0.25,7,1,-0.3757180654280372,235.32182925591496,0.35313394339495724
11335,0.25,3,0.25,7,2,-0.3646361262960858,227.9180536193837,0.33717892230525653
