,ba_m,simple_spread_chance,repetition,measure,pen_name,data,pearson,euclidean,mape
513,10,0.75,8,opinion-timeseries,dem,"[6.7000000e+01 6.7000000e+01 6.7000000e+01 1.1000000e+00 3.3333334e-01
 3.3333334e-01 3.3333334e-01 7.4099998e+01 7.4099998e+01 1.9033333e+01
 1.5333333e+00 4.6666667e-01 1.0000000e-01 1.0000000e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.9733334e+01 1.2666667e+00 3.3333335e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.6366669e+01 7.6366669e+01 9.4199997e+01 9.4199997e+01 9.4199997e+01
 9.4199997e+01 8.0633331e+01 4.9000001e+00 1.3666667e+00 1.3666667e+00
 9.3866669e+01 9.9566666e+01 9.9900002e+01 1.0000000e+02 2.5633333e+01
 2.0466667e+01 1.3000000e+00 1.0000000e-01 0.0000000e+00 7.5833336e+01
 7.5833336e+01 7.5833336e+01 1.9766666e+01 1.9766666e+01 1.9766666e+01
 1.9733334e+01 2.0700001e+01 2.0700001e+01 4.8666668e+00]",0.12765076661770336,568.559198361829,0.688945998370692
514,10,0.75,8,opinion-timeseries,mod,"[5.6000000e+01 9.7066666e+01 9.9300003e+01 5.7333331e+00 1.7333333e+00
 1.3333334e-01 6.6666670e-02 7.5833336e+01 9.4133331e+01 2.4933332e+01
 1.3333334e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.5666664e+01 7.9300003e+01 4.4666667e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.4400002e+01 1.8500000e+01 7.9199997e+01
 9.4533333e+01 7.6633331e+01 7.6300003e+01 9.4266670e+01 2.3366667e+01
 8.1533333e+01 9.5233330e+01 8.1166664e+01 7.0666666e+00 3.6666667e-01
 0.0000000e+00 9.3466667e+01 1.4666667e+00 1.9000000e+01 1.9100000e+01
 8.0833336e+01 7.9400002e+01 8.0699997e+01 5.5000000e+00 1.3666667e+00
 8.0133331e+01 5.9666667e+00 3.3333335e-02 0.0000000e+00 1.7433332e+01
 4.2666669e+00 1.1000000e+00 3.3333334e-01 1.6666667e-01 6.6666670e-02
 1.8633333e+01 2.0200001e+01 1.2333333e+00 2.6666668e-01]",-0.0976355247705913,471.78706411207804,0.6919702659640368
515,10,0.75,8,opinion-timeseries,rep,"[5.2000000e+01 9.7099998e+01 9.9400002e+01 4.7333331e+00 1.1333333e+00
 1.0000000e-01 0.0000000e+00 7.4133331e+01 9.3699997e+01 2.5200001e+01
 3.3333335e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.5300003e+01 8.0099998e+01 4.6666665e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.6000000e+01 1.9299999e+01 8.0233330e+01
 9.5233330e+01 7.6599998e+01 7.4966667e+01 9.4166664e+01 2.3166666e+01
 8.0133331e+01 9.5333336e+01 8.1266670e+01 5.6333332e+00 1.6666667e-01
 0.0000000e+00 9.3699997e+01 1.2000000e+00 1.8933332e+01 1.9500000e+01
 7.9566666e+01 7.9733330e+01 7.9866669e+01 6.0999999e+00 1.7000000e+00
 8.0199997e+01 7.0666666e+00 2.3333333e-01 0.0000000e+00 1.8566668e+01
 4.3333335e+00 9.3333334e-01 4.6666667e-01 1.0000000e-01 3.3333335e-02
 1.9400000e+01 1.9366667e+01 1.1333333e+00 3.0000001e-01]",-0.07626739895255649,407.02986071699934,0.7402234766114049
516,15,0.01,0,opinion-timeseries,dem,"[71.       71.       71.       68.73333  68.36667  68.36667  68.36667
 68.566666 68.566666 67.8      66.2      65.333336 64.76667  64.76667
 63.6      63.6      63.033333 63.033333 62.566666 62.233334 60.833332
 60.833332 59.766666 58.366665 57.266666 55.933334 54.633335 54.633335
 53.866665 53.866665 53.866665 53.866665 53.866665 53.866665 53.3
 53.966667 53.966667 54.533333 54.533333 54.533333 54.533333 54.5
 53.233334 52.966667 52.966667 53.733334 54.433334 55.2      56.2
 55.6      55.533333 54.533333 53.466667 52.566666 53.       53.
 53.       52.233334 52.233334 52.233334 52.066666 51.933334 51.933334
 51.366665]",-0.9276484324915026,270.4786711126086,0.3379410643354859
517,15,0.01,0,opinion-timeseries,mod,"[35.       35.6      36.4      35.266666 34.966667 34.9      34.9
 34.966667 35.633335 36.033333 35.633335 35.633335 35.6      35.533333
 34.866665 34.166668 33.966667 33.933334 33.566666 33.333332 32.6
 33.433334 33.5      33.       32.033333 31.433332 30.833334 31.666666
 31.6      32.2      32.766666 33.5      34.066666 34.6      34.3
 34.8      35.3      35.566666 35.       34.633335 34.266666 34.5
 33.9      34.433334 34.533333 35.266666 36.333332 37.466667 37.7
 37.466667 38.266666 38.6      37.733334 36.966667 36.466667 36.
 36.       35.866665 35.5      35.5      35.766666 36.1      35.4
 35.1     ]",-0.006892749243360769,322.100628049527,0.5220726911944933
518,15,0.01,0,opinion-timeseries,rep,"[39.       40.166668 40.933334 40.033333 40.       39.266666 38.9
 38.533333 39.2      39.733334 39.066666 39.033333 39.033333 38.533333
 38.466667 38.033333 38.       37.166668 37.1      37.1      36.833332
 37.466667 38.066666 38.066666 36.533333 35.6      34.4      34.9
 34.866665 35.666668 36.566666 36.433334 36.366665 36.933334 36.9
 37.033333 37.566666 37.333332 36.733334 35.966667 34.933334 35.633335
 35.366665 36.033333 36.366665 35.833332 35.533333 35.5      34.9
 34.9      35.433334 36.933334 36.633335 36.4      36.       35.666668
 35.2      35.2      34.966667 34.633335 34.7      34.833332 34.233334
 34.2     ]",-0.8398488805252609,221.2411453465661,0.4072733308594658
519,15,0.01,1,opinion-timeseries,dem,"[60.       60.       60.       57.9      57.5      57.5      57.5
 57.866665 57.866665 57.433334 56.       55.466667 55.033333 55.033333
 54.1      54.1      53.933334 53.933334 53.4      52.766666 51.4
 51.4      50.9      49.666668 48.4      47.433334 46.533333 46.533333
 46.066666 46.066666 46.066666 46.066666 46.066666 46.066666 45.5
 46.2      46.2      46.866665 46.866665 46.866665 46.866665 46.866665
 46.3      45.7      45.7      46.733334 47.8      48.833332 50.166668
 49.8      49.8      48.566666 47.766666 46.766666 47.166668 47.166668
 47.166668 46.733334 46.733334 46.733334 46.266666 46.333332 46.333332
 45.933334]",-0.8836682981218776,325.9822647212005,0.4267422960288981
520,15,0.01,1,opinion-timeseries,mod,"[42.       42.633335 43.333332 41.866665 41.3      41.233334 41.233334
 41.233334 41.933334 41.866665 41.4      41.366665 41.3      41.3
 40.533333 40.2      39.8      39.766666 39.233334 39.066666 38.133335
 39.066666 38.933334 38.333332 37.466667 36.633335 35.966667 36.666668
 36.633335 37.233334 38.2      38.9      39.433334 40.066666 39.7
 40.2      40.833332 41.1      40.666668 40.366665 39.933334 40.033333
 39.5      40.266666 40.666668 41.4      42.433334 42.9      42.733334
 42.4      42.9      42.766666 41.933334 41.066666 40.766666 40.266666
 40.266666 39.833332 39.566666 39.566666 39.866665 39.9      39.233334
 38.666668]",-0.3539459273307108,281.3822581346159,0.44729732210766804
521,15,0.01,1,opinion-timeseries,rep,"[54.       54.666668 54.9      53.2      53.166668 51.766666 51.066666
 50.633335 51.233334 51.666668 50.533333 50.5      50.466667 49.833332
 49.7      49.2      49.2      48.2      48.166668 48.033333 47.5
 48.       48.466667 48.333332 47.033333 45.666668 44.466667 45.033333
 44.966667 45.466667 46.033333 45.833332 45.333332 45.733334 45.666668
 45.733334 46.133335 45.866665 44.933334 44.1      43.5      44.166668
 43.7      44.1      44.2      43.7      43.433334 42.966667 42.266666
 42.233334 42.766666 43.966667 43.466667 43.       42.8      42.533333
 42.3      42.3      41.7      41.333332 41.433334 41.466667 40.733334
 40.666668]",-0.9326357692736791,158.30533221701285,0.2771333463694019
522,15,0.01,2,opinion-timeseries,dem,"[62.       62.       62.       60.166668 59.7      59.7      59.7
 60.266666 60.266666 59.7      58.766666 58.333332 57.766666 57.766666
 56.6      56.6      56.       56.       55.566666 54.766666 53.366665
 53.366665 52.833332 51.666668 50.433334 49.5      48.266666 48.266666
 47.7      47.7      47.7      47.7      47.7      47.7      47.2
 47.866665 47.866665 48.3      48.3      48.3      48.3      48.666668
 47.866665 47.333332 47.333332 48.666668 49.933334 51.1      52.3
 51.5      51.7      50.433334 49.7      48.9      49.2      49.2
 49.2      48.533333 48.533333 48.533333 48.7      48.733334 48.733334
 48.1     ]",-0.8705499856653127,311.1851317441221,0.40394757879465126
523,15,0.01,2,opinion-timeseries,mod,"[44.       44.466667 45.133335 43.4      43.       42.966667 42.933334
 43.       43.8      43.666668 43.3      43.266666 43.2      43.2
 42.266666 41.9      41.533333 41.466667 41.166668 40.933334 39.866665
 40.3      40.566666 39.766666 39.       38.233334 37.7      38.366665
 38.333332 38.966667 39.6      39.9      40.366665 41.       40.366665
 41.133335 41.566666 42.166668 41.733334 41.333332 40.833332 41.
 40.5      41.033333 41.333332 42.433334 43.033333 43.633335 43.333332
 42.833332 43.3      43.566666 42.866665 42.1      41.666668 41.366665
 41.366665 41.033333 40.466667 40.433334 40.666668 41.1      40.433334
 40.166668]",-0.5285946272947682,271.8639987407052,0.42895724090144194
524,15,0.01,2,opinion-timeseries,rep,"[52.       53.133335 53.566666 52.033333 51.966667 50.566666 50.
 49.633335 49.966667 50.166668 49.466667 49.4      49.4      49.133335
 49.1      48.6      48.5      47.466667 47.366665 47.333332 46.733334
 47.233334 47.633335 47.633335 46.3      44.8      43.633335 44.166668
 44.133335 44.666668 45.266666 45.166668 45.1      45.666668 45.566666
 45.6      46.2      45.766666 45.133335 44.4      43.7      44.3
 43.766666 44.466667 44.766666 44.2      43.966667 43.266666 42.4
 42.366665 42.933334 43.933334 43.366665 42.8      42.533333 42.133335
 41.933334 41.9      41.466667 40.866665 41.       41.133335 40.2
 40.166668]",-0.9147194841856507,160.0184083465906,0.28040310369516663
525,15,0.01,3,opinion-timeseries,dem,"[70.       70.       70.       68.066666 67.46667  67.46667  67.46667
 67.76667  67.76667  66.933334 65.833336 65.1      64.5      64.5
 63.166668 63.166668 62.633335 62.633335 62.033333 61.433334 60.5
 60.5      59.6      58.333332 57.133335 56.166668 55.3      55.3
 54.633335 54.633335 54.633335 54.633335 54.633335 54.633335 54.066666
 54.466667 54.466667 55.       55.       55.       55.       54.866665
 53.466667 52.933334 52.933334 53.633335 54.5      55.7      56.466667
 56.033333 55.933334 54.933334 54.2      53.033333 53.433334 53.433334
 53.433334 52.933334 52.933334 52.933334 52.533333 52.033333 52.033333
 51.633335]",-0.9325552810656649,268.4852075359959,0.33667385582614384
526,15,0.01,3,opinion-timeseries,mod,"[41.       41.533333 42.3      41.133335 40.766666 40.733334 40.733334
 40.8      41.3      41.6      41.166668 41.1      41.       41.
 40.333332 40.       39.5      39.466667 39.033333 38.7      37.033333
 37.5      37.6      36.833332 36.133335 35.266666 34.533333 35.166668
 35.166668 35.933334 36.5      37.433334 37.966667 38.466667 37.833332
 38.666668 39.2      39.266666 38.966667 38.466667 38.       38.
 37.5      38.166668 38.333332 39.133335 39.733334 40.2      39.866665
 39.466667 40.433334 40.433334 39.5      38.866665 38.6      38.233334
 38.233334 37.9      37.366665 37.366665 37.8      38.1      37.433334
 37.      ]",-0.5917000145173994,293.53981131631264,0.46643815018048956
527,15,0.01,3,opinion-timeseries,rep,"[50.       51.133335 51.433334 49.4      49.4      48.366665 48.066666
 47.766666 48.4      48.7      47.5      47.466667 47.4      46.8
 46.733334 46.333332 46.333332 45.366665 45.333332 45.333332 44.8
 45.266666 45.566666 45.433334 44.3      43.033333 42.066666 42.566666
 42.466667 43.       43.833332 43.       42.866665 43.333332 43.266666
 43.333332 44.1      43.566666 42.666668 41.7      40.9      41.533333
 40.8      41.266666 41.233334 40.7      39.833332 39.7      38.933334
 38.833332 39.366665 40.8      40.333332 39.866665 39.366665 38.966667
 38.666668 38.5      37.7      37.3      37.4      37.366665 36.5
 36.4     ]",-0.8954100950325811,179.70790974899242,0.31306548938534257
528,15,0.01,4,opinion-timeseries,dem,"[68.       68.       68.       65.833336 65.333336 65.333336 65.333336
 65.86667  65.86667  65.13333  63.8      63.066666 62.533333 62.533333
 61.633335 61.633335 60.933334 60.933334 60.433334 59.966667 58.233334
 58.233334 57.7      56.4      55.3      54.233334 52.633335 52.633335
 51.966667 51.966667 51.966667 51.966667 51.966667 51.966667 51.366665
 52.       52.       52.466667 52.466667 52.466667 52.466667 52.566666
 51.8      51.366665 51.366665 52.233334 52.8      53.7      54.466667
 53.866665 53.466667 52.566666 51.366665 50.266666 51.066666 51.066666
 51.066666 50.5      50.5      50.5      50.566666 50.533333 50.533333
 50.      ]",-0.9218509977591074,284.51408148796514,0.3589686445386293
529,15,0.01,4,opinion-timeseries,mod,"[36.       36.6      37.233334 36.266666 35.8      35.8      35.8
 35.866665 36.333332 36.6      36.1      36.033333 36.       36.
 35.366665 35.066666 34.766666 34.766666 34.366665 33.933334 32.733334
 33.3      33.6      32.566666 32.066666 31.2      30.5      31.233334
 31.2      31.766666 32.533333 33.033333 33.766666 34.533333 34.1
 34.833332 35.433334 35.766666 35.533333 35.2      34.833332 35.2
 34.7      35.033333 35.3      36.033333 37.366665 38.466667 38.133335
 37.8      38.733334 38.833332 38.133335 37.466667 37.2      37.
 37.       36.666668 36.333332 36.3      36.266666 36.533333 35.866665
 35.6     ]",-0.10327104949603505,319.03416103039524,0.5155967278540505
530,15,0.01,4,opinion-timeseries,rep,"[53.       54.2      54.7      52.833332 52.8      51.766666 51.066666
 50.6      51.066666 51.633335 50.666668 50.566666 50.366665 49.9
 49.8      49.233334 49.166668 48.4      48.3      48.233334 47.766666
 48.2      48.6      48.533333 46.633335 45.033333 43.7      44.2
 44.2      44.933334 45.6      45.6      45.366665 46.       45.966667
 46.033333 46.766666 46.333332 45.2      44.366665 43.533333 44.
 43.566666 44.133335 44.2      43.033333 42.933334 42.666668 41.6
 41.566666 42.033333 43.066666 42.433334 41.733334 41.466667 40.866665
 40.1      40.1      39.633335 39.266666 39.3      39.233334 38.333332
 38.333332]",-0.8924769114523234,163.12989985557041,0.282710325091709
531,15,0.01,5,opinion-timeseries,dem,"[66.       66.       66.       64.23333  63.6      63.6      63.6
 63.933334 63.933334 63.1      61.933334 61.333332 60.733334 60.733334
 59.3      59.3      58.866665 58.866665 58.433334 57.7      56.633335
 56.633335 55.9      54.633335 53.433334 52.266666 51.4      51.4
 50.966667 50.966667 50.966667 50.966667 50.966667 50.966667 50.633335
 51.4      51.4      51.733334 51.733334 51.733334 51.733334 51.633335
 50.233334 49.9      49.9      51.       51.8      52.666668 53.5
 53.066666 53.066666 51.933334 50.833332 49.866665 50.566666 50.566666
 50.566666 50.166668 50.166668 50.166668 50.2      50.3      50.3
 49.8     ]",-0.9208892128977149,292.2183060061773,0.37246228374936596
532,15,0.01,5,opinion-timeseries,mod,"[47.       47.466667 48.2      46.533333 46.       45.933334 45.933334
 45.933334 46.366665 46.433334 45.8      45.7      45.7      45.666668
 44.733334 44.4      43.833332 43.833332 43.4      42.966667 41.833332
 42.633335 42.9      41.9      41.1      40.166668 38.966667 39.6
 39.6      40.3      40.766666 41.4      41.833332 42.266666 41.933334
 42.366665 42.833332 43.166668 42.733334 42.533333 41.866665 42.066666
 41.666668 42.133335 42.366665 42.9      43.833332 44.7      44.633335
 44.266666 44.7      44.5      43.4      42.433334 42.133335 41.666668
 41.666668 41.166668 40.866665 40.866665 40.966667 41.066666 40.533333
 39.9     ]",-0.7104065984680346,261.59158353981115,0.4063528515688527
533,15,0.01,5,opinion-timeseries,rep,"[39.       40.066666 40.533333 39.6      39.433334 38.866665 38.5
 38.033333 38.7      39.1      38.033333 38.       37.966667 37.6
 37.533333 37.1      37.066666 36.333332 36.333332 36.133335 35.666668
 36.233334 36.733334 36.566666 35.766666 34.366665 33.5      34.5
 34.466667 35.4      36.       36.466667 36.7      37.133335 37.133335
 37.166668 37.866665 37.5      36.733334 36.       35.333332 35.866665
 35.233334 35.633335 35.666668 35.266666 35.333332 34.933334 34.5
 34.433334 35.133335 36.333332 35.966667 35.533333 35.233334 34.8
 34.6      34.533333 34.2      33.9      33.933334 33.833332 33.1
 33.033333]",-0.8111105812956192,225.47599100285123,0.41611113929083554
534,15,0.01,6,opinion-timeseries,dem,"[64.       64.       64.       62.2      61.633335 61.633335 61.633335
 61.766666 61.766666 61.133335 60.       59.533333 59.066666 59.066666
 58.033333 58.033333 57.533333 57.533333 56.966667 56.333332 55.166668
 55.166668 54.566666 53.766666 52.766666 52.033333 51.       51.
 50.366665 50.366665 50.366665 50.366665 50.366665 50.366665 49.766666
 50.266666 50.266666 51.066666 51.066666 51.066666 51.066666 51.133335
 50.433334 49.866665 49.866665 50.666668 51.933334 53.       53.8
 53.433334 53.533333 52.233334 51.133335 50.066666 50.466667 50.466667
 50.466667 50.033333 50.033333 50.033333 50.066666 50.       50.
 49.4     ]",-0.9061851966890073,296.35864521852824,0.382075961280097
535,15,0.01,6,opinion-timeseries,mod,"[42.       42.9      43.566666 42.3      41.866665 41.833332 41.833332
 41.833332 42.533333 42.366665 41.833332 41.833332 41.833332 41.733334
 40.733334 40.266666 39.9      39.866665 39.466667 39.       38.133335
 38.666668 39.166668 38.333332 37.333332 36.4      35.5      36.3
 36.3      36.733334 37.366665 37.966667 38.733334 39.166668 38.8
 39.433334 39.9      40.066666 39.833332 39.4      38.866665 38.833332
 38.533333 39.1      39.466667 40.166668 41.266666 42.266666 42.3
 41.8      41.733334 41.966667 41.2      40.533333 40.2      40.033333
 40.       39.4      38.6      38.6      38.8      39.066666 38.4
 38.      ]",-0.5278323480298198,285.04503490741183,0.45169567092950663
536,15,0.01,6,opinion-timeseries,rep,"[46.       47.066666 47.666668 46.066666 46.033333 45.266666 45.
 44.6      45.       45.466667 44.533333 44.433334 44.3      43.766666
 43.633335 43.266666 43.233334 42.233334 42.233334 42.2      41.666668
 42.2      42.466667 42.433334 41.133335 39.8      38.166668 38.766666
 38.766666 39.3      39.933334 39.866665 39.666668 40.066666 40.
 40.066666 40.466667 40.366665 39.6      38.566666 37.933334 38.733334
 38.4      38.8      38.9      38.533333 38.466667 38.2      37.766666
 37.733334 38.566666 39.5      38.933334 38.466667 38.166668 37.966667
 37.6      37.5      36.966667 36.6      36.7      36.666668 36.1
 36.1     ]",-0.915413207834521,195.99461007983285,0.34659109149801026
537,15,0.01,7,opinion-timeseries,dem,"[70.       70.       70.       67.96667  67.46667  67.46667  67.46667
 67.666664 67.666664 66.933334 65.6      64.96667  64.23333  64.23333
 62.8      62.8      62.266666 62.266666 61.466667 60.966667 59.7
 59.7      59.066666 58.033333 57.1      55.7      54.7      54.7
 54.1      54.1      54.1      54.1      54.1      54.1      53.533333
 53.9      53.9      54.3      54.3      54.3      54.3      54.333332
 53.433334 52.9      52.9      53.833332 54.733334 55.533333 56.3
 55.566666 55.5      54.266666 53.1      52.1      52.566666 52.566666
 52.566666 52.       52.       52.       52.033333 52.033333 52.033333
 51.433334]",-0.9337206078747388,271.939095890703,0.34105266878321094
538,15,0.01,7,opinion-timeseries,mod,"[37.       37.666668 38.5      37.633335 37.366665 37.366665 37.366665
 37.333332 37.866665 38.2      37.433334 37.333332 37.333332 37.333332
 36.7      36.433334 36.2      36.166668 35.766666 35.166668 34.1
 34.766666 35.2      34.333332 33.633335 33.066666 32.433334 33.033333
 32.933334 33.466667 34.1      34.733334 35.433334 35.966667 35.366665
 35.833332 36.8      36.733334 36.433334 36.2      35.733334 36.033333
 35.533333 36.133335 36.266666 37.1      37.8      38.6      38.233334
 37.9      38.933334 39.2      38.4      37.666668 37.466667 37.133335
 37.133335 36.733334 36.233334 36.2      36.266666 36.133335 35.566666
 35.233334]",-0.2784982443942072,311.51889673969424,0.5015069419946374
539,15,0.01,7,opinion-timeseries,rep,"[45.       46.066666 46.466667 45.066666 45.033333 44.333332 43.933334
 43.3      43.933334 44.466667 43.6      43.566666 43.533333 43.166668
 43.1      42.666668 42.6      41.6      41.533333 41.5      40.933334
 41.466667 42.2      42.133335 40.833332 39.6      38.366665 39.066666
 38.866665 39.766666 40.366665 40.366665 40.3      40.733334 40.733334
 40.766666 41.4      41.       40.266666 39.666668 38.8      39.333332
 38.933334 39.533333 39.9      39.4      38.9      38.633335 38.133335
 38.033333 38.8      40.133335 39.433334 38.966667 38.6      38.133335
 37.733334 37.733334 37.4      37.133335 37.2      37.233334 36.466667
 36.433334]",-0.8923686790757375,194.25818149498147,0.3457005524312948
540,15,0.01,8,opinion-timeseries,dem,"[59.       59.       59.       57.233334 56.833332 56.833332 56.833332
 57.233334 57.233334 56.833332 55.833332 55.2      54.5      54.5
 53.6      53.6      53.1      53.1      52.666668 52.2      51.266666
 51.266666 51.066666 50.1      49.033333 48.1      47.366665 47.366665
 46.733334 46.733334 46.733334 46.733334 46.733334 46.733334 46.166668
 46.9      46.9      47.2      47.2      47.2      47.2      47.466667
 46.3      45.566666 45.566666 46.466667 47.7      48.8      49.6
 49.133335 49.066666 48.033333 46.733334 45.6      46.333332 46.333332
 46.333332 45.866665 45.866665 45.866665 45.9      45.833332 45.833332
 45.466667]",-0.9140152194469272,327.2116422718026,0.42940003067509014
541,15,0.01,8,opinion-timeseries,mod,"[39.       39.7      40.133335 38.933334 38.633335 38.6      38.566666
 38.666668 39.3      39.733334 39.233334 39.2      39.       39.
 38.333332 38.033333 37.6      37.566666 37.3      37.       35.866665
 36.266666 37.133335 36.466667 35.633335 34.933334 34.033333 34.466667
 34.433334 34.733334 35.666668 36.233334 36.6      37.066666 36.666668
 37.3      38.2      38.466667 38.166668 37.566666 37.166668 37.3
 36.9      37.3      37.633335 38.6      39.466667 40.033333 40.
 39.466667 40.466667 40.233334 39.433334 38.3      37.766666 37.433334
 37.433334 36.966667 36.333332 36.333332 36.466667 36.533333 35.733334
 35.333332]",-0.36735122298739875,301.6296302251029,0.4833120160165933
542,15,0.01,8,opinion-timeseries,rep,"[43.       43.9      44.566666 43.233334 43.233334 42.466667 42.166668
 41.733334 42.1      42.633335 41.8      41.766666 41.766666 41.266666
 41.133335 40.7      40.666668 39.866665 39.866665 39.866665 39.433334
 39.9      40.466667 40.433334 39.       37.666668 36.333332 37.233334
 37.133335 38.       38.7      38.6      38.7      39.266666 39.233334
 39.366665 40.       39.666668 38.833332 38.166668 37.5      38.166668
 37.766666 38.333332 38.533333 38.       37.5      37.133335 36.466667
 36.466667 37.166668 38.366665 37.9      37.333332 36.866665 36.366665
 36.066666 36.033333 35.666668 35.166668 35.233334 35.333332 34.766666
 34.7     ]",-0.8755108232148535,206.57773699937044,0.3711331878695333
543,15,0.01,9,opinion-timeseries,dem,"[69.       69.       69.       67.5      66.96667  66.96667  66.96667
 67.46667  67.46667  66.96667  65.26667  64.53333  63.866665 63.866665
 62.633335 62.633335 62.133335 62.133335 61.7      60.966667 60.033333
 60.033333 59.1      57.8      56.533333 54.933334 53.8      53.8
 53.366665 53.366665 53.366665 53.366665 53.366665 53.366665 52.9
 53.433334 53.433334 53.766666 53.766666 53.766666 53.766666 53.766666
 52.8      52.033333 52.033333 53.166668 53.666668 54.666668 55.466667
 54.833332 54.733334 53.6      52.433334 51.5      52.066666 52.066666
 52.066666 51.666668 51.666668 51.666668 51.666668 51.633335 51.633335
 51.033333]",-0.9235432980608521,275.72022475796985,0.3457595102468748
544,15,0.01,9,opinion-timeseries,mod,"[47.       47.5      48.       46.833332 46.366665 46.3      46.3
 46.366665 46.9      47.466667 46.5      46.466667 46.433334 46.4
 45.466667 44.866665 44.433334 44.333332 43.966667 43.566666 42.366665
 42.866665 43.733334 42.8      41.8      40.733334 39.966667 40.5
 40.466667 40.933334 41.6      42.433334 43.1      43.966667 43.4
 43.966667 44.533333 44.433334 43.866665 43.666668 43.233334 43.233334
 42.666668 43.033333 43.233334 44.       44.666668 45.466667 45.466667
 45.1      45.433334 45.3      44.533333 43.866665 43.566666 43.166668
 43.166668 42.966667 42.5      42.5      42.766666 42.866665 42.033333
 41.566666]",-0.6578905215005867,253.71926970502528,0.39409216447561457
545,15,0.01,9,opinion-timeseries,rep,"[50.       50.766666 50.966667 49.533333 49.466667 48.433334 47.866665
 47.566666 48.3      48.5      47.633335 47.6      47.566666 47.2
 47.033333 46.433334 46.366665 45.533333 45.5      45.466667 45.066666
 45.466667 45.833332 45.733334 44.333332 43.       41.566666 41.866665
 41.866665 42.3      42.766666 42.733334 42.6      43.3      43.166668
 43.266666 43.933334 43.666668 42.733334 41.9      41.1      41.666668
 40.866665 41.233334 41.433334 41.2      40.5      40.1      39.466667
 39.466667 39.9      41.133335 40.433334 40.166668 39.833332 39.4
 38.966667 38.966667 38.533333 38.166668 38.233334 38.266666 37.533333
 37.366665]",-0.9064251903367295,178.05151553119865,0.3106167248998149
546,15,0.05,0,opinion-timeseries,dem,"[76.       76.       76.       65.666664 62.766666 62.766666 62.766666
 64.63333  64.63333  61.566666 55.233334 52.633335 49.866665 49.866665
 44.766666 44.766666 42.9      42.9      40.666668 38.333332 34.133335
 34.133335 34.633335 31.166666 28.566668 26.133333 23.766666 23.766666
 22.8      22.8      22.8      22.8      22.8      22.8      21.533333
 25.133333 25.133333 28.533333 28.533333 28.533333 28.533333 31.2
 28.333334 26.433332 26.433332 34.266666 40.5      46.533333 51.933334
 49.133335 49.433334 44.566666 40.033333 35.9      38.766666 38.766666
 38.766666 36.566666 36.566666 36.566666 37.833332 39.233334 39.233334
 37.233334]",-0.7102028359895232,424.5690287271738,0.5417211488197514
547,15,0.05,0,opinion-timeseries,mod,"[43.       46.1      48.6      41.833332 39.333332 38.466667 37.9
 39.066666 41.633335 42.233334 38.666668 37.733334 36.833332 36.5
 32.9      31.366667 29.633333 29.166666 27.766666 26.2      22.7
 25.933332 30.4      27.2      23.733334 20.366667 18.033333 22.433332
 21.833334 26.       29.433332 32.233334 35.       38.1      36.466667
 39.7      42.633335 44.166668 41.433334 39.233334 36.666668 38.8
 36.233334 38.5      39.4      43.4      46.566666 49.866665 47.8
 45.533333 48.6      48.6      43.3      38.266666 37.6      36.033333
 35.666668 33.6      32.466667 32.2      33.733334 35.733334 31.8
 30.233334]",-0.2499984888269735,322.1351131532751,0.5028678915448199
548,15,0.05,0,opinion-timeseries,rep,"[52.       56.7      58.733334 47.3      45.933334 41.3      38.966667
 38.566666 41.9      43.766666 37.8      37.166668 36.266666 34.4
 32.933334 31.7      31.133333 27.766666 27.266666 26.866667 23.666666
 27.8      32.366665 30.6      25.233334 20.9      17.433332 21.2
 20.8      24.566668 28.5      30.2      30.866667 34.066666 33.066666
 34.133335 37.333332 37.166668 33.6      30.1      27.333334 32.066666
 28.633333 31.3      32.333332 33.8      34.666668 36.566666 34.766666
 33.966667 38.2      41.866665 37.2      34.033333 33.766666 32.366665
 30.766666 29.933332 28.566668 27.366667 28.566668 29.7      26.833334
 26.266666]",-0.6496099951259581,261.3646346673959,0.4775031417837167
