,er_p,complex_spread_ratio,repetition,measure,pen_name,data,pearson,euclidean,mape
36,0.05,0.1,2,opinion-timeseries,dem,"[ 62.        62.        62.         0.         0.         0.
   0.        94.333336  94.333336  94.333336  93.333336  93.333336
  93.333336  93.333336  93.333336  93.333336  93.333336  93.333336
  93.333336  93.333336   0.         0.        98.86667    0.4
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.        94.9
  94.9      100.       100.       100.       100.        94.86667
  94.86667   93.86667   93.86667  100.       100.       100.
 100.        97.5      100.       100.        99.        99.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         0.      ]",0.3336555534430609,380.4822875736554,0.3427219065907823
37,0.05,0.1,2,opinion-timeseries,mod,"[37.       52.966667 53.       40.333332 40.333332 28.5      28.5
 40.533333 42.766666 42.966667 28.9      28.9      28.9      28.9
 27.9      27.9      27.9      27.       27.       27.       27.
 40.133335 42.433334 27.9      27.       27.       27.       39.833332
 39.833332 42.2      42.866665 41.633335 41.966667 43.       28.933332
 41.633335 42.933334 43.       28.933332 28.       28.       40.033333
 40.033333 42.1      42.766666 43.       43.       43.       42.
 42.       43.       43.       42.       42.       43.       42.
 42.       42.       42.       42.       43.       43.       28.733334
 28.      ]",-0.015843706828690393,309.1963851064222,0.4896609818763297
38,0.05,0.1,2,opinion-timeseries,rep,"[49.        98.        98.        74.2       74.2        1.2666667
  1.2666667 73.96667   88.        89.         2.1333334  2.1333334
  2.1333334  2.1333334  2.1333334  2.1333334  2.1333334  1.
  1.         1.         1.        74.63333   88.9        3.1
  1.         1.         1.        73.46667   73.46667   87.6
 89.        75.73333   77.7       88.066666   3.5666666 76.9
 88.3       89.         2.1        1.         1.        72.73333
 72.73333   87.5       88.933334  89.        89.        89.
 88.        88.        89.        89.        89.        89.
 89.        88.        88.        88.        88.        88.
 89.        89.         1.6666666  1.       ]",0.2128118124261982,322.7256261616723,0.5620854862299677
39,0.05,0.1,3,opinion-timeseries,dem,"[ 66.        66.        66.         0.         0.         0.
   0.        93.666664  93.666664  93.666664  93.666664  93.666664
  93.666664  93.666664  93.666664  93.666664  93.666664  93.666664
  93.666664  93.666664   0.         0.       100.         0.3
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.        95.76667
  95.76667  100.       100.       100.       100.        94.566666
  94.566666  94.566666  94.566666 100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         0.      ]",0.3241312057956828,380.445584678389,0.3414989690139435
40,0.05,0.1,3,opinion-timeseries,mod,"[41.       59.       59.       32.933334 32.933334 22.2      22.2
 33.066666 35.933334 36.933334 23.566668 23.566668 23.566668 23.566668
 23.566668 23.566668 23.566668 22.       22.       22.       22.
 33.1      36.8      23.466667 22.       22.       22.       32.366665
 32.366665 35.9      36.8      34.2      33.4      36.066666 23.
 33.166668 36.2      36.866665 23.4      22.       22.       32.933334
 32.933334 36.133335 36.833332 37.       37.       37.       37.
 37.       37.       37.       37.       37.       37.       37.
 37.       37.       37.       37.       37.       37.       23.7
 22.      ]",-0.16362962464548886,353.4523717549305,0.5676342304721429
41,0.05,0.1,3,opinion-timeseries,rep,"[51.         98.         98.         66.         66.          0.96666664
  0.96666664 62.933334   88.066666   90.433334    3.3         3.3
  3.3         3.3         3.3         3.3         3.3         0.
  0.          0.          0.         67.166664   90.03333     2.7
  0.          0.          0.         65.26667    65.26667    87.433334
 90.13333    71.76667    69.         88.53333     2.6333334  68.36667
 88.86667    90.433334    2.9333334   0.          0.         63.5
 63.5        87.86667    90.13333    91.         91.         91.
 91.         91.         91.         91.         91.         91.
 91.         91.         91.         91.         91.         91.
 91.         91.          3.1666667   0.13333334]",0.23485019598187087,323.78361057463945,0.5533917566817586
42,0.05,0.1,4,opinion-timeseries,dem,"[ 63.          63.          63.           0.           0.
   0.           0.          92.36667     92.36667     92.36667
  92.36667     92.36667     92.36667     92.36667     92.36667
  92.36667     92.36667     92.36667     92.36667     92.36667
   0.           0.          99.7          0.13333334   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
  91.8         91.8        100.         100.         100.
 100.          90.03333     90.03333     90.03333     90.03333
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.           0.        ]",0.33378602845129995,380.22247021705596,0.3422001025416006
43,0.05,0.1,4,opinion-timeseries,mod,"[33.       54.       54.       40.7      40.7      23.       23.
 40.566666 43.8      44.       23.       23.       23.       23.
 23.       23.       23.       23.       23.       23.       23.
 40.5      44.       23.       23.       23.       23.       40.633335
 40.633335 43.933334 44.       40.433334 40.666668 43.866665 23.
 40.533333 43.766666 44.       23.       23.       23.       40.5
 40.5      43.9      44.       44.       44.       44.       44.
 44.       44.       44.       44.       44.       44.       44.
 44.       44.       44.       44.       44.       44.       23.
 23.      ]",0.050800713369283726,322.3918243646387,0.5085754292628415
44,0.05,0.1,4,opinion-timeseries,rep,"[38.        97.        97.        74.76667   74.76667    0.6666667
  0.6666667 73.86667   93.166664  94.9        1.6666666  1.6666666
  1.6666666  1.6666666  1.6666666  1.6666666  1.6666666  0.
  0.         0.         0.        74.53333   94.666664   1.8666667
  0.         0.         0.        73.9       73.9       93.26667
 94.8       74.76667   75.53333   93.1        1.5333333 76.
 92.933334  94.833336   1.7666667  0.         0.        73.8
 73.8       93.066666  94.933334  95.        95.        95.
 95.        95.        95.        95.        95.        95.
 95.        95.        95.        95.        95.        95.
 95.        95.         1.8333334  0.       ]",0.2508363375289498,337.7883505045528,0.6039259948480552
45,0.05,0.1,5,opinion-timeseries,dem,"[ 67.        67.        67.         0.         0.         0.
   0.        98.066666  98.066666  98.066666  97.066666  97.066666
  97.066666  97.066666  97.066666  97.066666  97.066666  97.066666
  97.066666  97.066666   0.         0.        98.6        0.7
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.        98.2
  98.2      100.       100.       100.       100.        98.03333
  98.03333   97.03333   97.03333  100.       100.       100.
 100.        98.53333  100.       100.        99.        99.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         0.      ]",0.30747477747517193,381.92579116338356,0.3516843845807416
46,0.05,0.1,5,opinion-timeseries,mod,"[50.       64.       64.       45.833332 45.833332 28.766666 28.766666
 45.3      48.7      49.       29.1      29.1      29.1      29.1
 28.1      28.1      28.1      26.       26.       26.       26.
 45.3      49.       28.266666 26.       26.       26.       45.6
 45.6      48.566666 49.       46.       45.9      48.9      29.1
 45.766666 48.8      49.       29.166666 27.266666 27.       45.566666
 45.566666 48.666668 49.       49.       49.       49.       48.
 48.       49.       49.       48.       48.       49.       48.
 48.       48.       48.       48.       49.       49.       29.133333
 27.2     ]",-0.06618606342298057,287.2646979383226,0.44890659132532285
47,0.05,0.1,5,opinion-timeseries,rep,"[47.        98.        98.        82.7       82.7        5.1666665
  5.1666665 84.53333   92.63333   92.96667    6.5333333  6.5333333
  6.5333333  6.5333333  6.5333333  6.4666667  6.4666667  3.
  3.         3.         3.        76.13333   92.8        6.9666667
  3.         3.         3.        78.333336  78.333336  92.
 92.933334  86.        85.3       92.9        6.5       86.166664
 92.9       93.         6.5333333  3.         3.        80.833336
 80.833336  92.36667   93.        93.        93.        93.
 91.166664  90.666664  93.        93.        93.        93.
 93.        91.166664  91.166664  91.166664  90.23333   90.23333
 93.        93.         6.6        3.       ]",0.2165958318557421,321.32275198066384,0.5877057844880749
48,0.05,0.1,6,opinion-timeseries,dem,"[ 69.         69.         69.          0.          0.          0.
   0.         99.73333    99.73333    99.73333    99.73333    99.73333
  99.73333    99.73333    99.73333    99.73333    99.73333    99.73333
  99.73333    99.73333     0.          0.        100.          1.2333333
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.         99.73333
  99.73333   100.        100.        100.        100.         99.7
  99.7        99.7        99.7       100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.          0.       ]",0.29535126516859955,383.2186074972064,0.3603318956377677
49,0.05,0.1,6,opinion-timeseries,mod,"[49.       70.       70.       60.566666 60.566666 49.       49.
 60.4      61.       61.       49.       49.       49.       49.
 49.       49.       49.       49.       49.       49.       49.
 60.733334 61.       49.       49.       49.       49.       60.733334
 60.733334 61.       61.       60.533333 60.433334 61.       49.
 60.466667 61.       61.       49.       49.       49.       60.666668
 60.666668 61.       61.       61.       61.       61.       61.
 61.       61.       61.       61.       61.       61.       61.
 61.       61.       61.       61.       61.       61.       49.
 49.      ]",0.03787784645428084,162.38540102287786,0.25034881357251343
50,0.05,0.1,6,opinion-timeseries,rep,"[42.       99.       99.       93.96667  93.96667   9.9       9.9
 94.333336 96.       96.       10.       10.       10.       10.
 10.       10.       10.        7.        7.        7.        7.
 94.03333  96.       11.033334  7.        7.        7.       93.7
 93.7      96.       96.       94.36667  93.933334 96.       10.3
 94.23333  96.       96.        9.933333  7.        7.       93.9
 93.9      96.       96.       96.       96.       96.       96.
 96.       96.       96.       96.       96.       96.       96.
 96.       96.       96.       96.       96.       96.        9.633333
  7.      ]",0.21784485501074533,325.4430740666304,0.6219038028922801
51,0.05,0.1,7,opinion-timeseries,dem,"[ 67.        67.        67.         0.         0.         0.
   0.        73.2       73.2       73.2       71.3       70.5
  70.333336  70.333336  67.96667   67.96667   67.96667   67.96667
  64.13333   60.866665   0.         0.        91.5        0.1
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.        73.13333
  73.13333   99.73333   99.73333   99.73333   99.73333   66.73333
  66.73333   65.        65.       100.       100.       100.
 100.        91.86667  100.       100.        94.13333   88.73333
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         0.      ]",0.3815425240409942,387.8480613273432,0.37307669867637194
52,0.05,0.1,7,opinion-timeseries,mod,"[41.       56.566666 57.       25.866667 25.866667 17.733334 17.733334
 26.766666 28.       28.       17.766666 17.766666 17.766666 17.766666
 16.766666 16.766666 16.766666 16.       16.       16.       16.
 25.566668 27.9      16.8      16.       16.       16.       24.933332
 24.933332 28.       28.       26.8      27.       28.       17.6
 26.566668 28.       27.933332 17.633333 17.       17.       25.6
 25.6      28.       28.       29.       29.       29.       27.633333
 27.       29.       29.       27.566668 27.       28.933332 27.633333
 27.633333 27.633333 27.       27.       28.833334 29.       17.733334
 17.      ]",-0.323526556349253,409.3926116449586,0.6591474643085002
53,0.05,0.1,7,opinion-timeseries,rep,"[5.8000000e+01 9.8466667e+01 9.8833336e+01 3.7400002e+01 3.7400002e+01
 3.3333335e-02 3.3333335e-02 4.0500000e+01 7.0333336e+01 7.9766670e+01
 3.3333335e-02 3.3333335e-02 3.3333335e-02 3.3333335e-02 3.3333335e-02
 3.3333335e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.6733334e+01 7.7733330e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.3933334e+01 3.3933334e+01 6.4333336e+01
 7.8599998e+01 3.9966667e+01 3.9933334e+01 6.8300003e+01 0.0000000e+00
 4.0599998e+01 6.9800003e+01 7.9599998e+01 3.3333335e-02 0.0000000e+00
 0.0000000e+00 3.6900002e+01 3.6900002e+01 6.6733330e+01 7.9099998e+01
 8.1000000e+01 8.1000000e+01 8.1000000e+01 8.0000000e+01 8.0000000e+01
 8.1000000e+01 8.1000000e+01 8.1000000e+01 8.1000000e+01 8.1000000e+01
 8.0000000e+01 8.0000000e+01 8.0000000e+01 8.0000000e+01 8.0000000e+01
 8.1000000e+01 8.1000000e+01 0.0000000e+00 0.0000000e+00]",0.21153396778043543,323.491383244587,0.5344039302422514
54,0.05,0.1,8,opinion-timeseries,dem,"[ 67.          67.          67.           0.7          0.7
   0.7          0.7         97.9         97.9         97.9
  94.6         94.          94.          94.          91.86667
  91.86667     91.86667     91.86667     89.7         86.5
   0.76666665   0.76666665  93.23333      1.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
  97.933334    97.933334   100.         100.         100.
 100.          97.03333     97.03333     93.8         93.8
 100.         100.         100.         100.          88.76667
 100.         100.          93.6         88.833336   100.
 100.         100.         100.         100.         100.
 100.         100.         100.           0.6666667 ]",0.3096710660504025,379.6831988036723,0.3422723592523404
55,0.05,0.1,8,opinion-timeseries,mod,"[37.       62.766666 63.       46.9      46.9      29.266666 29.266666
 46.5      49.8      50.       29.3      29.3      29.3      29.3
 29.3      29.3      29.3      29.       29.       29.       29.
 46.466667 50.       29.133333 29.       29.       29.       46.3
 46.3      49.666668 50.       45.866665 46.566666 49.7      29.133333
 46.5      49.766666 50.       29.2      29.       29.       46.2
 46.2      49.5      50.       50.       50.       50.       49.
 49.       50.       50.       49.       49.       50.       49.
 49.       49.       49.       49.       50.       50.       29.133333
 29.      ]",0.021586227533521494,278.4062047727271,0.43737128386000257
56,0.05,0.1,8,opinion-timeseries,rep,"[50.        98.566666  99.        85.46667   85.46667    4.1666665
  4.1666665 83.433334  97.36667   97.933334   5.6        5.6
  5.6        5.6        5.366667   5.0333333  5.0333333  2.
  2.         2.         2.        83.6       98.         6.366667
  2.2        2.         2.        83.46667   83.46667   97.23333
 97.96667   86.9       85.63333   97.23333    6.266667  85.9
 97.63333   98.         5.5        2.6        2.5       80.933334
 80.933334  97.1       97.96667   98.        98.        98.
 95.833336  95.833336  98.        98.        97.        97.
 98.        96.        96.        96.        95.        95.
 98.        98.         5.733333   2.3      ]",0.2263652692319527,337.6753652261017,0.631338445341513
