,ba_m,simple_spread_chance,group_homophily,repetition,run,pearson,euclidean,mape
66,3,0.01,0.1,2,6,-0.49172727216201945,220.82649442771424,0.32791447982917277
67,3,0.01,0.1,2,7,-0.6351239312256968,243.10884716784622,0.3648089329799567
68,3,0.01,0.1,2,8,-0.4369904012575258,244.99832550727,0.3761678602302121
69,3,0.01,0.1,2,9,-0.7442456758748902,271.2105926865269,0.41065829386881975
70,3,0.01,0.1,2,10,-0.7545399117475041,276.0186493798117,0.41446415378383383
71,3,0.01,0.1,2,11,-0.8090006821975372,251.86232734225425,0.3705695212428628
72,3,0.01,0.1,2,12,-0.848224457569353,242.610484101982,0.3610434439994843
73,3,0.01,0.1,2,13,-0.41138338735190727,258.96401067293453,0.38978788675385756
74,3,0.01,0.1,2,14,-0.7309894264693186,257.01600456743336,0.38894784749392447
75,3,0.01,0.1,2,15,-0.42464240218654653,236.70620753372646,0.3558815470142094
76,3,0.01,0.1,2,16,-0.7492172493106645,270.64787520607814,0.40970245678810296
77,3,0.01,0.1,2,17,-0.510932842793129,269.4427321588301,0.40530012217517014
78,3,0.01,0.1,2,18,-0.6517599830239752,277.8282085708987,0.4206089346775792
79,3,0.01,0.1,2,19,-0.24727734563378748,233.70185481391422,0.3479530773734163
80,3,0.01,0.1,2,20,-0.5083523438945324,246.00393325383277,0.3735234449136587
81,3,0.01,0.1,2,21,-0.8449344993878621,270.5976957730257,0.40785405916758616
82,3,0.01,0.1,2,22,-0.7493087351104334,247.26561849043722,0.3744331552784361
83,3,0.01,0.1,2,23,-0.41032840449785835,254.77961994106332,0.3872884085342337
84,3,0.01,0.1,2,24,-0.4779648611016982,232.79549524882495,0.3481962903761679
85,3,0.01,0.1,2,25,-0.7333007439591647,243.12086683022176,0.36168875039486115
86,3,0.01,0.1,2,26,-0.4496636987733251,254.3717145219607,0.38874443276354403
87,3,0.01,0.1,2,27,-0.49771211477874794,275.7579994037911,0.4205544329282051
88,3,0.01,0.1,2,28,-0.7239487981397352,262.12425684581734,0.38977882355629284
89,3,0.01,0.1,2,29,-0.2728267367385109,188.40137141096466,0.27935401857154835
90,3,0.01,0.1,3,0,-0.39828827543150885,260.48573252688294,0.3918790410427799
91,3,0.01,0.1,3,1,-0.49701787312381446,251.87374089558065,0.37822566741707514
92,3,0.01,0.1,3,2,-0.8047885032675818,254.16667927117803,0.36945346499297077
93,3,0.01,0.1,3,3,-0.5470620994252617,261.54245380828087,0.40496776344275176
94,3,0.01,0.1,3,4,-0.8509426189252141,228.78925620497196,0.3401176580464556
95,3,0.01,0.1,3,5,-0.6789189225803006,259.84202037377713,0.39489896771539446
96,3,0.01,0.1,3,6,-0.5939728454235195,259.42307906005857,0.38761402596562217
97,3,0.01,0.1,3,7,-0.739942510077166,286.3132210280737,0.4358242569490838
98,3,0.01,0.1,3,8,-0.5550912771286428,255.1426590849414,0.39063191615694975
99,3,0.01,0.1,3,9,-0.6300268564370421,266.9578192843574,0.4025427402327077
100,3,0.01,0.1,3,10,-0.2741721198496612,249.2465523716212,0.37752091226670315
101,3,0.01,0.1,3,11,-0.3590228723281131,240.36525787884696,0.3616292464843047
102,3,0.01,0.1,3,12,-0.547085626454249,262.4422792041278,0.39453544720139777
103,3,0.01,0.1,3,13,-0.5797785542250741,252.85251075961662,0.37449148848829533
104,3,0.01,0.1,3,14,-0.5722897941794689,248.1926451477668,0.378101127305785
105,3,0.01,0.1,3,15,-0.6965594173312207,260.11280404571335,0.39250381430626713
106,3,0.01,0.1,3,16,-0.5508503088495474,266.84682823896645,0.4021539468964223
107,3,0.01,0.1,3,17,-0.595982519450147,262.2927828740122,0.3976566900972451
108,3,0.01,0.1,3,18,-0.7389180429806839,261.70190872480674,0.39599005060140957
109,3,0.01,0.1,3,19,-0.4363101463849004,234.2205110891597,0.35447657068348715
110,3,0.01,0.1,3,20,-0.2827223508837199,229.36764097119328,0.3438384962831351
111,3,0.01,0.1,3,21,-0.6000687514092986,281.02226025954263,0.42409866154048537
112,3,0.01,0.1,3,22,-0.3782947254412408,249.89250691674724,0.3752930435245308
113,3,0.01,0.1,3,23,-0.7089032702852925,257.9827398795979,0.38448645587545816
114,3,0.01,0.1,3,24,-0.8306826911392714,243.02112574365387,0.36052886380256455
115,3,0.01,0.1,3,25,-0.6328408435150962,257.2620754550856,0.38851884161645994
116,3,0.01,0.1,3,26,-0.5105753370418254,258.96877151234133,0.39092656288478445
117,3,0.01,0.1,3,27,-0.6120994379077833,245.02538490223841,0.36841935015520705
118,3,0.01,0.1,3,28,-0.4828057559140098,228.5051490735215,0.34014343774323264
119,3,0.01,0.1,3,29,-0.598776027077522,252.37298996519436,0.3805752863243317
120,3,0.01,0.1,4,0,-0.36547283109178835,258.8849188289413,0.3913674495259591
121,3,0.01,0.1,4,1,-0.5985106686473972,253.87358839774342,0.378747170324567
122,3,0.01,0.1,4,2,-0.7443584227457406,254.53835265495715,0.37624254971234833
123,3,0.01,0.1,4,3,-0.6584109933468328,248.5687327950168,0.3652204214127717
124,3,0.01,0.1,4,4,-0.5262526162237084,265.90982438665793,0.39498249230846855
125,3,0.01,0.1,4,5,-0.7469137107149618,240.54064153868543,0.36055081006842743
126,3,0.01,0.1,4,6,-0.7235080283893502,233.9295333003431,0.33907275611586146
127,3,0.01,0.1,4,7,-0.42085072808242147,208.67204765272913,0.31127803773840085
128,3,0.01,0.1,4,8,-0.602621260132422,259.88189156962886,0.3930350089367433
129,3,0.01,0.1,4,9,-0.23451020723023389,219.61552137798947,0.3272288830563164
130,3,0.01,0.1,4,10,-0.677430046000968,251.87205835011562,0.3771339252291332
131,3,0.01,0.1,4,11,-0.6803686419641649,307.17388992742286,0.45992943120585733
132,3,0.01,0.1,4,12,-0.6472262534153905,267.7657351357464,0.4132106718263189
133,3,0.01,0.1,4,13,-0.5651985796212229,256.9199759252085,0.39613765300497367
134,3,0.01,0.1,4,14,-0.22293386639396606,260.69722578396994,0.39433961205397666
135,3,0.01,0.1,4,15,-0.5852273820388297,258.7337882165425,0.38708262892058604
136,3,0.01,0.1,4,16,-0.7125291186414163,286.74948218591265,0.43292679465200007
137,3,0.01,0.1,4,17,-0.5997251303460337,268.0417339108296,0.3999706959742586
138,3,0.01,0.1,4,18,-0.8199114273037318,264.1374173322121,0.3935859422581252
139,3,0.01,0.1,4,19,-0.5433327854904141,266.37273973433247,0.4051254283121484
140,3,0.01,0.1,4,20,-0.7581391681405142,255.50935617927988,0.3849188856516232
141,3,0.01,0.1,4,21,-0.490228770470947,242.20263355366265,0.3620182107968513
142,3,0.01,0.1,4,22,-0.2646368197087689,254.97437263324514,0.3971992474383073
143,3,0.01,0.1,4,23,-0.6794170005429431,259.3447771123475,0.3911669130783724
144,3,0.01,0.1,4,24,-0.6679799858457544,258.2030665719852,0.3877160901789744
145,3,0.01,0.1,4,25,-0.7649934213008059,261.6934133389805,0.3883010549668799
146,3,0.01,0.1,4,26,-0.8413173875997842,286.5801688357654,0.4349790194961746
147,3,0.01,0.1,4,27,-0.5808725544877955,249.87701027222624,0.3732840630276009
148,3,0.01,0.1,4,28,-0.6452457110988786,248.0551171616879,0.37310661983568433
149,3,0.01,0.1,5,0,-0.5849767182733129,246.23899567525982,0.37326020768364715
150,3,0.01,0.1,5,1,-0.3511053631890222,267.36068197737217,0.4072239584168829
151,3,0.01,0.1,5,2,-0.37949685771459296,234.68362214426375,0.35228125999184573
152,3,0.01,0.1,5,3,-0.3248617495622084,236.09332222830588,0.3607678365744151
153,3,0.01,0.1,5,4,-0.808612118990167,266.25239010108413,0.40180187679765744
154,3,0.01,0.1,5,5,-0.5148087154282384,217.96876425466357,0.3235900450699995
155,3,0.01,0.1,5,6,-0.43052029197226993,230.14645873134245,0.3500498560845993
156,3,0.01,0.1,5,7,-0.5047892278834024,245.77615599797903,0.3745685070331886
157,3,0.01,0.1,5,8,-0.4430955276510488,245.5149949181447,0.37692814072106445
158,3,0.01,0.1,5,9,0.06750658782831459,217.21828602218181,0.32500537361314996
159,3,0.01,0.1,5,10,-0.4704815848913988,244.0559403318798,0.36465414261696966
160,3,0.01,0.1,5,11,-0.8447877909171614,254.39922334433197,0.378195276507774
161,3,0.01,0.1,5,12,-0.7529334196105495,271.53494975268,0.4103683237149352
162,3,0.01,0.1,5,13,-0.4325440544618733,257.73300571241253,0.39167252038008016
163,3,0.01,0.1,5,14,-0.6183415304582445,237.75356470855658,0.3494167796905259
164,3,0.01,0.1,5,15,-0.4272068362224341,259.4090113887872,0.388129001498023
165,3,0.01,0.1,5,16,-0.6783418598414754,267.5456140647237,0.4017224753969691
166,3,0.01,0.1,5,17,-0.7183922427409102,228.59124926807786,0.34055729632446036
167,3,0.01,0.1,5,18,-0.7323267515721521,231.51393831898886,0.339181278289798
168,3,0.01,0.1,5,19,-0.6457133482763282,231.6583295007845,0.3360866715259669
169,3,0.01,0.1,5,20,-0.5560868856695294,280.67659295553193,0.42471187302721214
170,3,0.01,0.1,5,21,-0.5137652187498939,243.8724925149771,0.3764003930869337
171,3,0.01,0.1,5,22,-0.657499377097062,271.8039236015596,0.4118546915298946
172,3,0.01,0.1,5,23,-0.5038255343317387,267.82556428226326,0.4088677994352501
173,3,0.01,0.1,5,24,-0.5510228872439403,255.47973195336635,0.38991031231931683
174,3,0.01,0.1,5,25,-0.7636261738554326,296.78067685382547,0.4490194902206879
175,3,0.01,0.1,5,26,-0.6655780277946387,262.7398246975278,0.3914545065041577
176,3,0.01,0.1,5,27,-0.817615897861894,237.7758339388388,0.34564246058763765
177,3,0.01,0.1,5,28,-0.7624160058530117,265.717035515022,0.39633357001307656
178,3,0.01,0.1,5,29,-0.7384066431825711,257.11239194025296,0.3935582652428374
179,3,0.01,0.1,6,0,-0.6780764038107141,257.4807984969047,0.38869088495317666
180,3,0.01,0.1,6,1,-0.5809229798482939,252.40499894865866,0.3798384103033039
181,3,0.01,0.1,6,2,-0.7904122113442792,262.46117736523746,0.3848049352391755
182,3,0.01,0.1,6,3,-0.28270085601890343,214.04742500808098,0.3223641342908014
183,3,0.01,0.1,6,4,-0.5644110978466564,224.33839922478447,0.3336069554976324
184,3,0.01,0.1,6,5,-0.7605656872887995,246.88788484234814,0.36954747490879275
185,3,0.01,0.1,6,6,-0.6911118543525235,258.7550065908301,0.38322048459688074
186,3,0.01,0.1,6,7,-0.6493618856487833,238.11598264013944,0.35644075922777096
187,3,0.01,0.1,6,8,-0.7490338812657905,276.0859018651318,0.4201068872439371
188,3,0.01,0.1,6,9,-0.7431659503863731,258.69120543871094,0.3906897856205583
189,3,0.01,0.1,6,10,-0.7203420543080082,258.6345834439321,0.38533104838020654
190,3,0.01,0.1,6,11,-0.5803306229209402,265.67556336802494,0.40070920691673706
191,3,0.01,0.1,6,12,-0.5802091307121452,255.21466286728517,0.3783707083259051
192,3,0.01,0.1,6,13,-0.316568727781848,243.33811489925134,0.36866244495992073
193,3,0.01,0.1,6,14,-0.3882090290232769,243.8601639305325,0.36714463621628335
194,3,0.01,0.1,6,15,-0.4905868719497009,253.8305646662977,0.3828422031773752
195,3,0.01,0.1,6,16,-0.5192919321340098,285.0593205078564,0.4276566475679811
196,3,0.01,0.1,6,17,-0.6514857553914976,243.12574418833154,0.36743171136098
197,3,0.01,0.1,6,18,-0.8181351446763362,233.0948290312698,0.33967388520236536
198,3,0.01,0.1,6,19,-0.6163221708393033,261.0606063910464,0.39732570928881045
199,3,0.01,0.1,6,20,-0.866385395650508,280.69579250686064,0.4190327299186241
200,3,0.01,0.1,6,21,-0.7250728084222384,258.2080123178388,0.378841333021037
201,3,0.01,0.1,6,22,-0.5862789247295913,262.5077799402179,0.40296363562425097
202,3,0.01,0.1,6,23,-0.6911653963551952,283.38531802042115,0.43267413859825027
203,3,0.01,0.1,6,24,-0.7159563935999982,263.62776783678305,0.3975901654236547
204,3,0.01,0.1,6,25,-0.5737577543239143,253.30037828915715,0.3800719783030364
205,3,0.01,0.1,6,26,-0.49861037359639165,218.8627504264397,0.3195148525585785
206,3,0.01,0.1,6,27,-0.681685804482051,234.69254074806463,0.3541937708273674
207,3,0.01,0.1,6,28,-0.5658201879350685,268.6442695322169,0.4123978659027106
208,3,0.01,0.1,7,0,-0.5403415797951934,263.6723074553543,0.4070073840863591
209,3,0.01,0.1,7,1,-0.4565036311414145,262.5057087203695,0.4094853757295378
210,3,0.01,0.1,7,2,-0.7484558307544823,275.607690299118,0.4257496152112217
211,3,0.01,0.1,7,3,-0.4649757820949887,225.5520805613527,0.33321229184254664
212,3,0.01,0.1,7,4,-0.4139803531859847,235.18583506373918,0.3577614211329368
213,3,0.01,0.1,7,5,-0.5668738342715378,261.6302157177274,0.3937357377548078
214,3,0.01,0.1,7,6,-0.4183629598622917,270.1958400288576,0.42244560904431433
215,3,0.01,0.1,7,7,-0.37222170638684027,284.44626170141527,0.43740190742759316
216,3,0.01,0.1,7,8,-0.4126715916928143,264.3436392031608,0.4189936441225493
217,3,0.01,0.1,7,9,-0.35101223583463675,262.25224437290416,0.40322203445752836
218,3,0.01,0.1,7,10,-0.49108716656014995,263.1343255427521,0.39800010321690943
219,3,0.01,0.1,7,11,-0.4915135987722195,243.0194297355296,0.3567355551674038
220,3,0.01,0.1,7,12,-0.6110379205444875,232.1342821972219,0.34144113415031435
221,3,0.01,0.1,7,13,-0.661501334099999,258.090499573054,0.3969172565274064
222,3,0.01,0.1,7,14,-0.5287581572990926,271.06917796401916,0.42249231514590324
223,3,0.01,0.1,7,15,-0.57943614099122,269.7413832840317,0.4228320550810052
224,3,0.01,0.1,7,16,-0.6945807451659342,244.52085022507347,0.36211035776159034
225,3,0.01,0.1,7,17,-0.7248642383090712,287.1827218632604,0.43844183335904097
226,3,0.01,0.1,7,18,-0.5463218152066869,274.750545568458,0.42588552215704834
227,3,0.01,0.1,7,19,-0.585619586475675,304.1631316827974,0.4642782087520538
228,3,0.01,0.1,7,20,-0.16498267153099136,250.80877875682793,0.39056313747968385
229,3,0.01,0.1,7,21,-0.5601218737728181,275.93439344699345,0.43389843446371756
230,3,0.01,0.1,7,22,-0.5711142371143697,253.33388460664756,0.3855660395424831
231,3,0.01,0.1,7,23,-0.5180375656975563,235.9640459128827,0.3595155159297391
232,3,0.01,0.1,7,24,-0.4586739865171134,275.2842368286624,0.4223895829580015
233,3,0.01,0.1,7,25,-0.5345089554921688,283.3785547104356,0.43688527921985837
234,3,0.01,0.1,7,26,-0.38934766960818007,300.15162055323174,0.46869958147832885
235,3,0.01,0.1,7,27,-0.05231902034231498,239.43665296753647,0.3592072642164726
236,3,0.01,0.1,7,28,-0.8476155727420686,235.06832642843096,0.3454110241765598
237,3,0.01,0.1,7,29,-0.7527499071458253,269.6535886938877,0.40987094836284427
238,3,0.01,0.1,8,0,-0.7114488261748083,235.68786497400131,0.3388184266400998
239,3,0.01,0.1,8,1,-0.3771428074645349,241.9519557678386,0.37122992408381905
240,3,0.01,0.1,8,2,-0.6586470409411583,253.3102585846967,0.38028901993720443
241,3,0.01,0.1,8,3,-0.7934983064175901,239.28369871240898,0.3503232146581238
242,3,0.01,0.1,8,4,-0.6745102419655916,234.36855090427912,0.3497989589357496
243,3,0.01,0.1,8,5,-0.8022896392402844,227.6087994680224,0.3375927496351685
244,3,0.01,0.1,8,6,-0.7548550482375194,224.33795631289567,0.33115821017327435
245,3,0.01,0.1,8,7,-0.3538111879314993,237.95669887199605,0.35937389937801983
246,3,0.01,0.1,8,8,-0.5368655055029862,211.13826902578535,0.31694151636492
247,3,0.01,0.1,8,9,-0.7294744759376158,276.70096091424006,0.4238984444007395
248,3,0.01,0.1,8,10,-0.5335612820397531,232.09525826217723,0.34589735270713007
249,3,0.01,0.1,8,11,-0.7319121502904493,235.74000738534644,0.34945599789994763
250,3,0.01,0.1,8,12,-0.755702645582342,224.9334416567151,0.33051884996324304
251,3,0.01,0.1,8,13,-0.7607197677635328,250.20039723536374,0.37632019995575056
252,3,0.01,0.1,8,14,-0.7154852739276404,240.67612077985686,0.36145167469397754
253,3,0.01,0.1,8,15,-0.769460892273789,264.4712293640421,0.3956878839006879
254,3,0.01,0.1,8,16,-0.7979847031142425,278.5975648919613,0.42871645789100093
255,3,0.01,0.1,8,17,-0.41639222020145744,296.0561447425642,0.4540564334601293
256,3,0.01,0.1,8,18,-0.4606255847675094,281.05347940052906,0.4292782745932778
257,3,0.01,0.1,8,19,-0.2763570831692888,252.5533293112313,0.3858073757273643
258,3,0.01,0.1,8,20,-0.7787446621481166,243.2862047866904,0.3585731457451926
259,3,0.01,0.1,8,21,-0.7615097545444374,234.85124646364292,0.35182924236707186
260,3,0.01,0.1,8,22,-0.7582591597318428,235.90295683111648,0.3563479363018243
261,3,0.01,0.1,8,23,-0.7024540324872738,217.22629818687935,0.3251956792348788
262,3,0.01,0.1,8,24,-0.601178787846435,261.3733860907945,0.3975515259993223
263,3,0.01,0.1,8,25,-0.5396852157154503,220.80586631976553,0.33213641892840085
264,3,0.01,0.1,8,26,-0.7138231647794698,242.87459592813056,0.3618483605021794
265,3,0.01,0.1,8,27,-0.670644666705071,243.37786987272975,0.3615086380002463
266,3,0.01,0.1,8,28,-0.6357910990249568,224.6088063817116,0.3317426059542547
267,3,0.01,0.1,8,29,-0.6719092570710213,212.90997964556018,0.30784313323245743
268,3,0.01,0.1,9,0,-0.6957035108890538,233.8174300320122,0.3449812617311904
269,3,0.01,0.1,9,1,-0.6496639543218018,246.6260887445275,0.36362369469794037
270,3,0.01,0.1,9,2,-0.3716666386857857,222.80991445396265,0.33271155444434003
271,3,0.01,0.1,9,3,-0.6012195880634957,232.4271101677588,0.34456778114138115
272,3,0.01,0.1,9,4,-0.7378356167374286,259.68098926087407,0.3839151167006854
273,3,0.01,0.1,9,5,-0.7778903086479012,248.8571202697501,0.3728643660988293
274,3,0.01,0.1,9,6,-0.8207891665953513,250.81332848627866,0.37127353541849
275,3,0.01,0.1,9,7,-0.5753926390297496,244.4064138804637,0.36816876582337854
276,3,0.01,0.1,9,8,-0.6212734019440117,241.0692050759429,0.36069337655795636
277,3,0.01,0.1,9,9,-0.750879561258912,272.3483733745215,0.41677561525109524
278,3,0.01,0.1,9,10,-0.5927597667429786,263.3447156215279,0.3917402672504124
279,3,0.01,0.1,9,11,-0.727518045932693,249.36509564590563,0.3755620641232513
280,3,0.01,0.1,9,12,-0.45979020509017166,276.82582565736305,0.4248971274473638
281,3,0.01,0.1,9,13,-0.8891201993375111,229.8191134261774,0.3427462316700843
282,3,0.01,0.1,9,14,-0.5581569708434976,230.0289065194755,0.3457699905999263
283,3,0.01,0.1,9,15,-0.7012451674809098,280.83096077944657,0.4347893637517069
284,3,0.01,0.1,9,16,-0.7592233346893861,258.88880565960534,0.3897518390528089
285,3,0.01,0.1,9,17,-0.7590298438493366,273.074193986288,0.4083390342939808
286,3,0.01,0.1,9,18,-0.4710206952419765,255.37512927893445,0.3977837663038119
287,3,0.01,0.1,9,19,-0.22616391262284852,258.3393939852528,0.4088312115193588
288,3,0.01,0.1,9,20,-0.5607799043109721,233.41261160954173,0.3454084450686517
289,3,0.01,0.1,9,21,-0.5673015941309396,256.3414218057369,0.39110103131567936
290,3,0.01,0.1,9,22,-0.5302629326600075,243.29769760579794,0.36603973803053397
291,3,0.01,0.1,9,23,-0.4209682442700546,226.92522855002997,0.3324627905697234
292,3,0.01,0.1,9,24,-0.8104518249268446,268.3958700806744,0.3948977049276274
293,3,0.01,0.1,9,25,-0.6272876764214733,221.64343264374872,0.33252590281615513
294,3,0.01,0.1,9,26,-0.4244382456152109,236.8725433098078,0.35184359961101946
295,3,0.01,0.1,9,27,-0.7438877067747018,248.5560480882032,0.36783231481850126
296,3,0.01,0.1,9,28,-0.8322169100253322,263.7277698423181,0.3939398917592974
297,3,0.01,0.1,9,29,-0.6519995680151945,235.8123268008135,0.35226506188237366
298,3,0.01,0.25,0,0,-0.6622272623091323,270.6301155949936,0.4033501067066574
299,3,0.01,0.25,0,1,-0.4901661048159979,226.4252883634913,0.3329890409349835
300,3,0.01,0.25,0,2,-0.6703182279535148,256.2843771391378,0.39439247744488726
301,3,0.01,0.25,0,3,-0.8377724038115667,254.93289330667608,0.3838115133865938
302,3,0.01,0.25,0,4,-0.6288698802524394,261.57126513471593,0.39390490515480375
303,3,0.01,0.25,0,5,-0.696658975413523,261.1658329034552,0.39541797816470425
304,3,0.01,0.25,0,6,-0.5951891464817954,229.75320330518016,0.3407647520607018
305,3,0.01,0.25,0,7,-0.761108373257104,231.14264418558324,0.34000567543191806
306,3,0.01,0.25,0,8,-0.6948752029413452,246.25612154387977,0.36452121714057634
307,3,0.01,0.25,0,9,-0.3638812597994468,244.2870604262853,0.3651050475859949
308,3,0.01,0.25,0,10,-0.6674437365780684,230.36893161779548,0.3466303130037043
309,3,0.01,0.25,0,11,-0.48820442928533625,274.0338746334449,0.41704278925337607
310,3,0.01,0.25,0,12,-0.4622723385972855,237.91996407238307,0.3513083422222058
311,3,0.01,0.25,0,13,-0.46974358431654273,291.217036143264,0.451887852358444
312,3,0.01,0.25,0,14,-0.5601307171405924,241.62390179386807,0.3568416108383718
313,3,0.01,0.25,0,15,-0.8216855481212252,267.2561793980298,0.40427709595521616
314,3,0.01,0.25,0,16,-0.6683069713800626,246.5733827188445,0.366088927006794
315,3,0.01,0.25,0,17,-0.7025213638418112,261.890292209402,0.39637975470064796
316,3,0.01,0.25,0,18,-0.484311637675523,253.21293104366586,0.38801238014607
317,3,0.01,0.25,0,19,-0.5450102572896438,248.3541977388176,0.3745562997206626
318,3,0.01,0.25,0,20,-0.41397545474104663,266.89677300860103,0.40875853394620115
319,3,0.01,0.25,0,21,-0.7627919653759226,255.0767634408944,0.38543432961400487
320,3,0.01,0.25,0,22,-0.22711107566215108,242.52525767382153,0.3673677120598244
321,3,0.01,0.25,0,23,-0.7485716894674045,274.3275602867438,0.41409096113624094
322,3,0.01,0.25,0,24,-0.6733175147013859,214.68721493660803,0.31278191062525157
323,3,0.01,0.25,0,25,-0.7935018856527433,257.00062865201704,0.3820134896236742
324,3,0.01,0.25,0,26,-0.627073116903818,243.21945589315814,0.3620927073951205
