,ba_m,cognitive_translate,cognitive_exponent,repetition,pearson,euclidean,mape
770,15,3,3,0,0.07652448084751264,481.75217388803156,0.7242296827817597
771,15,3,3,1,0.07293425930682083,481.6326527774742,0.7225444629579036
772,15,3,3,2,0.06127005353959538,481.6691592552705,0.7230551223066805
773,15,3,3,3,0.07122470881772189,482.58016964713835,0.7266372125476451
774,15,3,3,4,0.06318796097800897,481.9675866292719,0.7232270793802661
775,15,3,3,5,0.07248593644440733,482.09781990360807,0.7252484244587111
776,15,3,3,6,0.06376966501337449,481.59902928338005,0.723344077393922
777,15,3,3,7,0.06308419127601299,481.87803609837124,0.7237546549662294
778,15,3,3,8,0.06682795237975957,482.1394605882481,0.7246057762120047
779,15,3,3,9,0.06937806013574292,481.7145785139008,0.7217680517755801
780,15,3,4,0,0.0726786555569632,484.9248648385219,0.7290301312194792
781,15,3,4,1,0.07390378083272538,485.7153355974809,0.7310996706052627
782,15,3,4,2,0.07653610431268791,485.918955249037,0.7325960734931977
783,15,3,4,3,0.06387235092827294,485.0869858105713,0.7300420216236662
784,15,3,4,4,0.06885241063569095,485.74718387579975,0.7328133489517897
785,15,3,4,5,0.06133078061403238,485.79738213107635,0.7321294472876069
786,15,3,4,6,0.06623466087481338,485.5462436544537,0.7309921282544836
787,15,3,4,7,0.06691957243907441,485.77112733003537,0.7304758569891572
788,15,3,4,8,0.07875020092575225,485.4684863040707,0.7337576889250798
789,15,3,4,9,0.07377575616409104,485.3448205744698,0.7307557716073956
790,15,3,5,0,0.07249025812245768,485.536649102789,0.7323046545709838
791,15,3,5,1,0.08677162682869487,485.6088496738971,0.7334579495338381
792,15,3,5,2,0.08441237664458105,485.0673171616118,0.7318915865041569
793,15,3,5,3,0.0797839555621806,486.1787630846136,0.7352864833657566
794,15,3,5,4,0.07239795358234864,485.8912369563853,0.7323109778894933
795,15,3,5,5,0.08150933687511545,486.5661548341331,0.7352253921706744
796,15,3,5,6,0.0648681873861422,486.35844319289004,0.7342363621286457
797,15,3,5,7,0.07837313758100554,485.86191903788364,0.7326277724668753
798,15,3,5,8,0.06676334993147699,486.00401824369254,0.732553716974925
799,15,3,5,9,0.07001728362420788,485.41097647619364,0.732109994526536
