,ws_p,ws_k,simple_spread_chance,repetition,measure,pen_name,data,pearson,euclidean,mape
170,0.1,2,0.75,7,opinion-timeseries,rep,"[5.1000000e+01 9.7166664e+01 9.9433334e+01 4.4333334e+00 3.9333334e+00
 2.3333333e-01 0.0000000e+00 1.1233334e+01 7.8800003e+01 8.2866669e+01
 4.5666666e+00 4.3666668e+00 4.1999998e+00 1.3333334e+00 1.3000000e+00
 4.0000001e-01 4.0000001e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.3666664e+01 9.0866669e+01 7.5333336e+01 9.6666664e-01
 3.3333335e-02 0.0000000e+00 7.5633331e+01 6.6333336e+01 9.2400002e+01
 9.8066666e+01 7.5199997e+01 7.7000000e+01 9.4500000e+01 8.3533333e+01
 8.8666664e+01 9.6900002e+01 3.3666668e+01 1.9666667e+00 1.3333334e-01
 0.0000000e+00 7.7133331e+01 1.5733334e+01 7.0733330e+01 2.3200001e+01
 1.6299999e+01 1.7833334e+01 1.5500000e+01 1.8666667e+00 1.3000000e+00
 7.6900002e+01 7.9933334e+01 1.8500000e+01 4.9333334e+00 4.1999998e+00
 1.1666666e+00 2.3333333e-01 2.0000000e-01 6.6666670e-02 3.3333335e-02
 6.3666668e+00 9.1000004e+00 4.3333334e-01 2.6666668e-01]",-0.08239209019392407,401.41586452275453,0.7226933729021592
171,0.1,2,0.75,8,opinion-timeseries,dem,"[8.3000000e+01 8.3000000e+01 8.3000000e+01 1.1724138e+00 2.7586207e-01
 2.7586207e-01 2.7586207e-01 7.5448273e+01 7.5448273e+01 1.8517241e+01
 1.2068965e+00 1.3793103e-01 6.8965517e-02 6.8965517e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 2.0310345e+01 1.4482758e+00 2.0689656e-01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.4862068e+01 7.4862068e+01 9.3275864e+01 9.3275864e+01 9.3275864e+01
 9.3275864e+01 8.2000000e+01 4.6896553e+00 1.4827586e+00 1.4827586e+00
 9.3413795e+01 9.9517242e+01 9.9965515e+01 1.0000000e+02 2.4310345e+01
 2.1000000e+01 1.2758621e+00 1.3793103e-01 0.0000000e+00 7.4689651e+01
 7.4689651e+01 7.4689651e+01 1.7827587e+01 1.7827587e+01 1.7827587e+01
 1.9620689e+01 2.0724138e+01 2.0724138e+01 5.0000000e+00]",0.06694451472441058,570.2411235244409,0.6994320772664807
172,0.1,2,0.75,8,opinion-timeseries,mod,"[3.7000000e+01 8.4793106e+01 9.6275864e+01 1.7034483e+01 4.5172415e+00
 3.7931035e+00 3.6206896e+00 7.2758622e+00 7.8758621e+01 2.4206896e+01
 5.1724138e+00 5.0000000e+00 4.8620691e+00 4.6896553e+00 3.4482759e-01
 1.0344828e-01 3.4482758e-02 3.4482758e-02 3.4482758e-02 0.0000000e+00
 0.0000000e+00 7.4379311e+01 7.9379311e+01 5.4137931e+00 1.7241380e-01
 0.0000000e+00 0.0000000e+00 7.5379311e+01 7.2724136e+01 9.2724136e+01
 9.8275864e+01 9.4620689e+01 9.4379311e+01 9.8586205e+01 2.4724138e+01
 8.0103447e+01 9.4724136e+01 7.9758621e+01 1.7689655e+01 4.3448277e+00
 7.5862068e-01 7.7482758e+01 1.6034483e+01 7.5379311e+01 2.3241379e+01
 7.1793106e+01 7.2241379e+01 7.2931038e+01 5.7241378e+00 1.3793104e+00
 8.0344826e+01 2.3034483e+01 1.1724138e+00 1.3793103e-01 8.6206895e-01
 2.0689656e-01 2.0689656e-01 6.8965517e-02 0.0000000e+00 0.0000000e+00
 2.0103449e+01 1.9275862e+01 1.4482758e+00 5.8620691e-01]",0.006601188624673611,456.028911365956,0.6627478347255931
173,0.1,2,0.75,8,opinion-timeseries,rep,"[4.5000000e+01 9.6000000e+01 9.9103447e+01 5.3793101e+00 5.0000000e+00
 4.8275861e-01 1.7241380e-01 7.4137931e+00 7.6931038e+01 8.6931038e+01
 5.5172415e+00 5.4482760e+00 5.3793101e+00 1.5862069e+00 1.5862069e+00
 5.1724136e-01 5.1724136e-01 6.8965517e-02 6.8965517e-02 6.8965517e-02
 0.0000000e+00 7.5931038e+01 9.2689651e+01 8.3793106e+01 1.5172414e+00
 3.4482758e-02 0.0000000e+00 7.5724136e+01 7.0689651e+01 9.3034485e+01
 9.8379311e+01 7.6068962e+01 7.6103447e+01 9.3310349e+01 8.6793106e+01
 9.1103447e+01 9.7793106e+01 2.9655172e+01 1.8965517e+00 1.7241380e-01
 0.0000000e+00 7.6448273e+01 1.5862069e+01 7.4793106e+01 2.0931034e+01
 1.2172414e+01 1.2068966e+01 1.1931034e+01 1.0000000e+00 5.5172414e-01
 7.5482758e+01 8.7896553e+01 2.1965517e+01 5.3448277e+00 2.8965516e+00
 6.8965518e-01 1.3793103e-01 6.8965517e-02 0.0000000e+00 0.0000000e+00
 3.2068965e+00 3.6206896e+00 3.7931034e-01 2.0689656e-01]",-0.07826613056362391,405.9935102240452,0.7341353449538075
174,0.1,2,0.75,9,opinion-timeseries,dem,"[6.5000000e+01 6.5000000e+01 6.5000000e+01 8.9999998e-01 2.0000000e-01
 2.0000000e-01 2.0000000e-01 7.4433334e+01 7.4433334e+01 1.8299999e+01
 9.6666664e-01 2.3333333e-01 6.6666670e-02 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8066668e+01 1.1000000e+00 6.6666670e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.4099998e+01 7.4099998e+01 9.3766670e+01 9.3766670e+01 9.3766670e+01
 9.3766670e+01 8.2633331e+01 5.3000002e+00 1.1666666e+00 1.1666666e+00
 9.3966667e+01 9.9699997e+01 1.0000000e+02 1.0000000e+02 2.4466667e+01
 2.0333334e+01 1.3666667e+00 1.6666667e-01 0.0000000e+00 7.5099998e+01
 7.5099998e+01 7.5099998e+01 1.8533333e+01 1.8533333e+01 1.8533333e+01
 2.0033333e+01 2.1400000e+01 2.1400000e+01 4.9666667e+00]",0.13298986465331675,569.6617821703234,0.6913647281467763
175,0.1,2,0.75,9,opinion-timeseries,mod,"[50.         88.3        97.066666   19.133333    5.          4.866667
  4.766667   11.3        77.53333    23.7         5.5333333   5.4
  5.233333    5.2         0.43333334  0.1         0.          0.
  0.          0.          0.         73.933334   79.3         4.2
  0.2         0.          0.         74.5        69.8        93.
 98.46667    97.666664   98.23333    99.6        24.         80.933334
 94.96667    81.96667    20.966667    5.266667    1.2666667  74.666664
 16.333334   72.26667    23.6        77.7        79.3        79.86667
  6.6666665   1.7333333  79.433334   22.966667    1.7         0.16666667
  1.9666667   0.56666666  0.56666666  0.1         0.          0.
 19.633333   20.          1.3666667   0.33333334]",-0.01331224196421909,454.2665689579692,0.6558688986622208
176,0.1,2,0.75,9,opinion-timeseries,rep,"[5.4000000e+01 9.6966667e+01 9.9366669e+01 4.8666668e+00 4.5333333e+00
 3.0000001e-01 0.0000000e+00 1.0066667e+01 7.7800003e+01 8.4300003e+01
 4.3000002e+00 4.2333331e+00 4.2333331e+00 1.3666667e+00 1.3333334e+00
 5.0000000e-01 4.6666667e-01 3.3333335e-02 3.3333335e-02 3.3333335e-02
 0.0000000e+00 7.4599998e+01 9.1466667e+01 7.8833336e+01 1.1333333e+00
 0.0000000e+00 0.0000000e+00 7.5633331e+01 7.0199997e+01 9.2633331e+01
 9.8000000e+01 7.6599998e+01 7.5933334e+01 9.3766670e+01 8.4400002e+01
 8.9066666e+01 9.7099998e+01 3.1433332e+01 1.9333333e+00 3.3333335e-02
 0.0000000e+00 7.7566666e+01 1.7233334e+01 7.0466667e+01 2.2799999e+01
 1.6433332e+01 1.7333334e+01 1.4966666e+01 1.6333333e+00 1.2000000e+00
 7.7033333e+01 8.3033333e+01 1.8366667e+01 5.0333333e+00 3.4666667e+00
 9.3333334e-01 2.3333333e-01 1.3333334e-01 3.3333335e-02 0.0000000e+00
 6.3666668e+00 8.9333334e+00 6.9999999e-01 5.3333336e-01]",-0.0849580406480848,402.20782988072597,0.7277805058284477
177,0.1,3,0.01,0,opinion-timeseries,dem,"[57.       57.       57.       55.       54.366665 54.366665 54.366665
 54.733334 54.733334 54.266666 52.7      52.033333 51.6      51.6
 50.666668 50.666668 50.333332 50.333332 49.9      49.2      48.1
 48.1      47.766666 47.066666 45.866665 44.8      44.033333 44.033333
 43.5      43.5      43.5      43.5      43.5      43.5      43.
 43.6      43.6      43.933334 43.933334 43.933334 43.933334 44.
 43.033333 42.7      42.7      43.533333 44.633335 45.966667 46.933334
 46.5      46.566666 45.866665 44.833332 43.933334 44.466667 44.466667
 44.466667 43.933334 43.933334 43.933334 44.5      44.466667 44.466667
 44.033333]",-0.8947189480536725,347.84676822399115,0.4599161184825361
178,0.1,3,0.01,0,opinion-timeseries,mod,"[43.       43.733334 44.233334 43.266666 42.5      42.5      42.5
 42.5      42.9      43.       42.533333 42.533333 42.533333 42.533333
 41.533333 41.2      40.766666 40.766666 40.333332 40.1      39.166668
 39.9      40.2      39.466667 38.366665 37.466667 36.733334 37.6
 37.6      38.2      38.7      39.3      39.866665 40.5      40.
 40.633335 41.1      41.266666 40.633335 40.433334 40.033333 40.133335
 39.766666 40.333332 40.366665 41.133335 42.433334 43.366665 43.266666
 42.8      43.733334 43.8      42.966667 42.333332 42.133335 41.8
 41.8      41.2      40.8      40.8      41.233334 41.366665 40.566666
 40.1     ]",-0.41172271089647244,275.06560923951423,0.4354364789347037
179,0.1,3,0.01,0,opinion-timeseries,rep,"[47.       48.1      48.566666 47.466667 47.466667 46.733334 46.333332
 45.733334 46.3      47.       46.033333 46.033333 46.033333 45.666668
 45.666668 45.433334 45.433334 44.433334 44.433334 44.433334 43.7
 44.166668 44.566666 44.566666 43.       41.766666 40.233334 40.6
 40.6      41.166668 41.633335 41.133335 40.9      41.4      41.4
 41.4      41.9      41.566666 40.866665 39.9      39.133335 39.566666
 39.133335 39.8      39.9      39.166668 38.333332 37.766666 37.033333
 37.033333 37.633335 38.666668 38.433334 38.066666 37.933334 37.6
 37.233334 37.233334 36.9      36.433334 36.433334 36.433334 35.9
 35.9     ]",-0.879445236246572,190.38194268376796,0.33192724511531074
180,0.1,3,0.01,1,opinion-timeseries,dem,"[67.       67.       67.       65.066666 64.63333  64.63333  64.63333
 64.933334 64.933334 64.23333  63.066666 62.333332 61.733334 61.733334
 60.8      60.8      60.066666 60.066666 59.466667 58.966667 57.333332
 57.333332 56.566666 55.366665 54.3      53.333332 52.133335 52.133335
 51.633335 51.633335 51.633335 51.633335 51.633335 51.633335 51.
 51.633335 51.633335 52.233334 52.233334 52.233334 52.233334 52.1
 50.833332 50.466667 50.466667 51.4      52.166668 53.066666 54.133335
 53.433334 53.4      52.566666 51.4      50.433334 50.9      50.9
 50.9      50.366665 50.366665 50.366665 50.266666 50.033333 50.033333
 49.8     ]",-0.9222931816679175,288.0775822618669,0.3651155016784595
181,0.1,3,0.01,1,opinion-timeseries,mod,"[43.       43.566666 43.9      42.466667 42.1      42.1      42.1
 42.1      42.4      42.766666 42.4      42.4      42.4      42.4
 41.433334 41.       40.5      40.5      39.866665 39.6      38.633335
 39.166668 39.366665 38.766666 38.       37.466667 36.633335 37.4
 37.4      38.1      38.6      39.233334 39.7      39.966667 39.633335
 39.933334 40.566666 40.4      39.766666 39.433334 39.2      39.366665
 38.733334 39.233334 39.533333 40.       40.833332 41.666668 41.233334
 40.9      41.6      41.9      41.266666 40.6      40.166668 39.733334
 39.733334 39.433334 39.066666 39.066666 39.466667 39.6      39.
 38.333332]",-0.6368024099426137,282.10774431104676,0.44631774104652844
182,0.1,3,0.01,1,opinion-timeseries,rep,"[62.       62.7      63.066666 61.4      61.4      60.733334 60.166668
 59.566666 60.033333 60.366665 59.366665 59.366665 59.366665 58.8
 58.8      58.366665 58.366665 57.266666 57.266666 57.266666 56.666668
 57.066666 57.633335 57.633335 55.966667 54.266666 52.733334 53.366665
 53.366665 53.933334 54.333332 53.466667 52.766666 53.233334 53.233334
 53.233334 53.7      53.266666 51.866665 50.8      49.7      50.2
 49.833332 50.533333 50.466667 49.3      48.566666 47.566666 46.5
 46.5      46.866665 48.       47.433334 47.       46.533333 46.2
 45.733334 45.733334 45.433334 44.9      44.9      44.9      43.766666
 43.766666]",-0.867962971283545,124.03420754435476,0.20888692898156377
183,0.1,3,0.01,2,opinion-timeseries,dem,"[65.       65.       65.       62.8      62.233334 62.233334 62.233334
 62.466667 62.466667 61.8      60.966667 60.566666 60.1      60.1
 58.966667 58.966667 58.633335 58.633335 57.866665 57.2      56.066666
 56.066666 55.566666 54.4      53.5      52.9      51.833332 51.833332
 51.3      51.3      51.3      51.3      51.3      51.3      50.8
 51.266666 51.266666 51.666668 51.666668 51.666668 51.666668 51.466667
 50.533333 50.       50.       51.2      51.966667 53.033333 53.866665
 53.2      53.266666 52.266666 51.333332 50.366665 50.833332 50.833332
 50.833332 50.2      50.2      50.2      50.366665 50.433334 50.433334
 49.966667]",-0.9215217993995893,292.1878739169062,0.3747994002848526
184,0.1,3,0.01,2,opinion-timeseries,mod,"[49.       49.4      49.8      48.433334 47.966667 47.933334 47.933334
 47.933334 48.533333 48.7      48.266666 48.266666 48.266666 48.266666
 47.533333 47.166668 46.833332 46.833332 46.3      45.7      44.266666
 44.866665 45.       44.       43.033333 42.1      40.833332 41.433334
 41.433334 41.933334 42.433334 43.033333 43.433334 43.933334 43.466667
 43.966667 44.7      44.7      44.3      43.833332 43.633335 43.933334
 43.5      44.266666 44.466667 44.966667 45.7      46.366665 45.633335
 45.066666 45.8      46.       45.266666 44.366665 43.933334 43.433334
 43.433334 43.233334 42.8      42.8      42.566666 42.433334 41.5
 41.033333]",-0.7037610087568668,247.36507444651238,0.3801479582129558
185,0.1,3,0.01,2,opinion-timeseries,rep,"[52.       53.033333 53.666668 52.033333 52.033333 50.866665 50.233334
 49.833332 50.2      50.8      49.8      49.8      49.8      49.266666
 49.266666 48.666668 48.666668 47.4      47.4      47.4      47.
 47.633335 48.233334 48.233334 46.8      45.733334 44.666668 45.3
 45.3      45.933334 46.333332 46.066666 45.7      46.033333 46.033333
 46.033333 46.566666 45.866665 45.166668 44.366665 43.333332 43.933334
 43.466667 44.1      44.433334 43.7      43.5      42.966667 42.033333
 42.033333 42.5      43.666668 43.266666 43.       42.5      42.133335
 41.833332 41.833332 41.3      40.8      40.8      40.833332 39.8
 39.8     ]",-0.898577677726382,159.34682610417292,0.2780917840610901
186,0.1,3,0.01,3,opinion-timeseries,dem,"[69.       69.       69.       66.933334 66.3      66.3      66.3
 66.8      66.8      66.03333  64.6      63.933334 63.466667 63.466667
 62.066666 62.066666 61.533333 61.533333 61.033333 60.433334 58.566666
 58.566666 58.3      57.166668 56.233334 55.3      54.033333 54.033333
 53.566666 53.566666 53.566666 53.566666 53.566666 53.566666 53.166668
 53.666668 53.666668 54.       54.       54.       54.       53.9
 52.7      52.1      52.1      53.366665 54.033333 55.133335 56.133335
 55.566666 55.466667 54.533333 53.466667 52.333332 52.666668 52.666668
 52.666668 52.033333 52.033333 52.033333 51.933334 51.933334 51.933334
 51.366665]",-0.9268924034258031,274.7346023043004,0.3463118654044661
187,0.1,3,0.01,3,opinion-timeseries,mod,"[40.       40.366665 40.766666 39.366665 39.1      39.1      39.1
 39.1      39.8      40.033333 39.633335 39.633335 39.633335 39.633335
 38.4      38.133335 37.9      37.9      37.666668 37.333332 36.466667
 36.966667 37.233334 36.4      35.733334 35.       34.5      35.2
 35.2      35.866665 36.833332 37.4      37.966667 38.4      38.066666
 38.666668 39.233334 39.466667 39.166668 38.666668 38.1      38.333332
 38.       38.633335 39.033333 40.033333 40.766666 41.366665 40.966667
 40.466667 41.1      41.133335 40.166668 39.4      38.966667 38.633335
 38.633335 38.333332 37.933334 37.933334 37.833332 38.2      37.433334
 36.9     ]",-0.26157068480358303,294.6260540360405,0.4717738593553761
188,0.1,3,0.01,3,opinion-timeseries,rep,"[50.       51.066666 51.566666 50.133335 50.133335 49.4      48.8
 48.4      49.066666 49.766666 48.466667 48.466667 48.466667 48.033333
 48.033333 47.5      47.5      46.833332 46.833332 46.833332 46.4
 46.866665 47.266666 47.266666 46.233334 44.966667 43.2      43.533333
 43.533333 44.033333 44.6      44.266666 44.466667 45.2      45.2
 45.2      45.8      45.366665 44.433334 43.666668 42.9      43.366665
 42.9      43.6      43.633335 42.833332 41.633335 40.633335 39.766666
 39.766666 40.533333 41.8      41.2      40.8      40.4      40.066666
 39.533333 39.533333 39.066666 38.7      38.7      38.7      37.866665
 37.866665]",-0.8578189375676964,169.58507893811708,0.2939021987930516
189,0.1,3,0.01,4,opinion-timeseries,dem,"[68.       68.       68.       66.166664 65.53333  65.53333  65.53333
 65.73333  65.73333  65.166664 63.633335 62.9      62.1      62.1
 60.933334 60.933334 60.3      60.3      59.466667 59.033333 57.533333
 57.533333 57.066666 55.933334 54.3      53.566666 52.533333 52.533333
 52.133335 52.133335 52.133335 52.133335 52.133335 52.133335 51.7
 52.133335 52.133335 52.4      52.4      52.4      52.4      52.466667
 51.5      51.133335 51.133335 52.3      53.166668 53.8      54.533333
 54.1      54.066666 52.533333 51.533333 50.633335 51.2      51.2
 51.2      50.766666 50.766666 50.766666 50.6      50.533333 50.533333
 49.833332]",-0.9283121271212874,284.989763690541,0.3600626239556354
190,0.1,3,0.01,4,opinion-timeseries,mod,"[46.       46.633335 47.333332 46.166668 45.866665 45.866665 45.866665
 45.866665 46.533333 46.866665 46.166668 46.166668 46.166668 46.166668
 45.166668 44.633335 44.3      44.3      44.1      43.633335 42.3
 42.866665 42.766666 42.066666 41.4      40.6      39.6      40.133335
 40.133335 40.5      41.1      41.733334 42.133335 42.433334 42.1
 42.766666 43.233334 43.3      42.933334 42.466667 42.066666 42.433334
 42.1      42.933334 43.1      43.4      43.933334 44.633335 43.866665
 43.433334 44.233334 44.4      43.666668 42.766666 42.3      41.733334
 41.733334 41.4      41.       41.       41.3      41.366665 40.266666
 39.7     ]",-0.6877983159024267,259.98676986021803,0.4045348766536159
191,0.1,3,0.01,4,opinion-timeseries,rep,"[49.       50.1      50.366665 49.033333 49.033333 48.       47.6
 47.066666 47.333332 47.833332 47.066666 47.066666 47.066666 46.6
 46.6      46.133335 46.133335 45.166668 45.166668 45.166668 44.7
 45.366665 45.933334 45.933334 44.766666 43.433334 42.266666 43.
 43.       43.366665 44.366665 44.066666 43.733334 44.2      44.2
 44.2      44.833332 44.466667 43.4      42.133335 41.266666 41.766666
 41.566666 41.966667 42.433334 41.766666 41.033333 40.333332 39.333332
 39.333332 40.       41.433334 41.033333 40.633335 40.1      39.7
 39.466667 39.466667 39.       38.533333 38.533333 38.533333 37.6
 37.6     ]",-0.8713859703148352,175.19476283276447,0.3063739806541735
192,0.1,3,0.01,5,opinion-timeseries,dem,"[71.       71.       71.       68.933334 68.23333  68.23333  68.23333
 68.6      68.6      67.933334 66.566666 65.9      65.2      65.2
 64.066666 64.066666 63.366665 63.366665 62.733334 61.933334 60.933334
 60.933334 60.333332 58.866665 58.033333 56.733334 55.733334 55.733334
 55.466667 55.466667 55.466667 55.466667 55.466667 55.466667 54.933334
 55.333332 55.333332 55.833332 55.833332 55.833332 55.833332 55.6
 54.6      54.166668 54.166668 55.       56.033333 56.766666 57.533333
 57.033333 57.033333 55.633335 54.3      53.133335 53.566666 53.566666
 53.566666 53.       53.       53.       52.8      52.8      52.8
 52.4     ]",-0.9331973389989083,263.3369938182278,0.32932527143800416
193,0.1,3,0.01,5,opinion-timeseries,mod,"[44.       44.433334 45.333332 43.6      43.3      43.3      43.3
 43.3      43.8      43.866665 43.233334 43.233334 43.233334 43.233334
 42.5      42.033333 41.766666 41.766666 41.033333 40.6      39.5
 40.233334 40.6      39.8      38.933334 38.133335 37.5      38.133335
 38.133335 38.9      39.466667 40.3      40.9      41.566666 41.233334
 41.9      42.3      42.233334 41.866665 41.4      40.966667 41.166668
 40.933334 41.5      41.533333 42.4      43.033333 43.466667 43.133335
 42.733334 43.3      43.2      42.233334 41.666668 41.333332 40.933334
 40.933334 40.533333 40.233334 40.233334 40.366665 40.6      39.666668
 39.133335]",-0.5640131997471701,272.12821825053584,0.42882744092634384
194,0.1,3,0.01,5,opinion-timeseries,rep,"[47.       48.133335 48.666668 47.3      47.3      46.266666 45.866665
 45.3      45.766666 46.466667 45.566666 45.566666 45.566666 45.333332
 45.333332 44.933334 44.933334 43.9      43.9      43.9      43.6
 44.066666 44.666668 44.666668 43.533333 42.2      40.533333 41.2
 41.2      41.766666 42.2      41.833332 41.7      42.3      42.3
 42.3      42.633335 42.3      41.2      40.466667 39.766666 40.466667
 39.866665 40.633335 41.       40.433334 39.733334 39.333332 38.3
 38.3      38.933334 40.2      39.7      39.166668 38.966667 38.5
 38.266666 38.266666 37.733334 37.433334 37.433334 37.433334 36.7
 36.7     ]",-0.8798915590730808,185.42337774240065,0.325746781319241
195,0.1,3,0.01,6,opinion-timeseries,dem,"[72.       72.       72.       70.36667  69.666664 69.666664 69.666664
 69.933334 69.933334 69.23333  67.73333  66.8      66.1      66.1
 64.9      64.9      64.53333  64.53333  64.1      63.533333 62.4
 62.4      61.566666 60.033333 59.233334 58.166668 57.       57.
 56.433334 56.433334 56.433334 56.433334 56.433334 56.433334 55.8
 56.166668 56.166668 56.666668 56.666668 56.666668 56.666668 56.6
 55.166668 54.666668 54.666668 55.666668 56.433334 57.566666 58.5
 58.133335 58.1      56.866665 55.966667 55.066666 55.466667 55.466667
 55.466667 54.966667 54.966667 54.966667 55.2      54.966667 54.966667
 54.433334]",-0.9297930704987496,254.17469996818102,0.3168791744652324
196,0.1,3,0.01,6,opinion-timeseries,mod,"[42.       42.6      43.133335 42.4      42.       42.       42.
 42.       42.833332 43.266666 43.066666 43.066666 43.066666 43.066666
 42.233334 41.7      41.266666 41.266666 40.866665 40.333332 39.1
 39.766666 39.933334 39.033333 38.233334 37.166668 36.266666 37.166668
 37.166668 37.966667 38.7      39.2      39.833332 40.6      40.233334
 40.733334 41.333332 41.166668 41.066666 40.633335 40.2      40.533333
 40.266666 41.2      41.533333 42.333332 42.8      43.866665 43.833332
 43.366665 44.3      44.633335 43.966667 43.2      42.7      42.266666
 42.266666 41.933334 41.366665 41.366665 41.733334 41.866665 41.233334
 40.866665]",-0.19465386973161125,272.8999135956971,0.4334072604990117
197,0.1,3,0.01,6,opinion-timeseries,rep,"[40.       41.133335 41.8      40.7      40.7      39.9      39.4
 38.866665 39.266666 39.766666 38.733334 38.733334 38.733334 38.066666
 38.066666 37.633335 37.633335 36.7      36.7      36.7      36.266666
 36.933334 37.666668 37.666668 36.8      35.8      34.766666 35.566666
 35.566666 36.133335 36.733334 36.733334 36.833332 37.233334 37.233334
 37.233334 37.766666 37.266666 36.566666 35.766666 35.2      35.733334
 35.233334 35.833332 36.033333 35.766666 35.633335 35.233334 34.5
 34.5      35.       36.1      35.766666 35.5      35.233334 35.033333
 34.666668 34.666668 34.233334 34.       34.       34.       33.166668
 33.166668]",-0.87980811928348,222.88182144924576,0.40854229115793933
198,0.1,3,0.01,7,opinion-timeseries,dem,"[65.       65.       65.       63.3      62.666668 62.666668 62.666668
 63.233334 63.233334 62.333332 61.       60.266666 59.766666 59.766666
 58.766666 58.766666 58.3      58.3      57.733334 57.133335 55.666668
 55.666668 54.666668 53.766666 52.666668 51.966667 51.1      51.1
 50.666668 50.666668 50.666668 50.666668 50.666668 50.666668 50.
 50.366665 50.366665 50.766666 50.766666 50.766666 50.766666 50.666668
 49.966667 49.333332 49.333332 50.366665 51.166668 51.933334 52.733334
 52.333332 51.8      50.9      50.066666 48.866665 49.1      49.1
 49.1      48.433334 48.433334 48.433334 48.366665 48.3      48.3
 47.633335]",-0.9305064676484492,299.27551222632394,0.3822992110543599
199,0.1,3,0.01,7,opinion-timeseries,mod,"[56.       56.4      56.8      54.733334 54.166668 54.166668 54.166668
 54.166668 54.666668 54.6      54.       54.       54.       54.
 52.766666 52.233334 51.633335 51.633335 51.166668 50.666668 49.166668
 49.433334 49.433334 48.466667 47.7      46.8      45.966667 46.666668
 46.666668 47.1      47.8      48.3      48.866665 49.4      49.
 49.666668 50.1      50.       49.266666 48.666668 48.233334 48.166668
 47.933334 48.333332 48.4      49.066666 49.4      49.766666 49.2
 48.7      49.033333 49.033333 48.1      46.966667 46.633335 46.366665
 46.366665 46.066666 45.5      45.5      45.466667 45.766666 44.833332
 44.566666]",-0.8072678759334058,215.34976871275447,0.32362894626607797
200,0.1,3,0.01,7,opinion-timeseries,rep,"[48.       49.033333 49.6      48.433334 48.433334 47.566666 47.1
 46.533333 46.866665 47.4      46.133335 46.133335 46.133335 45.866665
 45.866665 45.333332 45.333332 44.266666 44.266666 44.266666 43.8
 44.266666 44.966667 44.966667 43.5      42.833332 41.533333 42.3
 42.3      42.9      43.366665 43.066666 42.733334 43.366665 43.366665
 43.366665 43.966667 43.566666 42.566666 41.833332 41.166668 41.633335
 41.2      41.866665 42.       41.2      40.3      39.2      38.433334
 38.433334 38.833332 40.7      40.166668 39.833332 39.533333 39.166668
 38.766666 38.766666 38.466667 38.366665 38.366665 38.366665 37.733334
 37.733334]",-0.8839854479354302,179.8781340587643,0.3151236507990398
201,0.1,3,0.01,8,opinion-timeseries,dem,"[58.       58.       58.       55.933334 55.5      55.5      55.5
 56.033333 56.033333 55.433334 54.533333 53.933334 53.366665 53.366665
 52.066666 52.066666 51.6      51.6      51.166668 50.333332 49.633335
 49.633335 49.6      48.566666 47.733334 46.6      45.7      45.7
 45.4      45.4      45.4      45.4      45.4      45.4      45.033333
 45.666668 45.666668 46.2      46.2      46.2      46.2      46.1
 44.966667 44.5      44.5      45.566666 46.833332 47.733334 48.866665
 48.4      48.3      47.466667 46.533333 45.566666 46.066666 46.066666
 46.066666 45.5      45.5      45.5      45.666668 45.7      45.7
 45.433334]",-0.8969075393016568,334.7795317039277,0.44159100481370067
202,0.1,3,0.01,8,opinion-timeseries,mod,"[44.       44.533333 44.933334 44.       43.766666 43.766666 43.766666
 43.766666 44.333332 44.166668 43.766666 43.766666 43.766666 43.766666
 42.733334 42.366665 41.966667 41.966667 41.666668 41.033333 39.966667
 40.633335 40.733334 39.933334 39.1      38.2      37.566666 38.166668
 38.166668 38.833332 39.2      39.566666 40.133335 40.7      40.333332
 40.766666 41.366665 41.666668 41.4      41.166668 40.8      40.866665
 40.5      41.066666 41.2      41.933334 43.3      44.333332 44.
 43.4      44.166668 44.266666 43.333332 42.6      42.233334 42.
 42.       41.666668 41.433334 41.433334 41.4      41.366665 40.466667
 39.933334]",-0.4970595220109704,270.1598376895392,0.4254806976629632
203,0.1,3,0.01,8,opinion-timeseries,rep,"[42.       43.2      44.2      42.966667 42.966667 42.233334 41.866665
 41.233334 41.866665 42.6      41.733334 41.733334 41.733334 41.3
 41.3      40.933334 40.933334 40.2      40.2      40.2      39.6
 40.166668 40.8      40.8      39.266666 38.066666 36.366665 36.9
 36.9      37.3      38.033333 37.633335 37.733334 38.566666 38.566666
 38.566666 39.133335 38.833332 37.833332 37.233334 36.733334 37.333332
 37.033333 37.8      37.866665 37.       36.666668 36.233334 35.333332
 35.333332 36.066666 37.4      37.066666 36.866665 36.633335 36.4
 36.066666 36.066666 35.766666 35.366665 35.366665 35.366665 34.533333
 34.533333]",-0.8760445050619245,209.40061521896317,0.3765848571389322
