,er_p,simple_spread_chance,repetition,run,pearson,euclidean,mape
975,0.05,0.25,3,7,0.0042865042948524515,435.34601504144956,0.65626117847865
976,0.05,0.25,3,8,-0.03107949845376327,434.14457670188136,0.654037551351717
977,0.05,0.25,3,9,0.01115707456503244,429.9568427997304,0.649252434570337
978,0.05,0.25,3,10,0.007090597260180497,427.7750729422246,0.6414517926539973
979,0.05,0.25,3,11,-0.02326137572556461,428.60034685327713,0.6460538377792674
980,0.05,0.25,3,12,0.007370381175047958,423.35942041966615,0.6353815156158925
981,0.05,0.25,3,13,0.014994806967637444,423.71188830676937,0.636685527337213
982,0.05,0.25,3,14,0.004505170999315839,423.6973471233698,0.6307907184118168
983,0.05,0.25,3,15,-0.03296939078145838,427.53328591936923,0.6415961382930387
984,0.05,0.25,3,16,0.009420769494496358,434.30473213255556,0.6524880002280994
985,0.05,0.25,3,17,-0.01960711103988903,421.19969359062503,0.6283419726069912
986,0.05,0.25,3,18,0.009492479836210559,427.45223999623704,0.6403785062462117
987,0.05,0.25,3,19,-0.0033783565895473266,430.66818532615525,0.6464317865367165
988,0.05,0.25,3,20,0.02351615643324866,424.9276009700099,0.6394950928224318
989,0.05,0.25,3,21,0.002737782960874277,421.5824918278526,0.6343659869863362
990,0.05,0.25,3,22,0.017788996161669814,424.7334400874144,0.6363249918655087
991,0.05,0.25,3,23,-0.006857005547343693,427.449976577663,0.6429919458243031
992,0.05,0.25,3,24,0.005338670332116599,424.20835659540967,0.6388074891045254
993,0.05,0.25,3,25,0.0641664395919921,424.60984516810754,0.6381670432453967
994,0.05,0.25,3,26,-0.020921121087760428,431.32195192322314,0.654478827232527
995,0.05,0.25,3,27,0.0008044264945453969,428.1846402381857,0.6443954792477344
996,0.05,0.25,3,28,-0.0031706614189018815,429.71305717190734,0.6473650993247179
997,0.05,0.25,3,29,0.04379450933677545,425.4618414081172,0.639622069594445
998,0.05,0.25,4,0,-0.008084840988094035,430.38653461940095,0.6475880633699064
999,0.05,0.25,4,1,0.014022191722430681,429.86536937271734,0.6495334951201289
1000,0.05,0.25,4,2,0.018863525457204062,431.9902836163121,0.6496614206198048
1001,0.05,0.25,4,3,0.02283934167574589,428.96401737403176,0.6473129592652339
1002,0.05,0.25,4,4,0.0034718858199098424,431.06602546809154,0.650195577596115
1003,0.05,0.25,4,5,0.0074530955682322875,434.9924431359452,0.6573497526150337
1004,0.05,0.25,4,6,0.03377178309142985,434.7928011555348,0.6569107616788947
1005,0.05,0.25,4,7,-0.058799275851236975,424.5105828043302,0.6282960190141914
1006,0.05,0.25,4,8,-0.07369988569614476,434.6771305869334,0.6508070557599535
1007,0.05,0.25,4,9,0.0141968923966437,434.8549476717515,0.652443736524511
1008,0.05,0.25,4,10,-0.03493595749731929,430.9883186411148,0.6425390195935214
1009,0.05,0.25,4,11,0.012402108744506665,422.93428071841123,0.6380164398252922
1010,0.05,0.25,4,12,-0.02530741917996822,434.855012174894,0.6583078036352555
1011,0.05,0.25,4,13,0.02280118844884699,426.13407237419733,0.642819418865877
1012,0.05,0.25,4,14,-0.02877572124154687,432.34200477916784,0.6525254569810883
1013,0.05,0.25,4,15,0.03478040769470366,433.29490667577664,0.6547993245157525
1014,0.05,0.25,4,16,0.016339412060114532,424.39486202469857,0.6338808803066374
1015,0.05,0.25,4,17,0.0109090807716448,430.228030330791,0.6503748721117562
1016,0.05,0.25,4,18,-0.10045340885687315,435.67005644248866,0.6519599211893666
1017,0.05,0.25,4,19,-0.01885233901109271,431.0642795589338,0.6490203611795037
1018,0.05,0.25,4,20,-0.026894076113596493,431.31741352048726,0.6494791282269692
1019,0.05,0.25,4,21,0.02549247186789701,425.7614298181747,0.6380922426698338
1020,0.05,0.25,4,22,-0.03442738542082475,435.43408569912975,0.6586258507503128
1021,0.05,0.25,4,23,-0.009505827430522133,432.4966034261951,0.6522655302315962
1022,0.05,0.25,4,24,-0.04424030454516601,426.52526438634646,0.6415094201745263
1023,0.05,0.25,4,25,0.01184957668857223,428.54063433948886,0.6444042921448051
1024,0.05,0.25,4,26,-0.009502647537423503,421.8977382552757,0.6311133366325234
1025,0.05,0.25,4,27,-0.009558816201358586,428.509944969301,0.6418533999564698
1026,0.05,0.25,4,28,0.0065169130415746864,423.3052384668312,0.6354572797272865
1027,0.05,0.25,4,29,-0.01892786052972532,428.8851534579687,0.6478453285644642
1028,0.05,0.25,5,0,-0.05592252842205597,432.5958949604596,0.6493127131676576
1029,0.05,0.25,5,1,2.744456134129089e-05,420.4349517833057,0.6296638707576814
1030,0.05,0.25,5,2,-0.024809487937066676,433.5248989761424,0.6472702688861716
1031,0.05,0.25,5,3,-0.007459136979071528,421.9167279260987,0.6322256399314249
1032,0.05,0.25,5,4,-0.04647288654149095,432.232836797263,0.6498454851768529
1033,0.05,0.25,5,5,-0.011976500451261128,422.2054923438612,0.6324424352585453
1034,0.05,0.25,5,6,-0.06140661919955776,431.609764556488,0.6480635401356466
1035,0.05,0.25,5,7,-0.017812762149800775,427.4175572409768,0.645332109539494
1036,0.05,0.25,5,8,-0.008311891245247316,422.9759592836187,0.637098809111162
1037,0.05,0.25,5,9,0.010685525109971797,429.5744257810232,0.6477493806814486
1038,0.05,0.25,5,10,-0.03196330579093599,426.2232081294444,0.6431211420305345
1039,0.05,0.25,5,11,-0.05253278668166512,433.9664756760921,0.6499044667808856
1040,0.05,0.25,5,12,-0.05575250339159504,428.1029091662271,0.6391998332734204
1041,0.05,0.25,5,13,-0.01666904951990055,436.55085651401777,0.657121638416451
1042,0.05,0.25,5,14,-0.04641650842342585,426.47466467863,0.6438888354396942
1043,0.05,0.25,5,15,-0.024251466458246922,429.11034313406003,0.6439562727818892
1044,0.05,0.25,5,16,-0.037819220333207386,420.4941404039219,0.6295135471267996
1045,0.05,0.25,5,17,-0.021123235117485605,428.7044747438231,0.6425928035060343
1046,0.05,0.25,5,18,-0.035718951557483586,428.00398456235047,0.6429296706662195
1047,0.05,0.25,5,19,-0.0283346283589124,424.1105787808856,0.6377571220677338
1048,0.05,0.25,5,20,-0.043884281178871144,430.0403840518463,0.646075055545344
1049,0.05,0.25,5,21,-0.03376549261453452,429.2950715969882,0.6425955204556992
1050,0.05,0.25,5,22,0.0030493475368467866,426.169827663447,0.6413388765264553
1051,0.05,0.25,5,23,-0.007777710324416028,428.0929417215614,0.6471486275991091
1052,0.05,0.25,5,24,-0.013070396858878312,424.6566650156805,0.6374116409967552
1053,0.05,0.25,5,25,-0.08698550805575704,432.2398149090064,0.6553539632772393
1054,0.05,0.25,5,26,-0.01572970259685073,431.2215413319274,0.6458293965843912
1055,0.05,0.25,5,27,-0.024730543647815465,424.08403855030673,0.6358981180980084
1056,0.05,0.25,5,28,-0.072476604779326,422.4212569313485,0.6331387852031972
1057,0.05,0.25,5,29,-0.059994553822534186,427.1508671528334,0.6428553527879536
1058,0.05,0.25,6,0,-0.03897821384237653,423.0061341956566,0.630307414783612
1059,0.05,0.25,6,1,-0.012630853311512176,431.0272423763622,0.64454692795502
1060,0.05,0.25,6,2,-0.035265870017206,430.45594768278187,0.6450131970653045
1061,0.05,0.25,6,3,0.004764767886861976,419.20222977666316,0.627495697544926
1062,0.05,0.25,6,4,-0.01789351469439389,422.12756833547405,0.6361594474654749
1063,0.05,0.25,6,5,-0.0284079617093882,431.82399323321516,0.6459602281917122
1064,0.05,0.25,6,6,-0.013936261832576602,421.8155628487691,0.6339997039082711
1065,0.05,0.25,6,7,-0.054829679167629736,425.34317810821403,0.6336591439485465
1066,0.05,0.25,6,8,-0.050910111336269666,435.2766786738934,0.6562112153532941
1067,0.05,0.25,6,9,-0.022401389933040198,427.85508102828004,0.640707721533916
1068,0.05,0.25,6,10,-0.027270115352374915,426.949578492605,0.6430573728501802
1069,0.05,0.25,6,11,-0.03431999226664768,431.63894658643227,0.6451517640665526
1070,0.05,0.25,6,12,-0.01944259707876614,433.85001123563785,0.6585213043960557
1071,0.05,0.25,6,13,-0.060935455142760525,429.85958809450926,0.6478064971720776
1072,0.05,0.25,6,14,-0.05778187620523967,430.98852280433,0.642079668214839
1073,0.05,0.25,6,15,0.0026244070345228313,433.53288131390224,0.6521174235969087
1074,0.05,0.25,6,16,0.0013536029678264106,429.5297139446361,0.6450317320450979
1075,0.05,0.25,6,17,0.034911308348473315,422.9446819420566,0.6383982328848002
1076,0.05,0.25,6,18,-0.04617085998671074,421.7124921174588,0.630346964254434
1077,0.05,0.25,6,19,0.006929476608383417,427.6531692531095,0.636572077794085
1078,0.05,0.25,6,20,0.011302507995649714,432.02009264858276,0.6451427740107051
1079,0.05,0.25,6,21,-0.04018262695359336,429.2925745432528,0.6451643982893361
1080,0.05,0.25,6,22,-0.01143056496268424,415.9911050091891,0.6257276268641321
1081,0.05,0.25,6,23,-0.014332178146116016,437.6378399213163,0.6626210556863229
1082,0.05,0.25,6,24,-0.020934202924669992,426.1025371441205,0.6390440250634263
1083,0.05,0.25,6,25,-0.06920039761086885,436.2743760198628,0.6575516093053818
1084,0.05,0.25,6,26,-0.0071782928443425015,428.18872132457,0.6405953251614797
1085,0.05,0.25,6,27,-0.053960161844352594,423.0388019072414,0.6263608873583085
1086,0.05,0.25,6,28,-0.029031850594343492,422.4232686953704,0.630205607482993
1087,0.05,0.25,6,29,-0.02370141274408866,437.00086989134417,0.6626120330638368
1088,0.05,0.25,7,0,-0.04499393420263925,435.3984080546889,0.6574161524576331
1089,0.05,0.25,7,1,-0.03396218866184013,433.47139164167476,0.6554752249499
1090,0.05,0.25,7,2,-0.04200734652946778,434.9190777734634,0.6527335848020889
1091,0.05,0.25,7,3,-0.0635150829381867,431.11645929728775,0.6467467340146611
1092,0.05,0.25,7,4,-0.031143383295827044,429.15712335070197,0.6506164823746843
1093,0.05,0.25,7,5,-0.04218590600279404,425.0733765651448,0.6394002533336166
1094,0.05,0.25,7,6,-0.011748164428573947,431.749927541689,0.6471241608829551
1095,0.05,0.25,7,7,-0.06158251425948633,429.45949496917586,0.6400939004914549
1096,0.05,0.25,7,8,-0.08559918463935878,429.2619951480909,0.6421117559800672
1097,0.05,0.25,7,9,-0.025067921883527158,433.01984725696343,0.6487389518008472
1098,0.05,0.25,7,10,-0.0580480753882572,426.0841547516543,0.634572374863675
1099,0.05,0.25,7,11,-0.029609194668333713,423.22159551598406,0.630568786585941
1100,0.05,0.25,7,12,-0.05275794707517482,420.19480864287397,0.6275006674448317
1101,0.05,0.25,7,13,-0.04983621833728744,427.59915072945324,0.6383744474274556
1102,0.05,0.25,7,14,-0.0010566996549097238,430.782870394659,0.6493444223505281
1103,0.05,0.25,7,15,-0.02993600358953022,427.67741626423805,0.6382952734668941
1104,0.05,0.25,7,16,-0.03782112248031056,425.00310383357254,0.6366721603186368
1105,0.05,0.25,7,17,-0.0040583030327538015,431.26276749353997,0.6451421700565311
1106,0.05,0.25,7,18,-0.025861072498422427,421.8918187628473,0.6249877202747395
1107,0.05,0.25,7,19,-0.057208282041287944,435.73556229810083,0.6564150503483682
1108,0.05,0.25,7,20,-0.07574052697965096,429.7431293406228,0.6406969140396727
1109,0.05,0.25,7,21,-0.058178901579400054,430.9259307202279,0.6476955359380038
1110,0.05,0.25,7,22,-0.009013868460220268,421.72409698281587,0.62980729240962
1111,0.05,0.25,7,23,-0.0051355527783089145,420.41583216451295,0.6327586499043659
1112,0.05,0.25,7,24,0.04074002749236832,427.3796612921364,0.6421521770431671
1113,0.05,0.25,7,25,-0.07438123544991453,434.55300085606103,0.6518553506856254
1114,0.05,0.25,7,26,0.008840663220490208,427.69397143791394,0.6415460427832594
1115,0.05,0.25,7,27,-0.06100349699840912,428.46253028972,0.6416812087750666
1116,0.05,0.25,7,28,-0.030971569739367044,423.95288915251194,0.6373315276138397
1117,0.05,0.25,7,29,-0.03538789130963806,429.02753756241367,0.6465116352854322
1118,0.05,0.25,8,0,-0.00813644693504588,426.91579745190916,0.64266567377244
1119,0.05,0.25,8,1,-0.012908358871230421,422.2221908804061,0.6346739441266064
1120,0.05,0.25,8,2,-0.03307824262894237,432.42709948471776,0.6471962541935493
1121,0.05,0.25,8,3,0.017097976015029676,431.22272879495654,0.6454898885023793
1122,0.05,0.25,8,4,0.039819665828233354,422.4837820407667,0.634668338379768
1123,0.05,0.25,8,5,-0.08650268549508784,432.21411390853126,0.6469365478632232
1124,0.05,0.25,8,6,-0.010716960526568828,428.0811360854365,0.6426748914500019
1125,0.05,0.25,8,7,0.03242531777326697,433.3550379369153,0.6524211676379061
1126,0.05,0.25,8,8,0.032758550893972095,423.7050044516098,0.6387214032097493
1127,0.05,0.25,8,9,-0.04737046931947946,426.77258282319013,0.6438132465420342
1128,0.05,0.25,8,10,0.025925576052064452,426.75255491554555,0.6395415999588386
1129,0.05,0.25,8,11,0.00046156650073073124,424.89954792457064,0.6353507880289265
1130,0.05,0.25,8,12,-0.08225790848146121,426.0860543429187,0.6388374979934018
1131,0.05,0.25,8,13,0.018736253267728622,426.63484350961124,0.6426262454118593
1132,0.05,0.25,8,14,-0.018814068466565918,424.9404337519381,0.6389317904691848
1133,0.05,0.25,8,15,-0.06334230066716905,434.1401455449579,0.6483532903756007
1134,0.05,0.25,8,16,-0.011636353402974508,433.3167583632785,0.6500710953982847
1135,0.05,0.25,8,17,-0.011421712690162312,423.8729550035625,0.6313316996798127
1136,0.05,0.25,8,18,0.013729904385581282,429.17280262147386,0.6473690582466379
1137,0.05,0.25,8,19,-0.02863140831032478,426.7747414741602,0.6411050500079676
1138,0.05,0.25,8,20,0.025196074845638555,423.04008163748694,0.6334602542318263
1139,0.05,0.25,8,21,-0.018031198981542443,432.7735163086686,0.6516108164801535
1140,0.05,0.25,8,22,-0.0012159297142730018,433.72125358097355,0.6549943708825309
1141,0.05,0.25,8,23,0.023988838728109186,422.8744752766367,0.6336953054190888
1142,0.05,0.25,8,24,-0.047751643760357586,433.2647699844353,0.6536370290835943
1143,0.05,0.25,8,25,0.04260269364604748,426.47180401560746,0.642500952785881
1144,0.05,0.25,8,26,-0.021122429618478208,431.6975600175574,0.6512146554005056
1145,0.05,0.25,8,27,-0.03808385687953233,430.9522632003804,0.6468479172651617
1146,0.05,0.25,8,28,0.009104402893068698,427.296600956942,0.6401822896284272
1147,0.05,0.25,8,29,0.030090501141948542,431.0233302128891,0.6474963990381045
1148,0.05,0.25,9,0,-0.00633319050084345,429.0559512432255,0.6436007916749217
1149,0.05,0.25,9,1,-0.05337630596945675,422.25994695471235,0.6295761627245913
1150,0.05,0.25,9,2,0.027255169662679202,421.8595623150206,0.6353140317153172
1151,0.05,0.25,9,3,-0.05021872468511538,428.41681740424093,0.6309377528043808
1152,0.05,0.25,9,4,-0.0034869368219294047,419.5527198381879,0.6259331614871192
1153,0.05,0.25,9,5,-0.0178082929024084,429.39031818875213,0.6413094266022928
1154,0.05,0.25,9,6,-0.06367853459390457,434.08189798786924,0.657165507535019
1155,0.05,0.25,9,7,-0.017224084907925322,426.1440542407275,0.6347536831984395
1156,0.05,0.25,9,8,0.00530242008457624,425.7417375565733,0.6385149181631123
1157,0.05,0.25,9,9,-0.04307408003981114,431.3117505308407,0.6487925262222866
1158,0.05,0.25,9,10,0.013092550682030002,425.2394433647198,0.6382205774499045
1159,0.05,0.25,9,11,-0.036608378142682634,428.97657383537916,0.6439469797760498
1160,0.05,0.25,9,12,-0.08014797031121838,426.30346309958503,0.6392484378607167
1161,0.05,0.25,9,13,0.014603701768217328,428.27990107088834,0.64420247213196
1162,0.05,0.25,9,14,0.021635343776196664,422.89562091194426,0.6346285423597987
1163,0.05,0.25,9,15,-0.027290790885553463,427.55343024828557,0.6443017150884184
1164,0.05,0.25,9,16,-0.010400595763507022,422.03141329552864,0.6310877533775656
1165,0.05,0.25,9,17,-0.021677349292117242,424.23542070635375,0.6356802010066676
1166,0.05,0.25,9,18,-0.011200987035290655,431.0454684694345,0.6480819711485727
1167,0.05,0.25,9,19,0.002026231233345721,424.0873059904441,0.6367343440179115
1168,0.05,0.25,9,20,-0.017677011401993424,418.48791910922074,0.6175065948719233
1169,0.05,0.25,9,21,-0.03699719142042716,424.80347771075327,0.6336438321653807
1170,0.05,0.25,9,22,-0.013996507227957285,436.89144531088164,0.6621201041509909
1171,0.05,0.25,9,23,-0.0029218371203457594,430.6488614159257,0.6440628993321362
1172,0.05,0.25,9,24,-0.03221290692920186,436.02081486340757,0.6582551622948217
1173,0.05,0.25,9,25,0.018969065974364256,422.4863660980961,0.6359528498805321
1174,0.05,0.25,9,26,-0.007342539828979401,425.39836017187685,0.6398454424337277
1175,0.05,0.25,9,27,-0.06778941718912092,428.962977174472,0.6440733527283135
1176,0.05,0.25,9,28,-0.010709795881322379,424.33907825795177,0.6381215883647897
1177,0.05,0.25,9,29,-0.048329967674489854,426.86912355224035,0.6396433867218148
1178,0.05,0.5,0,0,-0.006695659916258853,458.15654298176486,0.6723095611708491
1179,0.05,0.5,0,1,0.013964158045772038,452.8190394011771,0.6616144836906453
1180,0.05,0.5,0,2,0.006326061082465144,453.76440773729445,0.6621290318014392
1181,0.05,0.5,0,3,-0.023402601938709636,456.5750945645213,0.6686528915278082
1182,0.05,0.5,0,4,-0.008605512228169562,455.9688371483058,0.668593496877189
1183,0.05,0.5,0,5,-0.008473962301387222,460.77870143013934,0.6722449834291925
1184,0.05,0.5,0,6,-0.013446453868646282,457.11067777808194,0.6685731047470128
1185,0.05,0.5,0,7,0.0010799049835818013,455.847914747727,0.6659970963951055
1186,0.05,0.5,0,8,0.019352718207032677,455.66723586490275,0.6646601158434244
1187,0.05,0.5,0,9,-0.0050283521425528955,453.50601942164275,0.6657359554408925
1188,0.05,0.5,0,10,0.00392213276584083,457.1165095573427,0.6678837658555965
1189,0.05,0.5,0,11,0.010097839901817118,453.2184385061546,0.6606006183404909
1190,0.05,0.5,0,12,0.014536432314262675,455.7430818394444,0.6666513264879078
1191,0.05,0.5,0,13,-0.000251652327658107,456.87203594634065,0.6673422189744173
1192,0.05,0.5,0,14,0.004645385251728649,455.81060855528904,0.662708497231837
1193,0.05,0.5,0,15,-0.010838782589429835,457.20153694937875,0.6710113113767558
1194,0.05,0.5,0,16,-0.003645874886522231,456.55449354402987,0.6686634626788727
1195,0.05,0.5,0,17,-0.017144415039954706,456.85969395400934,0.6679440788543273
1196,0.05,0.5,0,18,-0.01910121470034275,456.80266293350957,0.6656393223729739
1197,0.05,0.5,0,19,-0.013846206045047785,459.26686835757204,0.6720869177919013
1198,0.05,0.5,0,20,-0.010924613141217926,459.3070960181031,0.6717511655139928
1199,0.05,0.5,0,21,0.002925392987754539,457.01263064499653,0.6662875229740023
1200,0.05,0.5,0,22,7.55153728902308e-05,457.2040255918255,0.6665265774664842
1201,0.05,0.5,0,23,0.002993089724591643,456.4888365685594,0.6699212950157607
1202,0.05,0.5,0,24,-0.00024258961944629656,453.72619804211877,0.6629261086128937
1203,0.05,0.5,0,25,0.01803448528882949,451.2312953054238,0.6591021392792755
1204,0.05,0.5,0,26,0.00719023343677865,457.5542509610702,0.6713076106607732
1205,0.05,0.5,0,27,0.023779877509090382,454.94637328286495,0.6662856173596557
1206,0.05,0.5,0,28,-0.00048627524710545544,455.6109553322879,0.6637148094014472
1207,0.05,0.5,0,29,-0.006702181094742928,457.0414102839076,0.6671476894647825
1208,0.05,0.5,1,0,0.018792524476421702,454.75606618884103,0.6636106193473091
1209,0.05,0.5,1,1,0.003819288901779433,456.41143055698336,0.6705167021727242
1210,0.05,0.5,1,2,0.005104093526226365,455.3052086864862,0.667727638550636
1211,0.05,0.5,1,3,-0.012085127306489923,460.19573939532984,0.6755751065028615
1212,0.05,0.5,1,4,0.0076401577674779855,453.6296230032085,0.6593260056579424
1213,0.05,0.5,1,5,5.29747464746722e-05,458.2166150731464,0.6708584798382006
1214,0.05,0.5,1,6,0.008505121651407016,450.9957545203179,0.6561816893726676
1215,0.05,0.5,1,7,0.010631271096860004,456.84175358689663,0.6691029897278279
1216,0.05,0.5,1,8,-0.005185303046575641,457.2977619941615,0.6677240245421824
1217,0.05,0.5,1,9,-0.009673746321776658,458.8821560292243,0.6688332352498844
1218,0.05,0.5,1,10,0.0065103213443519214,457.7866358954566,0.6683994539654342
1219,0.05,0.5,1,11,0.0016893086090648244,452.8048248035904,0.663623345968623
1220,0.05,0.5,1,12,0.002667942774064696,454.86746012217964,0.6631532369871793
1221,0.05,0.5,1,13,-0.0038315314002406314,457.3457384233109,0.6684656166074335
1222,0.05,0.5,1,14,0.0023361561209364104,454.8046762350705,0.6652834773712188
1223,0.05,0.5,1,15,0.008246383695676512,454.3301091349975,0.6642513026484451
1224,0.05,0.5,1,16,-0.04475457108368144,457.67701249936334,0.6677097911982436
1225,0.05,0.5,1,17,-0.00028124017804442153,455.10657886397894,0.6655153680415066
1226,0.05,0.5,1,18,-0.011303804402679312,459.4293781217734,0.6722433294377653
1227,0.05,0.5,1,19,-0.008873861022956342,455.5027612854826,0.6620817481343331
1228,0.05,0.5,1,20,-0.0024492122645762443,456.0706189441892,0.6666145558769236
1229,0.05,0.5,1,21,-0.013875605568743067,460.91620576008154,0.674191761862307
1230,0.05,0.5,1,22,-0.001779368659674536,456.4800172491314,0.6701496257223537
1231,0.05,0.5,1,23,0.001550875958646979,454.02077369068206,0.6619155442556984
1232,0.05,0.5,1,24,0.0010173925329701506,456.87213311238634,0.6660304044077118
1233,0.05,0.5,1,25,-0.0016750708782825887,456.0032820939534,0.6689133141352063
1234,0.05,0.5,1,26,0.013276744401688542,455.45978836672924,0.6660630940242344
1235,0.05,0.5,1,27,-0.007658697136349704,459.0111457063288,0.6721768190712908
1236,0.05,0.5,1,28,-0.008133583270553727,452.00432205773694,0.6581373960117084
1237,0.05,0.5,2,0,-0.0014283193794212973,455.4472206706061,0.6652178853497839
1238,0.05,0.5,2,1,0.018529023344872077,455.8392867093086,0.6647694812553552
1239,0.05,0.5,2,2,-0.018551401769602845,457.0858836692984,0.6633982768642444
1240,0.05,0.5,2,3,-0.0011829548699279584,459.63448159791386,0.6717362389437547
1241,0.05,0.5,2,4,0.006176394587270148,458.40640533086554,0.671267958535681
1242,0.05,0.5,2,5,0.0027165908674058672,452.8626788497035,0.6589691630365805
1243,0.05,0.5,2,6,0.009133872713051204,458.19159252620875,0.6744178490114247
1244,0.05,0.5,2,7,-0.0016554235115357613,456.0570336728972,0.667843139210499
1245,0.05,0.5,2,8,0.002501641738020056,458.548166649827,0.6664556677692969
1246,0.05,0.5,2,9,0.0004994962173497421,452.27023972268563,0.6597711842753579
1247,0.05,0.5,2,10,0.014731114070085614,455.46845733066965,0.6667987572079387
1248,0.05,0.5,2,11,0.03039047859290923,452.96606226672884,0.663195352483407
1249,0.05,0.5,2,12,-0.0062122911609809595,457.0592036875669,0.6682167730631569
1250,0.05,0.5,2,13,-0.008886181886997838,458.40055491343264,0.6713779510396581
1251,0.05,0.5,2,14,0.04292929415428883,457.5286792276243,0.672432146111604
1252,0.05,0.5,2,15,0.009344927735721901,454.8706231081342,0.666108077849016
1253,0.05,0.5,2,16,0.014051155214571837,452.9374816758732,0.6589274743037806
1254,0.05,0.5,2,17,-0.016606688243540585,460.1860640672682,0.6738089856236096
1255,0.05,0.5,2,18,-0.003099104869598792,455.99003600056426,0.6646916566267841
1256,0.05,0.5,2,19,0.012790719067187465,456.3810952502845,0.6683695001703001
1257,0.05,0.5,2,20,-0.009536914723382075,456.876545219937,0.6695209829810951
1258,0.05,0.5,2,21,-0.0011540383370371489,458.62391219796723,0.6695920567179026
1259,0.05,0.5,2,22,0.011696762138699586,457.65695511885406,0.668201077597046
1260,0.05,0.5,2,23,-0.002518408853900011,457.14281925856477,0.6651547109907263
1261,0.05,0.5,2,24,-0.0027708045637188697,456.9696034761826,0.66542300843525
1262,0.05,0.5,2,25,0.012417941949295339,456.51429892046264,0.668034377991388
1263,0.05,0.5,2,26,0.0101669076891915,455.38858406929586,0.6645546250637624
1264,0.05,0.5,2,27,0.006106172090784953,451.4407094048807,0.6587844716746417
1265,0.05,0.5,2,28,0.029737094661386812,452.75089545845225,0.6615300554713496
1266,0.05,0.5,2,29,0.00762497622408749,456.820657919962,0.6682829851805717
1267,0.05,0.5,3,0,0.0027138728993288813,456.18009307466826,0.6682870941123248
1268,0.05,0.5,3,1,0.01501041728342778,452.28359823455907,0.6611117485930927
1269,0.05,0.5,3,2,0.028433408862092047,453.0924335381448,0.6618422264958527
1270,0.05,0.5,3,3,0.018839067485528712,455.68394986859266,0.6648314555750853
1271,0.05,0.5,3,4,0.0019052168590868099,457.33753514052006,0.6664284063329355
1272,0.05,0.5,3,5,0.02081766379761697,453.38190069449155,0.6581878760733096
1273,0.05,0.5,3,6,0.026523344008582018,454.10740311310104,0.6616540789189798
1274,0.05,0.5,3,7,0.006282471372124262,456.1168585076487,0.6685519657176998
1275,0.05,0.5,3,8,0.0037929096758822687,459.32202448794897,0.6708746460387376
1276,0.05,0.5,3,9,-0.00797501196387565,454.82557088313865,0.6632255724474406
1277,0.05,0.5,3,10,0.012004239704509478,451.7893280620988,0.6551643908289242
1278,0.05,0.5,3,11,-0.006458909232035938,458.30873789655135,0.671358910868609
1279,0.05,0.5,3,12,0.016029821452790666,457.10931871598115,0.6662472066072369
1280,0.05,0.5,3,13,0.009602009156022157,457.9546992803751,0.6684903883272802
1281,0.05,0.5,3,14,0.028892119050331507,455.44566268638573,0.6654790718400689
1282,0.05,0.5,3,15,0.010052856574955929,457.42156583155855,0.6693908523458786
1283,0.05,0.5,3,16,-0.010629982563752777,458.8180884485151,0.6680362530673336
1284,0.05,0.5,3,17,-0.014497761473479606,457.8572146011223,0.6702911527343192
1285,0.05,0.5,3,18,0.020897369613606234,457.1927102110867,0.6679036182088108
1286,0.05,0.5,3,19,0.019984820487490992,458.82023368587676,0.6704391498268114
1287,0.05,0.5,3,20,0.011989270507161377,454.8027805398386,0.6655853186604083
1288,0.05,0.5,3,21,0.020406984076783298,458.6689742856902,0.669665983457278
1289,0.05,0.5,3,22,-0.010643239764696368,456.6905585602479,0.6648850500647566
1290,0.05,0.5,3,23,-8.957753571745229e-05,455.7646011058187,0.6648028201271255
1291,0.05,0.5,3,24,0.019639040153211797,455.90838838434865,0.6650779788497799
1292,0.05,0.5,3,25,0.011468307076838505,453.4915565604415,0.6620150979587122
1293,0.05,0.5,3,26,-0.01803558747642859,454.33662594554613,0.6614376191785677
1294,0.05,0.5,3,27,0.020780342289932897,456.07226750031117,0.6673300419751946
1295,0.05,0.5,3,28,-0.01081251143831962,457.87411279981325,0.6693676304308139
1296,0.05,0.5,3,29,0.010640812767229953,455.8527212034321,0.6631472455860837
1297,0.05,0.5,4,0,0.010823662688186334,455.8826124765722,0.6639613965417819
1298,0.05,0.5,4,1,-0.004706934440977491,460.2750143084616,0.6735584434948511
1299,0.05,0.5,4,2,0.023052568001353243,454.09264948805327,0.6623367364111953
1300,0.05,0.5,4,3,0.01351783751478522,454.4941341702006,0.6615950977970386
1301,0.05,0.5,4,4,0.014134197733212511,455.4446776539741,0.6652962439802118
1302,0.05,0.5,4,5,0.021207856957843062,452.56362252972394,0.6577038196485826
1303,0.05,0.5,4,6,0.009423361679106616,454.3349901069412,0.6657135326887974
1304,0.05,0.5,4,7,0.037380826539227925,452.08731718617145,0.6611871720390904
1305,0.05,0.5,4,8,0.01682763468444336,458.25649047499763,0.6665073965240259
1306,0.05,0.5,4,9,0.04518905711875041,452.1868484577196,0.6598857947466561
1307,0.05,0.5,4,10,0.02258647901385381,458.3529483722812,0.6698576424866575
1308,0.05,0.5,4,11,0.01785937243262734,456.4620184633066,0.6689833795260798
1309,0.05,0.5,4,12,0.02987555091956448,453.060967053088,0.6584704348739948
1310,0.05,0.5,4,13,-0.00037942787091532526,456.61381525909627,0.6658151213511448
1311,0.05,0.5,4,14,0.012043578378331999,452.3086971247731,0.658442627853602
