,er_p,cognitive_translate,cognitive_exponent,repetition,measure,pen_name,data,pearson,euclidean,mape
1177,0.1,3,5,5,opinion-timeseries,mod,"[3.0000000e+01 1.0000000e+02 1.0000000e+02 1.1666667e+01 5.5000000e+00
 3.3333335e-02 3.3333335e-02 2.8233334e+01 2.8233334e+01 2.8100000e+01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 9.8966667e+01 9.9433334e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 2.4566668e+01 2.4266666e+01 2.4833334e+01
 2.5433332e+01 9.9766670e+01 1.0000000e+02 1.0000000e+02 0.0000000e+00
 1.0000000e+02 1.0000000e+02 9.9533333e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.0000000e+02 1.0000000e+02 7.3333335e-01 9.8400002e+01
 7.4966667e+01 7.6000000e+01 7.2833336e+01 5.0000000e-01 0.0000000e+00
 9.7966667e+01 9.7966667e+01 4.8900002e+01 2.4233334e+01 1.8466667e+01
 6.0000000e+00 6.0000000e+00 5.9666667e+00 3.0999999e+00 3.0999999e+00
 4.2333331e+00 4.7333331e+00 0.0000000e+00 0.0000000e+00]",0.04794931629303736,470.8792835951354,0.726315152469195
1178,0.1,3,5,5,opinion-timeseries,rep,"[ 53.         100.         100.          12.8          6.4333334
   0.           0.          26.2         26.266666    26.1
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.          98.9         99.13333      0.           0.
   0.           0.          28.333334    28.1         28.5
  29.          99.8        100.         100.           0.
  99.96667    100.          99.03333      0.           0.
   0.         100.         100.           0.73333335  98.566666
  75.566666    75.86667     74.46667      0.36666667   0.
  99.26667     99.26667     48.833332    24.9         21.833334
   9.066667     9.           8.966666     4.9333334    4.9333334
   6.233333     6.6666665    0.           0.        ]",0.04336807122105299,407.22487349525056,0.7619151016693694
1179,0.1,3,5,6,opinion-timeseries,dem,"[6.3000000e+01 6.3000000e+01 6.3000000e+01 3.3333335e-02 3.3333335e-02
 3.3333335e-02 3.3333335e-02 4.9566666e+01 4.9566666e+01 4.9299999e+01
 1.3333334e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 5.6666666e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.7333336e+01 6.7333336e+01 6.7500000e+01 6.7500000e+01 6.7500000e+01
 6.7500000e+01 8.4533333e+01 8.3066666e+01 5.0000000e-01 5.0000000e-01
 9.9599998e+01 9.9833336e+01 9.9833336e+01 9.9866669e+01 5.6666666e-01
 9.8566666e+01 9.7266670e+01 6.0000002e-01 0.0000000e+00 8.9999998e-01
 8.9999998e-01 8.9999998e-01 4.6666667e-01 4.6666667e-01 4.6666667e-01
 5.1000000e+01 5.0933334e+01 5.0933334e+01 0.0000000e+00]",0.1447326667029163,580.2733853829136,0.7150974989597885
1180,0.1,3,5,6,opinion-timeseries,mod,"[3.7000000e+01 1.0000000e+02 1.0000000e+02 1.2200000e+01 6.4333334e+00
 3.3333335e-02 3.3333335e-02 2.5866667e+01 2.5900000e+01 2.5733334e+01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 9.9033333e+01 9.9400002e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 2.4799999e+01 2.4733334e+01 2.5066668e+01
 2.5600000e+01 9.9566666e+01 1.0000000e+02 1.0000000e+02 0.0000000e+00
 1.0000000e+02 1.0000000e+02 9.9000000e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.0000000e+02 9.9966667e+01 3.3333334e-01 9.8800003e+01
 7.3933334e+01 7.5366669e+01 7.4766670e+01 8.0000001e-01 0.0000000e+00
 9.8000000e+01 9.8000000e+01 4.9266666e+01 2.5233334e+01 1.7799999e+01
 5.5000000e+00 5.4333334e+00 5.4000001e+00 2.5666666e+00 2.5666666e+00
 3.8000000e+00 4.6999998e+00 0.0000000e+00 0.0000000e+00]",0.04313192688613311,471.3070882122561,0.7256760218339708
1181,0.1,3,5,6,opinion-timeseries,rep,"[ 52.         100.         100.          11.733334     5.8333335
   0.           0.          26.866667    26.933332    26.7
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.          99.066666    99.23333      0.           0.
   0.           0.          26.433332    26.133333    26.766666
  27.233334    99.8        100.         100.           0.
 100.         100.          99.3          0.           0.
   0.         100.         100.           0.56666666  98.73333
  74.166664    74.76667     75.46667      0.7          0.
  99.166664    99.166664    50.2         24.066668    20.466667
   8.733334     8.7          8.6          4.1666665    4.1666665
   5.733333     6.1666665    0.           0.        ]",0.041972782270229735,408.64219324142226,0.7640398741716758
1182,0.1,3,5,7,opinion-timeseries,dem,"[6.6000000e+01 6.6000000e+01 6.6000000e+01 3.3333335e-02 3.3333335e-02
 3.3333335e-02 3.3333335e-02 4.9466667e+01 4.9466667e+01 4.9066666e+01
 2.0000000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 6.3333333e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.5666664e+01 6.5666664e+01 6.5766670e+01 6.5766670e+01 6.5766670e+01
 6.5766670e+01 8.3266670e+01 8.1833336e+01 8.0000001e-01 8.0000001e-01
 9.9699997e+01 9.9966667e+01 9.9966667e+01 9.9966667e+01 8.3333331e-01
 9.8566666e+01 9.7500000e+01 5.3333336e-01 0.0000000e+00 1.5000000e+00
 1.5000000e+00 1.5000000e+00 7.3333335e-01 7.3333335e-01 7.3333335e-01
 4.9900002e+01 5.0099998e+01 5.0099998e+01 0.0000000e+00]",0.13253070248645005,580.4127011568307,0.7155411877174289
1183,0.1,3,5,7,opinion-timeseries,mod,"[4.0000000e+01 1.0000000e+02 1.0000000e+02 1.2466666e+01 6.6333332e+00
 0.0000000e+00 0.0000000e+00 2.5466667e+01 2.5466667e+01 2.5433332e+01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 9.8666664e+01 9.9466667e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 2.5266666e+01 2.5133333e+01 2.5633333e+01
 2.6166666e+01 9.9733330e+01 1.0000000e+02 1.0000000e+02 3.3333335e-02
 1.0000000e+02 1.0000000e+02 9.9366669e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.0000000e+02 1.0000000e+02 7.6666665e-01 9.8766670e+01
 7.4433334e+01 7.5066666e+01 7.5333336e+01 7.3333335e-01 0.0000000e+00
 9.8199997e+01 9.8199997e+01 5.0133335e+01 2.5866667e+01 1.6799999e+01
 4.0999999e+00 4.0333333e+00 4.0333333e+00 2.1666667e+00 2.1666667e+00
 3.4666667e+00 4.1666665e+00 0.0000000e+00 0.0000000e+00]",0.03985083869019592,471.93251059654085,0.7254532584613069
1184,0.1,3,5,7,opinion-timeseries,rep,"[ 58.         100.         100.          12.666667     6.9333334
   0.           0.          26.833334    26.866667    26.6
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.          99.23333     99.26667      0.           0.
   0.           0.          26.333334    26.066668    26.566668
  27.166666    99.8         99.96667    100.           0.
 100.         100.          99.           0.           0.
   0.         100.          99.96667      0.73333335  98.53333
  74.5         73.76667     76.23333      0.5          0.
  98.833336    98.86667     50.066666    25.8         21.666666
   8.566667     8.5          8.433333     4.           4.
   4.8333335    5.7          0.           0.        ]",0.03295538210651188,408.64589798312534,0.7653887465358826
1185,0.1,3,5,8,opinion-timeseries,dem,"[6.3000000e+01 6.3000000e+01 6.3000000e+01 6.6666670e-02 6.6666670e-02
 6.6666670e-02 6.6666670e-02 4.9166668e+01 4.9166668e+01 4.8866665e+01
 2.0000000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 6.0000002e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.6699997e+01 6.6699997e+01 6.7099998e+01 6.7099998e+01 6.7099998e+01
 6.7099998e+01 8.3933334e+01 8.2833336e+01 8.0000001e-01 8.0000001e-01
 9.9566666e+01 9.9866669e+01 9.9866669e+01 9.9866669e+01 5.3333336e-01
 9.8400002e+01 9.6833336e+01 6.3333333e-01 0.0000000e+00 1.0666667e+00
 1.0666667e+00 1.0666667e+00 4.6666667e-01 4.6666667e-01 4.6666667e-01
 4.8533333e+01 4.8333332e+01 4.8333332e+01 0.0000000e+00]",0.1418854657143301,580.8971690679434,0.7169764845598386
1186,0.1,3,5,8,opinion-timeseries,mod,"[ 46.         100.         100.          13.133333     6.6666665
   0.           0.          25.733334    25.733334    25.666666
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.          98.63333     99.3          0.           0.
   0.           0.          25.2         24.966667    25.166666
  25.9         99.73333    100.         100.           0.
 100.         100.          99.46667      0.           0.
   0.         100.         100.           0.76666665  98.7
  75.433334    74.2         75.2          1.           0.
  97.9         97.9         48.666668    24.033333    18.233334
   6.2          6.1          6.1          3.1          3.1
   4.233333     4.9333334    0.           0.        ]",0.03265106118031882,470.406584866588,0.7215550057528655
1187,0.1,3,5,8,opinion-timeseries,rep,"[ 40.        100.        100.         11.933333    5.9333334   0.
   0.         26.1        26.1        25.8         0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         98.96667    99.166664    0.
   0.          0.          0.         26.4        26.333334   26.733334
  27.133333   99.7       100.        100.          0.        100.
 100.         99.333336    0.          0.          0.        100.
 100.          0.6333333  98.63333    73.36667    75.36667    74.933334
   0.7         0.         99.13333    99.13333    49.633335   24.
  21.266666    8.833333    8.8         8.733334    4.2         4.2
   5.3         5.5666666   0.          0.       ]",0.05631572305819588,408.6938205705998,0.7623725606085509
1188,0.1,3,5,9,opinion-timeseries,dem,"[69.         69.         69.          0.16666667  0.16666667  0.16666667
  0.16666667 51.1        51.1        50.8         0.2         0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.8333333   0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         65.86667
 65.86667    66.36667    66.36667    66.36667    66.36667    83.36667
 82.5         0.4         0.4        99.566666   99.86667    99.86667
 99.86667     0.6        98.933334   97.8         0.76666665  0.
  1.3666667   1.3666667   1.3666667   0.73333335  0.73333335  0.73333335
 48.233334   48.033333   48.033333    0.        ]",0.11638626597977865,580.5893913719427,0.7148295421526194
1189,0.1,3,5,9,opinion-timeseries,mod,"[ 46.         100.         100.          12.066667     6.366667
   0.           0.          25.566668    25.566668    25.333334
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.          98.933334    99.333336     0.           0.
   0.           0.          25.533333    25.5         25.933332
  26.433332    99.53333    100.         100.           0.
 100.         100.          99.53333      0.           0.
   0.         100.         100.           0.9         98.96667
  74.566666    75.166664    75.333336     0.73333335   0.
  98.066666    98.03333     49.266666    24.          17.433332
   5.6666665    5.5666666    5.5333333    2.6333334    2.6333334
   4.0666666    4.5666666    0.           0.        ]",0.034113849417309904,470.9468833208721,0.7224757389558447
1190,0.1,3,5,9,opinion-timeseries,rep,"[3.6000000e+01 1.0000000e+02 1.0000000e+02 1.2566667e+01 6.3333335e+00
 0.0000000e+00 0.0000000e+00 2.6100000e+01 2.6233334e+01 2.6166666e+01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 9.9033333e+01 9.9500000e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 2.5600000e+01 2.5366667e+01 2.5933332e+01
 2.6299999e+01 9.9833336e+01 1.0000000e+02 1.0000000e+02 0.0000000e+00
 1.0000000e+02 1.0000000e+02 9.9366669e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.0000000e+02 1.0000000e+02 8.9999998e-01 9.9033333e+01
 7.3733330e+01 7.4866669e+01 7.4766670e+01 8.6666667e-01 0.0000000e+00
 9.9199997e+01 9.9199997e+01 5.0566666e+01 2.6066668e+01 2.2333334e+01
 9.8666668e+00 9.8333330e+00 9.7666664e+00 5.0000000e+00 5.0000000e+00
 6.4333334e+00 7.1999998e+00 3.3333335e-02 0.0000000e+00]",0.06383259820334766,407.409417789071,0.7616552519923134
1191,0.25,0,1,0,opinion-timeseries,dem,"[66.        66.        66.        47.066666  44.933334  44.933334
 44.933334  56.8       56.8       55.833332  47.        41.866665
 36.5       36.5       31.733334  31.733334  31.133333  31.133333
 27.5       24.2       18.066668  18.066668  23.7       14.9
 11.133333   7.9333334  5.9        5.9        5.8        5.8
  5.8        5.8        5.8        5.8        4.233333  23.4
 23.4       37.1       37.1       37.1       37.1       39.166668
 38.233334  33.966667  33.966667  44.4       52.133335  57.933334
 63.333332  56.233334  57.833332  55.833332  48.866665  42.533333
 46.033333  46.033333  46.033333  44.266666  44.266666  44.266666
 46.666668  48.833332  48.833332  36.1      ]",-0.15426982241851217,454.6593587140243,0.5873723647840108
1192,0.25,0,1,0,opinion-timeseries,mod,"[39.        66.5       74.86667   43.866665  41.566666  29.833334
 29.5       38.466667  46.766666  51.8       31.433332  27.6
 24.966667  24.566668  20.833334  18.333334  18.033333   9.933333
  8.533334   7.633333   4.7       18.233334  30.433332  19.533333
  8.933333   4.366667   2.0666666 17.3       16.933332  27.
 36.233334  34.166668  33.266666  42.966667  31.033333  42.3
 50.8       50.9       32.666668  20.8       13.433333  33.4
 32.166668  36.366665  44.033333  48.833332  48.933334  50.166668
 49.333332  43.8       51.866665  52.866665  47.733334  42.933334
 44.766666  41.033333  39.133335  37.766666  34.566666  33.866665
 37.466667  40.233334  30.866667  24.066668 ]",-0.2094146882059869,359.1442541818121,0.5561955693439504
1193,0.25,0,1,0,opinion-timeseries,rep,"[53.        74.86667   81.3       45.766666  43.866665  31.033333
 30.6       39.7       47.966667  52.9       30.533333  26.633333
 23.166666  22.8       19.333334  16.866667  16.566668   9.566667
  8.7        7.6666665  4.9333334 18.4       30.633333  18.8
  8.066667   3.7333333  1.5666667 17.6       17.333334  28.766666
 37.3       34.8       33.333332  42.9       31.6       42.4
 50.833332  51.066666  32.7       20.7       13.233334  31.966667
 30.666666  36.166668  43.8       48.533333  49.866665  50.533333
 50.4       45.2       52.        53.266666  48.366665  43.866665
 45.433334  41.1       39.933334  38.366665  35.1       34.8
 38.4       41.        30.1       22.766666 ]",-0.13785425200391638,276.3287987537095,0.49883348257975535
1194,0.25,0,1,1,opinion-timeseries,dem,"[61.        61.        61.        42.866665  41.033333  41.033333
 41.033333  55.133335  55.133335  54.        44.833332  39.7
 34.5       34.5       29.2       29.2       28.766666  28.766666
 25.        21.866667  16.066668  16.066668  21.6       13.333333
  9.5        7.1666665  5.         5.         4.9333334  4.9333334
  4.9333334  4.9333334  4.9333334  4.9333334  3.6       20.933332
 20.933332  34.9       34.9       34.9       34.9       36.233334
 34.5       30.6       30.6       41.9       50.266666  55.466667
 61.566666  55.533333  57.7       55.9       49.666668  44.366665
 48.266666  48.266666  48.266666  45.9       45.9       45.9
 47.833332  49.166668  49.166668  36.3      ]",-0.08632115634022651,464.4375348611737,0.6056277632257103
1195,0.25,0,1,1,opinion-timeseries,mod,"[40.        67.46667   76.1       43.2       41.366665  30.8
 30.3       40.633335  48.233334  53.4       30.9       27.433332
 23.9       23.3       20.2       17.533333  17.2        8.9
  7.866667   6.8333335  4.2       16.266666  31.        20.266666
  9.166667   4.0333333  1.6       17.566668  17.3       28.033333
 36.1       33.633335  34.033333  43.4       32.3       43.6
 52.3       51.966667  32.5       20.566668  13.033334  32.566666
 31.2       37.466667  43.933334  48.233334  50.533333  49.8
 48.6       43.766666  51.366665  52.733334  47.6       42.966667
 45.133335  41.433334  39.733334  38.233334  35.        34.233334
 38.333332  41.066666  30.933332  24.3      ]",-0.21828207915006176,359.48358969262745,0.5550578740423092
1196,0.25,0,1,1,opinion-timeseries,rep,"[49.        72.73333   79.63333   44.166668  42.4       30.566668
 30.066668  41.066666  48.3       53.666668  31.3       28.
 24.7       24.433332  21.233334  18.633333  18.233334   9.533334
  8.7        7.233333   4.5333333 16.733334  30.133333  18.466667
  8.7        3.9333334  1.8666667 16.2       15.866667  26.233334
 35.433334  34.766666  34.2       44.1       33.3       44.266666
 51.733334  52.166668  34.966667  21.4       13.8       33.133335
 31.833334  37.766666  45.233334  48.6       49.333332  50.366665
 49.7       43.6       51.233334  52.6       47.4       42.9
 44.5       40.233334  39.066666  37.866665  33.733334  33.233334
 37.333332  40.233334  30.366667  23.566668 ]",-0.12326299023716772,275.1833556978459,0.4953433001024927
1197,0.25,0,1,2,opinion-timeseries,dem,"[69.        69.        69.        49.233334  47.066666  47.066666
 47.066666  57.7       57.7       56.733334  47.6       41.966667
 37.033333  37.033333  32.3       32.3       31.7       31.7
 28.3       25.4       18.333334  18.333334  24.7       16.333334
 11.5        8.733334   6.3        6.3        6.1666665  6.1666665
  6.1666665  6.1666665  6.1666665  6.1666665  4.8       22.7
 22.7       35.4       35.4       35.4       35.4       37.833332
 36.666668  32.7       32.7       44.        51.633335  57.266666
 63.066666  55.633335  58.433334  56.366665  49.066666  43.066666
 46.6       46.6       46.6       44.9       44.9       44.9
 47.133335  48.        48.        35.866665 ]",-0.19780584172653679,453.545391441473,0.5844517694662841
1198,0.25,0,1,2,opinion-timeseries,mod,"[39.        65.433334  73.96667   42.5       40.8       28.733334
 28.233334  38.466667  46.2       51.566666  29.933332  26.
 22.666666  22.233334  19.666666  17.333334  17.         8.8
  7.8333335  6.8333335  4.2       16.8       28.7       18.866667
  8.233334   3.9        1.8666667 15.666667  15.333333  25.633333
 34.633335  31.766666  32.        40.533333  30.066668  40.566666
 48.666668  49.433334  32.1       20.4       13.133333  32.4
 30.933332  36.466667  43.933334  47.366665  48.566666  48.
 47.733334  42.4       50.066666  51.366665  45.733334  41.366665
 42.966667  39.8       38.433334  37.2       34.266666  33.833332
 37.466667  40.333332  30.4       22.466667 ]",-0.22159439163102979,366.99374010327506,0.5695189970818928
1199,0.25,0,1,2,opinion-timeseries,rep,"[59.        77.        82.4       46.4       43.633335  31.
 30.5       40.8       49.166668  54.4       32.3       28.966667
 25.733334  25.4       21.833334  19.5       19.033333  10.4
  9.133333   8.066667   5.1666665 19.066668  31.666666  20.566668
  9.733334   4.6        2.3666666 16.966667  16.7       27.166666
 35.6       33.533333  33.033333  42.933334  30.866667  41.633335
 49.9       50.233334  32.6       20.8       13.1       32.5
 31.166666  36.6       43.666668  47.366665  49.033333  50.2
 48.1       43.233334  51.6       52.6       47.166668  42.933334
 44.8       41.166668  39.533333  37.933334  34.566666  34.133335
 38.5       41.566666  31.3       24.266666 ]",-0.19084515260595025,274.5712734838224,0.49835132022181805
1200,0.25,0,1,3,opinion-timeseries,dem,"[63.        63.        63.        45.1       42.966667  42.966667
 42.966667  54.633335  54.633335  53.566666  45.566666  39.966667
 35.433334  35.433334  31.5       31.5       30.966667  30.966667
 27.366667  24.4       17.566668  17.566668  23.6       16.033333
 11.633333   8.033334   5.8        5.8        5.633333   5.633333
  5.633333   5.633333   5.633333   5.633333   4.1666665 21.266666
 21.266666  35.1       35.1       35.1       35.1       38.9
 37.6       33.        33.        43.866665  53.133335  59.133335
 65.166664  58.8       61.2       59.033333  52.566666  45.966667
 49.533333  49.533333  49.533333  47.333332  47.333332  47.333332
 49.766666  51.4       51.4       37.966667 ]",-0.07300919358784087,453.24868487574435,0.5878978501506992
1201,0.25,0,1,3,opinion-timeseries,mod,"[43.        68.76667   76.86667   44.566666  42.833332  30.533333
 29.933332  39.733334  47.9       52.333332  30.566668  27.033333
 23.4       22.966667  19.833334  17.6       17.333334   9.7
  8.9        7.733333   4.5333333 16.866667  29.7       19.2
  9.133333   4.2        2.1333334 16.033333  15.766666  26.333334
 34.7       31.9       33.066666  41.533333  29.466667  41.133335
 48.733334  50.4       32.9       20.2       12.566667  29.666666
 28.266666  34.2       41.666668  45.4       47.5       47.633335
 46.8       41.8       48.866665  50.866665  45.2       40.766666
 42.133335  37.933334  36.466667  35.166668  31.566668  31.133333
 36.233334  39.5       30.        23.4      ]",-0.28545390073760096,367.95243038629786,0.5702383225083837
1202,0.25,0,1,3,opinion-timeseries,rep,"[44.        68.433334  75.433334  43.933334  41.833332  29.7
 29.333334  40.5       48.233334  53.166668  31.533333  27.433332
 24.133333  23.666666  20.6       17.766666  17.6        9.633333
  8.6        7.5666666  4.866667  17.833334  31.3       20.366667
 10.133333   4.6        1.8       16.733334  16.533333  27.566668
 35.566666  32.266666  33.166668  42.3       30.333334  40.933334
 49.966667  51.166668  33.266666  22.066668  13.7       31.733334
 30.333334  35.833332  42.566666  46.        48.166668  49.
 48.033333  43.        50.4       52.166668  47.533333  42.566666
 44.4       40.266666  38.9       37.633335  34.3       33.9
 37.6       40.633335  30.366667  23.1      ]",-0.10425709208216219,276.3236133568839,0.4974899117685605
1203,0.25,0,1,4,opinion-timeseries,dem,"[68.       68.       68.       48.533333 46.866665 46.866665 46.866665
 58.566666 58.566666 57.566666 47.866665 41.766666 37.666668 37.666668
 32.8      32.8      32.3      32.3      28.433332 24.3      17.7
 17.7      22.7      14.766666 11.233334  7.866667  5.866667  5.866667
  5.766667  5.766667  5.766667  5.766667  5.766667  5.766667  4.233333
 21.433332 21.433332 34.433334 34.433334 34.433334 34.433334 37.5
 36.366665 31.766666 31.766666 43.533333 52.       57.766666 64.166664
 57.366665 58.766666 57.233334 49.933334 44.3      48.133335 48.133335
 48.133335 46.1      46.1      46.1      48.333332 49.666668 49.666668
 37.133335]",-0.1765543783109463,453.96850732896894,0.5833732178941357
1204,0.25,0,1,4,opinion-timeseries,mod,"[33.        62.6       72.5       42.566666  40.7       29.4
 28.866667  39.566666  47.466667  51.733334  31.        27.
 24.433332  23.9       20.533333  18.033333  17.733334   9.666667
  8.466666   7.4666667  4.6666665 17.333334  31.066668  19.6
  9.5        4.6        1.9666667 17.766666  17.466667  27.8
 36.133335  32.666668  33.366665  42.433334  30.666666  41.2
 49.3       50.233334  32.333332  21.7       13.366667  31.933332
 30.466667  36.6       43.166668  47.        48.666668  51.066666
 49.2       43.633335  51.066666  52.7       47.1       42.466667
 44.166668  40.066666  38.5       37.233334  33.6       33.266666
 36.766666  39.433334  30.1       22.466667 ]",-0.18218451861273,361.53716211295136,0.5611817358446606
1205,0.25,0,1,4,opinion-timeseries,rep,"[54.        75.666664  81.86667   47.066666  45.333332  32.7
 32.033333  41.733334  48.966667  53.866665  31.2       27.066668
 23.133333  22.7       20.133333  17.733334  17.266666   9.6
  8.233334   7.133333   4.5       17.833334  30.4       19.8
  9.266666   4.4333334  1.9666667 16.666666  16.5       27.633333
 36.266666  33.633335  33.066666  42.3       30.433332  40.966667
 49.366665  50.3       32.966667  20.833334  13.666667  31.133333
 29.866667  35.7       42.833332  46.2       47.4       48.266666
 47.966667  42.633335  50.3       51.333332  46.3       41.5
 43.233334  39.533333  38.2       37.033333  33.5       33.
 36.2       38.8       28.433332  21.9      ]",-0.2013661984202424,280.3503382153707,0.5070965008684818
1206,0.25,0,1,5,opinion-timeseries,dem,"[69.       69.       69.       49.033333 46.566666 46.566666 46.566666
 57.7      57.7      56.7      48.133335 42.166668 37.633335 37.633335
 32.966667 32.966667 32.2      32.2      28.566668 25.3      18.733334
 18.733334 24.1      16.6      12.766666  9.133333  6.4       6.4
  6.3       6.3       6.3       6.3       6.3       6.3       5.2
 21.8      21.8      36.166668 36.166668 36.166668 36.166668 39.7
 38.6      34.333332 34.333332 45.1      53.366665 58.966667 65.1
 57.933334 59.966667 57.866665 50.333332 44.266666 48.333332 48.333332
 48.333332 46.6      46.6      46.6      48.6      49.9      49.9
 36.433334]",-0.1643985641903533,448.41713103936235,0.5770633776091278
1207,0.25,0,1,5,opinion-timeseries,mod,"[41.        68.13333   76.4       44.433334  42.2       29.9
 29.333334  38.6       47.266666  53.133335  29.9       26.033333
 22.833334  22.666666  20.333334  18.        17.9        9.866667
  8.533334   7.4666667  4.8       16.966667  30.366667  19.333334
  9.7        4.0666666  1.6666666 16.166666  15.966666  26.966667
 36.133335  34.1       32.566666  40.933334  29.966667  41.266666
 50.133335  49.6       32.433334  19.866667  12.5       31.1
 29.733334  36.366665  43.133335  45.833332  48.133335  48.433334
 48.3       43.133335  50.7       51.166668  46.        41.733334
 43.466667  39.833332  38.466667  37.133335  34.233334  33.833332
 37.466667  39.766666  29.966667  22.8      ]",-0.24545679640400805,364.496478216833,0.5651078594723319
1208,0.25,0,1,5,opinion-timeseries,rep,"[51.        71.73333   79.066666  45.7       43.733334  31.866667
 31.366667  41.733334  48.966667  54.1       31.6       27.3
 24.066668  23.733334  21.133333  18.933332  18.6       10.1
  8.766666   7.766667   4.9333334 16.866667  30.633333  19.7
  9.433333   3.8666666  2.0333333 16.9       16.633333  27.933332
 36.2       33.466667  33.166668  42.2       31.533333  42.066666
 50.633335  51.133335  33.3       20.966667  13.733334  30.666666
 29.2       35.266666  42.3       47.133335  48.3       49.366665
 47.833332  42.866665  51.        52.933334  47.733334  42.933334
 44.066666  39.966667  38.566666  37.1       33.9       33.466667
 37.533333  40.466667  30.666666  24.1      ]",-0.1565000856038673,276.42143721752547,0.4983591887950632
1209,0.25,0,1,6,opinion-timeseries,dem,"[68.        68.        68.        49.3       47.066666  47.066666
 47.066666  59.        59.        58.1       49.366665  43.366665
 38.066666  38.066666  32.5       32.5       32.033333  32.033333
 28.833334  25.3       17.966667  17.966667  23.266666  14.4
 10.166667   7.4666667  5.633333   5.633333   5.5333333  5.5333333
  5.5333333  5.5333333  5.5333333  5.5333333  4.2       22.4
 22.4       35.366665  35.366665  35.366665  35.366665  38.366665
 37.1       32.        32.        43.066666  51.033333  56.233334
 62.233334  55.666668  58.6       56.466667  49.266666  42.533333
 46.133335  46.133335  46.133335  43.7       43.7       43.7
 45.866665  47.933334  47.933334  34.2      ]",-0.2077202370263678,456.3269864003922,0.5863682097515175
