,er_p,cognitive_translate,cognitive_exponent,repetition,measure,pen_name,data,pearson,euclidean,mape
1210,0.25,0,1,6,opinion-timeseries,mod,"[37.        64.9       74.166664  44.066666  41.833332  29.333334
 28.9       38.533333  46.966667  51.633335  30.4       26.7
 24.333334  24.133333  20.9       18.2       17.866667  10.033334
  8.833333   7.6        5.        17.633333  30.4       20.866667
  9.966666   5.         2.1666667 17.266666  16.933332  27.566668
 36.        32.966667  33.233334  42.033333  30.033333  42.033333
 50.733334  51.466667  33.466667  21.5       13.8       32.7
 31.266666  37.1       43.933334  48.633335  50.1       49.833332
 49.133335  44.666668  52.233334  53.433334  48.033333  43.7
 45.066666  40.566666  39.166668  37.9       34.166668  33.766666
 37.533333  41.2       31.366667  23.633333 ]",-0.19250735305415528,358.7952050897037,0.5559665207553628
1211,0.25,0,1,6,opinion-timeseries,rep,"[48.        72.13333   79.23333   45.        42.766666  30.7
 30.033333  39.7       47.133335  52.766666  30.6       27.233334
 23.8       23.566668  20.666666  17.966667  17.633333   9.666667
  9.         8.233334   5.        18.3       30.133333  18.766666
  8.666667   4.2        1.7666667 16.666666  16.233334  26.966667
 36.133335  33.4       33.766666  43.666668  31.066668  41.766666
 50.3       52.033333  32.8       21.166666  13.833333  33.5
 31.966667  37.566666  44.466667  49.466667  50.3       51.1
 50.1       45.333332  53.8       54.966667  50.033333  45.866665
 46.533333  42.733334  41.233334  39.9       36.8       36.366665
 40.033333  42.4       31.733334  24.9      ]",-0.0869743545209886,272.2376591811303,0.48910515033007385
1212,0.25,0,1,7,opinion-timeseries,dem,"[59.        59.        59.        42.066666  40.4       40.4
 40.4       54.166668  54.166668  53.3       44.966667  40.
 35.1       35.1       30.4       30.4       29.8       29.8
 26.7       23.133333  17.266666  17.266666  23.7       15.566667
 10.9        7.9666667  5.8333335  5.8333335  5.733333   5.733333
  5.733333   5.733333   5.733333   5.733333   4.4666667 21.433332
 21.433332  34.166668  34.166668  34.166668  34.166668  37.133335
 35.8       31.1       31.1       42.133335  50.4       56.066666
 62.166668  55.466667  57.466667  55.866665  49.266666  43.1
 46.733334  46.733334  46.733334  44.566666  44.566666  44.566666
 46.9       48.7       48.7       36.466667 ]",-0.07954249041622226,462.00438162302083,0.6051217416633903
1213,0.25,0,1,7,opinion-timeseries,mod,"[42.        68.13333   75.933334  43.9       41.566666  30.3
 29.866667  40.033333  47.866665  52.966667  30.466667  27.
 24.233334  23.9       20.8       18.466667  17.966667   9.7
  8.5        7.6666665  4.9666667 17.4       30.3       18.633333
  8.366667   3.4333334  1.6666666 17.533333  17.266666  27.8
 36.666668  33.966667  33.        41.966667  30.466667  42.066666
 50.466667  51.233334  32.9       21.766666  14.133333  33.133335
 32.066666  36.033333  43.233334  47.633335  49.666668  51.
 49.866665  44.3       51.133335  52.766666  47.1       42.5
 43.833332  39.5       38.333332  36.633335  33.633335  33.366665
 37.466667  39.833332  30.533333  23.8      ]",-0.23596664402043543,360.69847667024527,0.5576801504970561
1214,0.25,0,1,7,opinion-timeseries,rep,"[52.        73.        80.066666  47.333332  45.        31.566668
 30.933332  40.7       49.633335  54.7       30.766666  26.666666
 23.733334  23.133333  20.033333  17.333334  16.8        9.2
  8.         6.9        4.0666666 16.5       31.266666  20.266666
  9.2        4.4666667  2.0666666 15.966666  15.6       26.933332
 35.566666  34.333332  34.366665  42.933334  31.766666  42.033333
 50.3       50.8       33.166668  20.1       12.7       32.3
 31.        37.133335  43.633335  47.166668  47.7       49.033333
 47.833332  42.533333  50.9       52.233334  46.6       41.966667
 44.8       40.666668  39.133335  37.9       34.6       34.366665
 37.966667  40.5       30.8       23.633333 ]",-0.1584102807452287,277.8339319716226,0.500254534921751
1215,0.25,0,1,8,opinion-timeseries,dem,"[61.        61.        61.        43.24138   41.448277  41.448277
 41.448277  54.13793   54.13793   53.41379   44.689655  39.206898
 34.827587  34.827587  30.068966  30.068966  29.51724   29.51724
 25.655172  22.758621  16.103449  16.103449  23.206896  15.
 10.689655   8.137931   6.2413793  6.2413793  6.1034484  6.1034484
  6.1034484  6.1034484  6.1034484  6.1034484  4.034483  22.068966
 22.068966  34.482758  34.482758  34.482758  34.482758  38.344826
 36.96552   32.517242  32.517242  43.        50.96552   56.24138
 62.103447  55.24138   58.62069   56.86207   50.344826  43.517242
 47.206898  47.206898  47.206898  45.310345  45.310345  45.310345
 47.724136  50.03448   50.03448   36.517242 ]",-0.08224823846052781,459.83250793112137,0.6005048217917006
1216,0.25,0,1,8,opinion-timeseries,mod,"[50.        72.206894  79.24138   46.103447  43.724136  31.62069
 31.137932  40.517242  48.068966  53.344826  32.344826  28.862068
 25.068966  24.586206  21.034483  17.965517  17.551723   9.379311
  8.448276   7.5172415  4.8965516 17.896551  31.413794  20.310345
  9.620689   4.62069    1.9655173 16.655172  16.310345  27.48276
 36.724136  33.827587  34.24138   42.96552   31.37931   43.344826
 51.310345  52.482758  32.517242  21.172413  13.379311  32.310345
 30.965517  37.103447  44.344826  49.517242  49.896553  50.896553
 48.931034  43.13793   50.931034  52.41379   46.62069   41.896553
 43.62069   40.275864  38.86207   37.517242  34.310345  33.896553
 37.517242  40.482758  30.310345  23.896551 ]",-0.288199033739157,359.0480669510152,0.5528774163314045
1217,0.25,0,1,8,opinion-timeseries,rep,"[49.        71.72414   78.793106  44.689655  42.655174  31.310345
 30.689655  41.448277  49.62069   55.275864  32.827587  28.034483
 25.206896  24.827587  21.586206  18.689655  18.37931    9.655172
  8.4827585  7.0689654  4.413793  16.62069   30.37931   19.793104
  8.275862   4.206897   2.0689654 16.862068  16.586206  26.551723
 35.206898  33.03448   33.        41.689655  30.206896  41.24138
 49.896553  50.172413  32.482758  20.206896  13.172414  32.103447
 30.551723  35.275864  42.448277  46.206898  48.068966  48.793102
 48.13793   43.172413  51.344826  52.517242  47.172413  42.551723
 44.41379   39.96552   38.58621   37.13793   34.24138   33.793102
 37.724136  40.517242  30.172413  23.068966 ]",-0.1511353591326046,277.5330411630369,0.49994486617872363
1218,0.25,0,1,9,opinion-timeseries,dem,"[63.        63.        63.        45.566666  43.4       43.4
 43.4       54.666668  54.666668  53.766666  45.233334  39.4
 34.933334  34.933334  30.6       30.6       30.166666  30.166666
 26.9       23.5       17.033333  17.033333  22.866667  15.633333
 11.433333   8.7        6.1666665  6.1666665  6.         6.
  6.         6.         6.         6.         4.5666666 21.6
 21.6       34.3       34.3       34.3       34.3       37.1
 35.566666  30.833334  30.833334  42.133335  49.733334  55.733334
 62.633335  55.166668  57.766666  55.9       49.2       43.133335
 46.566666  46.566666  46.566666  44.2       44.2       44.2
 46.533333  49.066666  49.066666  37.466667 ]",-0.1296234910085414,460.33075826807726,0.598951133848489
1219,0.25,0,1,9,opinion-timeseries,mod,"[40.        66.566666  75.066666  43.966667  42.033333  30.7
 30.266666  40.166668  47.2       52.166668  30.533333  27.2
 23.5       22.966667  20.266666  17.7       17.366667   9.566667
  8.433333   7.633333   4.866667  17.9       30.366667  19.4
  9.033334   4.4        1.5666667 16.833334  16.566668  27.066668
 35.333332  32.966667  33.966667  42.366665  30.966667  41.533333
 49.866665  49.733334  32.3       21.066668  14.533334  32.633335
 31.133333  37.366665  44.066666  47.7       48.833332  49.433334
 47.966667  43.033333  50.5       51.933334  46.433334  42.066666
 43.4       39.8       38.566666  36.866665  33.333332  33.033333
 36.566666  40.166668  30.        23.633333 ]",-0.23812048250260187,362.2353808105727,0.560684997237866
1220,0.25,0,1,9,opinion-timeseries,rep,"[49.        71.433334  78.86667   44.533333  42.566666  30.866667
 30.266666  39.7       47.4       52.7       31.1       27.7
 24.7       24.2       20.5       18.3       18.133333   9.5
  8.233334   7.1666665  4.8       16.733334  30.733334  20.766666
  9.166667   3.8666666  1.4333333 16.6       16.266666  26.933332
 35.433334  32.933334  32.433334  41.933334  29.5       40.6
 49.233334  50.3       32.633335  20.833334  14.        32.033333
 30.733334  35.833332  42.7       47.4       48.6       48.833332
 48.266666  43.233334  50.166668  52.033333  46.966667  42.333332
 43.833332  39.766666  38.366665  37.033333  34.066666  33.433334
 37.433334  40.866665  31.233334  23.5      ]",-0.1408874386110809,278.0263473326746,0.502940816482135
1221,0.25,0,2,0,opinion-timeseries,dem,"[66.       66.       66.       58.9      58.766666 58.766666 58.766666
 63.3      63.3      63.3      61.833332 60.566666 59.666668 59.666668
 58.8      58.8      58.7      58.7      57.533333 56.733334 50.366665
 50.366665 51.633335 45.366665 40.633335 35.9      31.733334 31.733334
 31.733334 31.733334 31.733334 31.733334 31.733334 31.733334 28.1
 34.066666 34.066666 40.233334 40.233334 40.233334 40.233334 41.466667
 41.466667 40.8      40.8      45.4      50.066666 53.966667 60.1
 59.233334 61.6      61.566666 60.5      59.6      61.566666 61.566666
 61.566666 61.466667 61.466667 61.466667 62.7      64.03333  64.03333
 56.3     ]",-0.24638634839755075,326.3275003279647,0.4129531300083054
1222,0.25,0,2,0,opinion-timeseries,mod,"[54.       62.366665 66.433334 56.033333 55.966667 48.766666 48.766666
 54.333332 59.       63.233334 54.033333 53.2      52.1      52.066666
 51.033333 50.066666 50.066666 39.566666 38.733334 38.133335 33.333332
 37.633335 43.133335 37.433334 29.266666 22.4      17.733334 24.266666
 24.266666 29.466667 34.466667 35.4      35.1      38.933334 34.166668
 38.933334 42.633335 45.6      39.4      33.833332 28.933332 31.333334
 31.333334 35.233334 39.133335 43.733334 46.4      49.133335 50.266666
 49.366665 51.133335 51.233334 50.7      49.7      50.466667 49.733334
 49.7      49.566666 49.133335 49.133335 49.866665 50.466667 45.933334
 41.5     ]",-0.4729787858767678,273.67888707182163,0.40488511950608447
1223,0.25,0,2,0,opinion-timeseries,rep,"[51.       60.666668 65.2      53.866665 53.833332 48.166668 48.133335
 53.3      58.466667 63.033333 54.8      53.8      52.733334 52.733334
 51.666668 50.366665 50.333332 39.433334 38.7      38.366665 32.866665
 37.066666 42.066666 37.       27.8      21.766666 16.866667 24.1
 24.1      30.       34.933334 35.033333 34.266666 38.466667 34.266666
 39.1      43.166668 45.5      38.766666 33.166668 28.2      30.633333
 30.633333 34.6      38.666668 44.5      48.2      50.666668 51.733334
 51.1      52.666668 52.733334 52.066666 51.433334 52.266666 51.6
 51.6      51.6      51.066666 51.033333 51.3      51.833332 47.066666
 42.433334]",-0.3137847625498401,189.94449949228442,0.3246250859450146
1224,0.25,0,2,1,opinion-timeseries,dem,"[64.       64.       64.       56.266666 56.1      56.1      56.1
 61.533333 61.533333 61.533333 60.366665 59.266666 58.366665 58.366665
 57.233334 57.233334 57.2      57.2      55.966667 54.866665 48.833332
 48.833332 49.966667 42.4      37.366665 33.466667 29.5      29.5
 29.5      29.5      29.5      29.5      29.5      29.5      25.733334
 32.666668 32.666668 38.166668 38.166668 38.166668 38.166668 40.1
 40.066666 39.566666 39.566666 44.866665 49.6      52.666668 58.233334
 57.266666 59.233334 59.2      58.266666 57.266666 59.166668 59.166668
 59.166668 59.1      59.1      59.1      60.7      61.933334 61.933334
 54.9     ]",-0.242094421926686,340.65673417750105,0.43469406713631475
1225,0.25,0,2,1,opinion-timeseries,mod,"[53.       62.933334 67.26667  56.733334 56.633335 50.733334 50.733334
 55.4      60.033333 64.13333  55.866665 54.8      54.       54.
 52.966667 51.8      51.766666 41.066666 40.366665 39.533333 34.2
 38.533333 43.966667 38.       29.233334 21.733334 16.5      23.733334
 23.733334 28.933332 33.933334 34.466667 34.433334 39.066666 34.133335
 39.033333 43.766666 47.066666 40.966667 34.866665 30.1      32.7
 32.7      36.966667 40.8      46.3      49.3      51.233334 52.6
 51.866665 53.6      53.8      52.9      52.266666 52.6      52.066666
 52.033333 52.       51.466667 51.466667 51.966667 52.433334 47.766666
 43.433334]",-0.42797929453822436,265.9839751817208,0.38906338106333677
1226,0.25,0,2,1,opinion-timeseries,rep,"[46.       57.866665 62.933334 53.433334 53.4      47.566666 47.533333
 52.933334 57.433334 61.1      53.6      52.8      51.833332 51.833332
 51.       50.1      50.1      39.3      38.666668 37.833332 32.4
 36.566666 41.633335 36.1      28.266666 22.333334 17.4      23.966667
 23.966667 30.033333 35.8      35.566666 35.133335 39.666668 35.7
 40.4      44.766666 47.9      41.1      35.4      30.533333 32.6
 32.566666 36.366665 40.5      45.7      49.233334 50.633335 51.5
 50.766666 52.633335 52.866665 52.033333 51.166668 51.6      50.766666
 50.7      50.533333 50.       49.966667 50.6      51.333332 46.966667
 42.666668]",-0.2628687797262923,186.20937755716272,0.3176396940682164
1227,0.25,0,2,2,opinion-timeseries,dem,"[68.       68.       68.       61.033333 60.933334 60.933334 60.933334
 65.46667  65.46667  65.4      64.433334 63.2      62.133335 62.133335
 60.966667 60.966667 60.966667 60.966667 59.766666 58.766666 52.4
 52.4      53.733334 47.166668 42.633335 37.166668 32.933334 32.933334
 32.933334 32.933334 32.933334 32.933334 32.933334 32.933334 29.6
 35.866665 35.866665 41.9      41.9      41.9      41.9      43.066666
 43.066666 42.233334 42.233334 47.066666 51.833332 55.766666 61.233334
 60.2      62.466667 62.466667 61.4      60.266666 61.833332 61.833332
 61.833332 61.766666 61.766666 61.766666 63.633335 64.86667  64.86667
 58.1     ]",-0.2804564606855726,315.6895228287555,0.39581050612631924
1228,0.25,0,2,2,opinion-timeseries,mod,"[35.       48.2      53.6      46.233334 46.033333 40.666668 40.666668
 46.366665 51.4      55.9      49.7      48.866665 47.666668 47.666668
 47.133335 46.166668 46.166668 36.166668 35.766666 35.166668 29.833334
 34.333332 40.1      34.933334 27.1      21.1      15.6      21.533333
 21.5      27.033333 31.866667 32.733334 33.166668 37.766666 33.166668
 38.233334 41.866665 44.7      38.966667 33.9      29.566668 32.066666
 32.066666 36.066666 39.966667 43.833332 47.466667 49.3      50.666668
 49.966667 51.133335 51.266666 50.766666 50.3      51.       50.1
 50.033333 50.033333 49.333332 49.266666 50.       50.533333 45.166668
 40.833332]",-0.13911556541706022,283.985046711805,0.43142252151192423
1229,0.25,0,2,2,opinion-timeseries,rep,"[51.       62.       66.1      54.766666 54.7      47.833332 47.833332
 53.5      58.7      62.333332 54.266666 53.066666 52.066666 52.033333
 50.933334 50.1      50.1      39.966667 39.433334 38.7      33.4
 37.866665 42.833332 36.866665 28.466667 21.666666 16.666666 23.066668
 23.066668 28.5      33.3      34.666668 35.266666 39.266666 34.366665
 38.8      43.566666 45.8      40.2      34.966667 29.9      33.133335
 33.133335 37.033333 41.066666 45.3      48.966667 51.433334 52.566666
 51.633335 53.566666 53.833332 53.3      52.6      53.4      52.566666
 52.433334 52.333332 51.8      51.8      52.3      52.966667 47.833332
 43.466667]",-0.2935166435851577,186.47556164644783,0.3193618539106031
1230,0.25,0,2,3,opinion-timeseries,dem,"[63.       63.       63.       56.7      56.6      56.6      56.6
 61.       61.       60.966667 59.7      58.8      57.533333 57.533333
 56.4      56.4      56.4      56.4      55.333332 54.566666 48.166668
 48.166668 49.533333 43.633335 38.8      34.166668 30.7      30.7
 30.7      30.7      30.7      30.7      30.7      30.7      27.666666
 34.       34.       39.433334 39.433334 39.433334 39.433334 40.166668
 40.166668 39.266666 39.266666 45.466667 49.766666 53.6      58.866665
 58.033333 60.5      60.5      59.233334 58.4      59.733334 59.733334
 59.733334 59.633335 59.633335 59.633335 60.966667 62.133335 62.133335
 55.333332]",-0.2162219307657971,336.2948716211268,0.4311125852806611
1231,0.25,0,2,3,opinion-timeseries,mod,"[46.       58.366665 62.8      53.766666 53.666668 47.766666 47.766666
 52.633335 56.966667 60.9      52.566666 51.9      51.033333 51.033333
 49.933334 49.1      49.1      38.2      37.633335 37.       32.666668
 37.733334 42.666668 37.066666 28.2      21.766666 16.833334 23.633333
 23.633333 29.433332 34.7      33.9      34.766666 38.8      34.366665
 39.4      43.866665 46.2      40.366665 34.666668 29.7      32.866665
 32.8      36.633335 40.2      45.4      48.166668 50.5      51.466667
 50.833332 52.9      53.033333 52.233334 51.566666 52.366665 51.6
 51.533333 51.466667 51.       51.       51.733334 52.033333 47.566666
 42.633335]",-0.34642135440286087,270.8038639393443,0.40006095568260996
1232,0.25,0,2,3,opinion-timeseries,rep,"[53.       61.966667 66.7      55.8      55.733334 49.8      49.8
 54.2      58.4      62.433334 53.9      53.       51.966667 51.933334
 51.066666 50.3      50.3      39.366665 38.6      38.       33.433334
 37.566666 41.866665 36.466667 27.6      20.5      16.033333 22.3
 22.3      28.966667 34.166668 34.933334 35.133335 39.066666 34.666668
 39.866665 43.866665 46.4      40.2      35.1      30.233334 32.366665
 32.366665 36.033333 39.166668 45.4      48.9      50.7      52.
 51.233334 53.233334 53.4      52.666668 52.       52.833332 52.1
 52.066666 52.       51.233334 51.2      51.966667 52.3      47.1
 41.966667]",-0.3276122970027746,189.01989693533895,0.3238401424219901
