,er_p,complex_spread_ratio,repetition,run,pearson,euclidean,mape
4575,0.5,0.05,2,24,-0.5726533530679309,579.3191642781738,0.9354035962385464
4576,0.5,0.05,2,25,0.20888772283897294,321.3103717406123,0.4532634280467169
4577,0.5,0.05,2,26,0.2080543488958897,318.6225957361109,0.4469973002910001
4578,0.5,0.05,2,27,0.21019100696930929,324.3579927183425,0.4570823537149396
4579,0.5,0.05,2,28,0.21323344000164712,325.5637453388691,0.45934948591797325
4580,0.5,0.05,2,29,0.20848645854849487,319.8728084510022,0.4509237718498462
4581,0.5,0.05,3,0,0.2402342736935111,358.75185928631487,0.4889201890824113
4582,0.5,0.05,3,1,0.24822954380933004,362.7251880985814,0.5021253117471575
4583,0.5,0.05,3,2,0.25176692154630514,357.46392383837,0.49639700568597983
4584,0.5,0.05,3,3,0.2001292435622023,338.85376667865654,0.4702453246669133
4585,0.5,0.05,3,4,0.25902984897418585,359.8169619166101,0.5004765195835444
4586,0.5,0.05,3,5,0.24499096748439822,361.303695446082,0.49974967297641393
4587,0.5,0.05,3,6,0.2970516718462568,359.430962769731,0.49179484278916125
4588,0.5,0.05,3,7,0.23526790737110134,361.7497803712972,0.5046622285661054
4589,0.5,0.05,3,8,0.22182433490790812,361.16105912436325,0.49350416487655235
4590,0.5,0.05,3,9,0.20778089056333313,361.47072616139957,0.49629084458887235
4591,0.5,0.05,3,10,0.2178524025209687,359.85835472733964,0.5002042347688623
4592,0.5,0.05,3,11,0.2940208508443503,361.6229953370689,0.5063620098817315
4593,0.5,0.05,3,12,0.26634726620062615,359.824325171069,0.49836162674478895
4594,0.5,0.05,3,13,0.24715254488041194,360.1952527346129,0.5043789169106917
4595,0.5,0.05,3,14,0.2639876051381475,360.2775180247672,0.49292821860003705
4596,0.5,0.05,3,15,0.21263196044279384,343.9531912388048,0.471244021628882
4597,0.5,0.05,3,16,0.28565842158588306,358.9230020535585,0.4924067720191845
4598,0.5,0.05,3,17,0.1957517509621032,363.09352765491053,0.5077857232826625
4599,0.5,0.05,3,18,0.22141362322127822,363.10284374782583,0.5011228959913883
4600,0.5,0.05,3,19,0.20876325783888283,361.0592684844252,0.4974517176427167
4601,0.5,0.05,3,20,0.22523585836897328,360.0728689698151,0.49854338028782585
4602,0.5,0.05,3,21,0.2530898244247719,361.2659478319202,0.5015592444270797
4603,0.5,0.05,3,22,0.19717057288264903,364.75292338205253,0.5077638688181297
4604,0.5,0.05,3,23,0.24443055063904853,363.03277634595,0.4977878067161792
4605,0.5,0.05,3,24,0.2611573681233441,359.4043990133376,0.5010999517490283
4606,0.5,0.05,3,25,0.24039327799814278,353.98015468020776,0.48569546844933903
4607,0.5,0.05,3,26,0.2175400815515832,361.2078425979145,0.502244662080143
4608,0.5,0.05,3,27,0.21323444814170286,360.2905934941819,0.49442800693086814
4609,0.5,0.05,3,28,0.20302580074282753,361.5120323748195,0.5013171440745591
4610,0.5,0.05,3,29,0.21962316738157028,361.9938101355562,0.5015308613917883
4611,0.5,0.05,4,0,-0.5716695255425467,586.31602948488,0.9462551282838225
4612,0.5,0.05,4,1,-0.5653399213837992,581.2647543964807,0.9388879934508237
4613,0.5,0.05,4,2,-0.5716695255425467,586.31602948488,0.9462551282838225
4614,0.5,0.05,4,3,-0.5716695255425467,586.31602948488,0.9462551282838225
4615,0.5,0.05,4,4,-0.5716695255425467,586.31602948488,0.9462551282838225
4616,0.5,0.05,4,5,0.26672018030776556,382.7534740123721,0.5465202080903155
4617,0.5,0.05,4,6,-0.5716695255425467,586.31602948488,0.9462551282838225
4618,0.5,0.05,4,7,-0.5716695255425467,586.31602948488,0.9462551282838225
4619,0.5,0.05,4,8,-0.5716695255425467,586.31602948488,0.9462551282838225
4620,0.5,0.05,4,9,-0.5716695255425467,586.31602948488,0.9462551282838225
4621,0.5,0.05,4,10,-0.5716695255425467,586.31602948488,0.9462551282838225
4622,0.5,0.05,4,11,-0.5716695255425467,586.31602948488,0.9462551282838225
4623,0.5,0.05,4,12,-0.5716695255425467,586.31602948488,0.9462551282838225
4624,0.5,0.05,4,13,-0.5716695255425467,586.31602948488,0.9462551282838225
4625,0.5,0.05,4,14,-0.5716695255425467,586.31602948488,0.9462551282838225
4626,0.5,0.05,4,15,0.21508573740045686,353.5369931385414,0.48004327238379013
4627,0.5,0.05,4,16,-0.5716695255425467,586.31602948488,0.9462551282838225
4628,0.5,0.05,4,17,-0.5716695255425467,586.31602948488,0.9462551282838225
4629,0.5,0.05,4,18,-0.5716695255425467,586.31602948488,0.9462551282838225
4630,0.5,0.05,4,19,0.20662982228168988,347.30998335461396,0.4736243826005439
4631,0.5,0.05,4,20,-0.5716695255425467,586.31602948488,0.9462551282838225
4632,0.5,0.05,4,21,-0.5715920406325209,580.9756268441989,0.9364695573724817
4633,0.5,0.05,4,22,-0.5716695255425467,586.31602948488,0.9462551282838225
4634,0.5,0.05,4,23,-0.5716695255425467,586.31602948488,0.9462551282838225
4635,0.5,0.05,4,24,-0.5716695255425467,586.31602948488,0.9462551282838225
4636,0.5,0.05,4,25,-0.5716695255425467,586.31602948488,0.9462551282838225
4637,0.5,0.05,4,26,-0.5716695255425467,586.31602948488,0.9462551282838225
4638,0.5,0.05,4,27,-0.5716695255425467,586.31602948488,0.9462551282838225
4639,0.5,0.05,4,28,-0.5716695255425467,586.31602948488,0.9462551282838225
4640,0.5,0.05,4,29,-0.5716695255425467,586.31602948488,0.9462551282838225
4641,0.5,0.05,5,0,0.19980191655059787,353.5354977326194,0.4870827584255528
4642,0.5,0.05,5,1,0.19329517995851483,354.69134005200584,0.4891599243559206
4643,0.5,0.05,5,2,0.2072953549702461,352.99223010093834,0.4835099688000348
4644,0.5,0.05,5,3,0.19688951726930493,353.8911929185769,0.48741674923273653
4645,0.5,0.05,5,4,0.20804176240109676,352.26767234380515,0.4801266174337995
4646,0.5,0.05,5,5,0.19449468466933428,354.3091507428535,0.4887970482578103
4647,0.5,0.05,5,6,0.20751599234077148,353.64409730599436,0.4858170578765037
4648,0.5,0.05,5,7,0.20329341038679796,354.13131344458793,0.489012513489802
4649,0.5,0.05,5,8,0.24133437079018352,351.4763703012955,0.47602567711464444
4650,0.5,0.05,5,9,0.2226722651226488,352.24338994500107,0.4774749080858807
4651,0.5,0.05,5,10,0.19484675251945785,353.86524634399143,0.4859039788955533
4652,0.5,0.05,5,11,0.20769337766485793,353.0644324471297,0.4820646724624009
4653,0.5,0.05,5,12,0.2016704589540724,353.06574828731215,0.48571753212109775
4654,0.5,0.05,5,13,0.2208791043745347,351.7916173037726,0.4775700918180715
4655,0.5,0.05,5,14,0.2225789873707675,353.44840924403564,0.47969540868532073
4656,0.5,0.05,5,15,0.20268768980862228,352.69198977281195,0.4825767345934051
4657,0.5,0.05,5,16,0.21616758919227155,352.59470199280963,0.4789127512606348
4658,0.5,0.05,5,17,0.20148403768621695,353.751216409048,0.486090101634125
4659,0.5,0.05,5,18,0.21351881272428017,352.4947481872494,0.48126270900936463
4660,0.5,0.05,5,19,-0.5742329312839121,588.7354439666582,0.9504414253235008
4661,0.5,0.05,5,20,0.21358761431610093,353.1335460951872,0.48409316643888034
4662,0.5,0.05,5,21,0.21731651493202717,352.271355774247,0.4772989966187659
4663,0.5,0.05,5,22,0.20066075193707347,353.80902081053597,0.48747168778596944
4664,0.5,0.05,5,23,0.2047467179859723,352.6678709980891,0.4815441151141133
4665,0.5,0.05,5,24,0.2019695996167651,353.18938266885624,0.48412473255934635
4666,0.5,0.05,5,25,0.20201838134551908,354.0127140550068,0.4872009392888416
4667,0.5,0.05,5,26,0.2038341119823994,353.8640178490229,0.48609322143349204
4668,0.5,0.05,5,27,0.19779237669241997,353.90387583257893,0.4875511294453562
4669,0.5,0.05,5,28,0.20173341823771573,353.6302330055866,0.48557097507212793
4670,0.5,0.05,5,29,0.19994338622715446,353.0754144456703,0.4856367186925549
4671,0.5,0.05,6,0,0.19909897629836518,284.18251111290704,0.3981191519719777
4672,0.5,0.05,6,1,0.20893811022455208,288.7728967535551,0.4053194098639475
4673,0.5,0.05,6,2,0.1807647130061714,278.56908920424763,0.38560429140783586
4674,0.5,0.05,6,3,0.19665267949743745,280.26915068986557,0.38655104041708394
4675,0.5,0.05,6,4,0.20387838433015162,287.93123158588827,0.4043584031069543
4676,0.5,0.05,6,5,0.18705398026123163,280.5352183164239,0.38714454952432664
4677,0.5,0.05,6,6,0.1826398291985605,290.90453441957726,0.4093438059873873
4678,0.5,0.05,6,7,0.1759732592067447,276.86805371519296,0.37892637035948895
4679,0.5,0.05,6,8,0.1822484477062586,288.55581327950085,0.4064263057178752
4680,0.5,0.05,6,9,0.22344289291311878,350.114539538617,0.4774434622467852
4681,0.5,0.05,6,10,0.1717718933853241,287.3671781247649,0.4001151597103238
4682,0.5,0.05,6,11,0.21350913517687106,282.8852073835501,0.39341857568271604
4683,0.5,0.05,6,12,0.21580875492524573,289.7508047223482,0.4081519193387
4684,0.5,0.05,6,13,0.17445410113086268,287.1412855207653,0.40206377550766176
4685,0.5,0.05,6,14,0.17481461081965347,285.34121836936407,0.3965206496849138
4686,0.5,0.05,6,15,0.19818425346824242,288.0665218270565,0.40351000114108393
4687,0.5,0.05,6,16,0.20055965594440495,285.6846341827123,0.39995228285945544
4688,0.5,0.05,6,17,0.211493001481334,281.71403219100614,0.38936022970310386
4689,0.5,0.05,6,18,0.21157170509236792,350.9633116280473,0.47803753008950983
4690,0.5,0.05,6,19,0.1892976607542883,282.3853698904162,0.39371697670088057
4691,0.5,0.05,6,20,0.18685841950789964,286.1634898252249,0.40235008495875374
4692,0.5,0.05,6,21,0.18110163962077608,281.98699861703756,0.3886474902402426
4693,0.5,0.05,6,22,0.20035758592313269,281.18812631201325,0.3922170623393651
4694,0.5,0.05,6,23,0.17968966896000801,287.54153682151986,0.403217539961133
4695,0.5,0.05,6,24,0.19373197898430208,283.5721719462775,0.39429714903409313
4696,0.5,0.05,6,25,0.196683044892522,287.54633819304695,0.404620696039473
4697,0.5,0.05,6,26,0.2223037211410229,284.6805050709966,0.3958628228936609
4698,0.5,0.05,6,27,0.18957959760169427,287.5788394572615,0.40122817595944654
4699,0.5,0.05,6,28,0.18217166061248088,280.7903802285798,0.3890469328437424
4700,0.5,0.05,6,29,0.1768386766220463,280.01149325328055,0.3853535484764909
4701,0.5,0.05,7,0,-0.5664157943210751,583.6928556044699,0.9423655667073844
4702,0.5,0.05,7,1,-0.5664157943210751,583.6928556044699,0.9423655667073844
4703,0.5,0.05,7,2,-0.5664157943210751,583.6928556044699,0.9423655667073844
4704,0.5,0.05,7,3,-0.5664157943210751,583.6928556044699,0.9423655667073844
4705,0.5,0.05,7,4,-0.5664157943210751,583.6928556044699,0.9423655667073844
4706,0.5,0.05,7,5,-0.5664157943210751,583.6928556044699,0.9423655667073844
4707,0.5,0.05,7,6,-0.5664157943210751,583.6928556044699,0.9423655667073844
4708,0.5,0.05,7,7,-0.5664157943210751,583.6928556044699,0.9423655667073844
4709,0.5,0.05,7,8,-0.5664157943210751,583.6928556044699,0.9423655667073844
4710,0.5,0.05,7,9,-0.5664157943210751,583.6928556044699,0.9423655667073844
4711,0.5,0.05,7,10,-0.5664157943210751,583.6928556044699,0.9423655667073844
4712,0.5,0.05,7,11,-0.5664157943210751,583.6928556044699,0.9423655667073844
4713,0.5,0.05,7,12,-0.5664157943210751,583.6928556044699,0.9423655667073844
4714,0.5,0.05,7,13,-0.5664157943210751,583.6928556044699,0.9423655667073844
4715,0.5,0.05,7,14,-0.5664157943210751,583.6928556044699,0.9423655667073844
4716,0.5,0.05,7,15,-0.5664157943210751,583.6928556044699,0.9423655667073844
4717,0.5,0.05,7,16,-0.5664157943210751,583.6928556044699,0.9423655667073844
4718,0.5,0.05,7,17,-0.5664157943210751,583.6928556044699,0.9423655667073844
4719,0.5,0.05,7,18,-0.5664157943210751,583.6928556044699,0.9423655667073844
4720,0.5,0.05,7,19,-0.5664157943210751,583.6928556044699,0.9423655667073844
4721,0.5,0.05,7,20,-0.5664157943210751,583.6928556044699,0.9423655667073844
4722,0.5,0.05,7,21,-0.5664157943210751,583.6928556044699,0.9423655667073844
4723,0.5,0.05,7,22,-0.5664157943210751,583.6928556044699,0.9423655667073844
4724,0.5,0.05,7,23,-0.5664157943210751,583.6928556044699,0.9423655667073844
4725,0.5,0.05,7,24,-0.5664157943210751,583.6928556044699,0.9423655667073844
4726,0.5,0.05,7,25,-0.5664157943210751,583.6928556044699,0.9423655667073844
4727,0.5,0.05,7,26,-0.5664157943210751,583.6928556044699,0.9423655667073844
4728,0.5,0.05,7,27,0.19745865026213505,410.45533356350296,0.6186047647441987
4729,0.5,0.05,7,28,-0.5664157943210751,583.6928556044699,0.9423655667073844
4730,0.5,0.05,7,29,-0.5664157943210751,583.6928556044699,0.9423655667073844
4731,0.5,0.05,8,0,0.2090956175521429,349.206341491481,0.4811955047420045
4732,0.5,0.05,8,1,0.20925567967209194,348.48288791100003,0.47883927185889935
4733,0.5,0.05,8,2,0.20891267208991224,346.852793480256,0.47703557282820047
4734,0.5,0.05,8,3,0.21817885636086612,348.19390296853476,0.47530966996397916
4735,0.5,0.05,8,4,0.2170860156949185,349.72344838166254,0.4788740777624764
4736,0.5,0.05,8,5,0.2144599225795973,347.81894505622137,0.4781080832895898
4737,0.5,0.05,8,6,0.2138424321234459,350.69786191412004,0.48210672201895033
4738,0.5,0.05,8,7,0.21714073365332234,348.5581064390604,0.4772386873370887
4739,0.5,0.05,8,8,0.21059647959462857,348.9099057313686,0.4811502826668548
4740,0.5,0.05,8,9,0.22106280075346177,348.5139331712608,0.4775480271440191
4741,0.5,0.05,8,10,0.21112365250701545,348.35738503621633,0.4782719320157891
4742,0.5,0.05,8,11,0.21147766340851873,350.75345840241135,0.48352172546770555
4743,0.5,0.05,8,12,0.20914582074436935,349.0656041045004,0.48171031955525767
4744,0.5,0.05,8,13,0.2197696142146399,347.2184723806634,0.47497632100216913
4745,0.5,0.05,8,14,0.2040652959550179,349.0586206947874,0.4822422937353938
4746,0.5,0.05,8,15,0.20901431840435414,349.51800400777876,0.48141393613106515
4747,0.5,0.05,8,16,0.2087910954637553,347.2913435483483,0.4793533224554068
4748,0.5,0.05,8,17,0.2259696012876339,346.86784749052663,0.47287400888942405
4749,0.5,0.05,8,18,0.21472453076295353,347.38832121118253,0.4772284557936188
4750,0.5,0.05,8,19,0.20919429588923386,349.9172886186179,0.48152273317499894
4751,0.5,0.05,8,20,0.2260687631514676,346.9951407158207,0.4722570953035592
4752,0.5,0.05,8,21,0.2155475861772808,348.217157708142,0.4794484450502243
4753,0.5,0.05,8,22,0.21635409970894637,349.5874867564715,0.4784932927978089
4754,0.5,0.05,8,23,0.2072251172194212,349.41844562218165,0.481047374474203
4755,0.5,0.05,8,24,0.21431380604436098,348.39494700255113,0.4787631988391188
4756,0.5,0.05,8,25,0.21649987462704492,348.70022685489704,0.4776523387401082
4757,0.5,0.05,8,26,0.20896323319494217,349.0770210436238,0.4804080344203301
4758,0.5,0.05,8,27,0.21513864891817017,350.15875920916113,0.48073229041739635
4759,0.5,0.05,8,28,0.21390118406274258,348.17267051266543,0.47817789963163343
4760,0.5,0.05,8,29,0.21453404537974363,349.6472472959799,0.4795693488711497
4761,0.5,0.05,9,0,0.2010040693990466,349.6678601369012,0.47280513282924125
4762,0.5,0.05,9,1,0.2007516638975695,349.77209274695446,0.4732801798375949
4763,0.5,0.05,9,2,0.2059209655351747,349.28752046950467,0.47153220806009505
4764,0.5,0.05,9,3,0.23406364516784306,385.64025835130934,0.5579508483868767
4765,0.5,0.05,9,4,0.19981075552164798,349.8399987953563,0.4737961969511854
4766,0.5,0.05,9,5,0.1970501938560206,349.95420513572094,0.474867311471954
4767,0.5,0.05,9,6,0.19319053969658936,350.25363785360247,0.47557721693389654
4768,0.5,0.05,9,7,0.20558398377631026,348.926675051,0.4701540202272308
4769,0.5,0.05,9,8,0.2000356245213574,349.76258900302156,0.47470061692344134
4770,0.5,0.05,9,9,0.1961373358502746,349.8676425485921,0.4749674344497475
4771,0.5,0.05,9,10,0.20104686832807442,349.81781622188805,0.4734284877211851
4772,0.5,0.05,9,11,0.1914885409527943,349.4402366003657,0.4741131017432667
4773,0.5,0.05,9,12,0.2006816634171571,349.0150492267633,0.4738746613606952
4774,0.5,0.05,9,13,0.2029882596989719,348.5637089431945,0.46967193953815345
4775,0.5,0.05,9,14,0.19780820589857664,350.157070668291,0.4754464162266321
4776,0.5,0.05,9,15,0.1992307964260395,350.01108851742896,0.4738386412503912
4777,0.5,0.05,9,16,0.19481911077743574,349.2859591613153,0.4744313358470313
4778,0.5,0.05,9,17,0.1978073456051369,350.33761223197274,0.4748757617668256
4779,0.5,0.05,9,18,0.19102011192486504,349.45858243390654,0.4752252222607661
4780,0.5,0.05,9,19,0.19728998007231122,350.3718317646162,0.47590317949784255
4781,0.5,0.05,9,20,0.2019876532977857,347.4688095765002,0.4681237715529483
4782,0.5,0.05,9,21,0.20319381300913505,349.4703509450183,0.47210209881852866
4783,0.5,0.05,9,22,0.20236274870878887,349.52185697852013,0.47049965894233753
4784,0.5,0.05,9,23,0.20042815592224847,349.4333306767946,0.47373712437731164
4785,0.5,0.05,9,24,0.1977791931417192,349.75290218210586,0.4731448534577088
4786,0.5,0.05,9,25,0.19488587966755458,349.4436283480832,0.4738654658081615
4787,0.5,0.05,9,26,0.1902793769632727,350.25671300198763,0.4762415460902542
4788,0.5,0.05,9,27,0.2035272921149789,349.53768420202096,0.47132910879116374
4789,0.5,0.05,9,28,0.20189915225190744,349.8183643367582,0.47227732717147825
4790,0.5,0.05,9,29,0.2001967849896872,349.28433358566684,0.47296894678601004
4791,0.5,0.1,0,0,0.035079719798009466,375.07889016857115,0.514363659667335
4792,0.5,0.1,0,1,-0.030341142861435324,378.28413369202855,0.5153876460268925
4793,0.5,0.1,0,2,0.05223362167773984,400.53373017242467,0.5567297539852375
4794,0.5,0.1,0,3,0.0226466890345066,372.0600941177309,0.5104823374196309
4795,0.5,0.1,0,4,-0.007037139327732154,369.8134365974418,0.4988397388835962
4796,0.5,0.1,0,5,0.010360956700344448,386.21109757421317,0.5397597158312082
4797,0.5,0.1,0,6,0.028969732910898622,373.8676550809409,0.5137749948050049
4798,0.5,0.1,0,7,0.046420586316127804,372.56570061469733,0.5124792123585816
4799,0.5,0.1,0,8,0.04003281643021769,396.2262170980568,0.5505681720270656
4800,0.5,0.1,0,9,0.030050033404571592,375.0847407019305,0.5178724778127435
4801,0.5,0.1,0,10,0.032713487202622064,383.48060677998427,0.5349215284320796
4802,0.5,0.1,0,11,0.004065164610002697,374.05800768805693,0.5076660081548967
4803,0.5,0.1,0,12,0.017725861892439815,386.74741257953184,0.5371538204170355
4804,0.5,0.1,0,13,0.04763479452010478,369.5327499337603,0.5028480391235289
4805,0.5,0.1,0,14,0.057686125959969296,378.1891550347145,0.5292890419415658
4806,0.5,0.1,0,15,-0.008658948172357692,370.55440727729234,0.49667776202968605
4807,0.5,0.1,0,16,0.06028951457990822,374.6090136954743,0.516322104021788
4808,0.5,0.1,0,17,0.021345231477255432,371.4286439259049,0.5025843516008283
4809,0.5,0.1,0,18,0.023256182697849664,374.24843370411446,0.5095103625775733
4810,0.5,0.1,0,19,0.027797964979968892,372.325749666916,0.510526180588573
4811,0.5,0.1,0,20,0.0351908913796477,378.5443688999949,0.5282898283301474
4812,0.5,0.1,0,21,0.028295469246937443,370.466468294871,0.5016846214258345
4813,0.5,0.1,0,22,0.024150103561281167,371.28271673397074,0.504997679737521
4814,0.5,0.1,0,23,-0.010166647427315378,370.30528410322813,0.49830161111624904
4815,0.5,0.1,0,24,0.05265424551263694,395.5764771815647,0.5507232853174672
4816,0.5,0.1,0,25,0.06668207205017541,379.1343173366361,0.5315028280098663
4817,0.5,0.1,0,26,0.021804510715669384,370.9788437919801,0.5070229064725238
4818,0.5,0.1,0,27,0.032372624996443854,373.5892043015934,0.5137337347776456
4819,0.5,0.1,0,28,0.011029577188662404,371.1809468802003,0.5014026629206566
4820,0.5,0.1,0,29,0.0768197730976417,390.35965098052185,0.5425701285734342
4821,0.5,0.1,1,0,-0.5680472596895939,550.608006475565,0.886062876547007
4822,0.5,0.1,1,1,-0.5680472596895939,550.608006475565,0.886062876547007
4823,0.5,0.1,1,2,-0.5680472596895939,550.608006475565,0.886062876547007
4824,0.5,0.1,1,3,-0.5680472596895939,550.608006475565,0.886062876547007
4825,0.5,0.1,1,4,-0.5680472596895939,550.608006475565,0.886062876547007
4826,0.5,0.1,1,5,-0.5680472596895939,550.608006475565,0.886062876547007
4827,0.5,0.1,1,6,-0.05431947592659928,437.50152413143877,0.6750585299562601
4828,0.5,0.1,1,7,-0.5623435807656848,546.2100497493587,0.8793261578245687
4829,0.5,0.1,1,8,-0.5680472596895939,550.608006475565,0.886062876547007
4830,0.5,0.1,1,9,-0.5680472596895939,550.608006475565,0.886062876547007
4831,0.5,0.1,1,10,-0.5680472596895939,550.608006475565,0.886062876547007
4832,0.5,0.1,1,11,-0.5680472596895939,550.608006475565,0.886062876547007
4833,0.5,0.1,1,12,-0.5680472596895939,550.608006475565,0.886062876547007
4834,0.5,0.1,1,13,-0.5680472596895939,550.608006475565,0.886062876547007
4835,0.5,0.1,1,14,-0.5680472596895939,550.608006475565,0.886062876547007
4836,0.5,0.1,1,15,-0.5680472596895939,550.608006475565,0.886062876547007
4837,0.5,0.1,1,16,-0.5680472596895939,550.608006475565,0.886062876547007
4838,0.5,0.1,1,17,-0.5680472596895939,550.608006475565,0.886062876547007
4839,0.5,0.1,1,18,-0.5680472596895939,550.608006475565,0.886062876547007
4840,0.5,0.1,1,19,-0.5680472596895939,550.608006475565,0.886062876547007
4841,0.5,0.1,1,20,-0.5680472596895939,550.608006475565,0.886062876547007
4842,0.5,0.1,1,21,-0.5680472596895939,550.608006475565,0.886062876547007
4843,0.5,0.1,1,22,-0.5680472596895939,550.608006475565,0.886062876547007
4844,0.5,0.1,1,23,-0.5680472596895939,550.608006475565,0.886062876547007
4845,0.5,0.1,1,24,-0.5680472596895939,550.608006475565,0.886062876547007
4846,0.5,0.1,1,25,-0.5680472596895939,550.608006475565,0.886062876547007
4847,0.5,0.1,1,26,-0.5680472596895939,550.608006475565,0.886062876547007
4848,0.5,0.1,1,27,-0.5680472596895939,550.608006475565,0.886062876547007
4849,0.5,0.1,1,28,0.18763477721934005,353.7089706257264,0.5106247459983797
4850,0.5,0.1,2,0,0.06655537717673947,367.61391270685857,0.5232043923626989
4851,0.5,0.1,2,1,0.0379877051828379,367.30654435776324,0.5247484419845088
4852,0.5,0.1,2,2,0.04524341842953187,367.02583236116044,0.5194157035582446
4853,0.5,0.1,2,3,0.027094963577721454,371.6730939727882,0.5390521278993687
4854,0.5,0.1,2,4,0.036107459247258396,367.95382191372914,0.5267645814582292
4855,0.5,0.1,2,5,0.051684875486988406,367.3010032658793,0.5240800086783612
4856,0.5,0.1,2,6,0.018309030722607266,367.14975043321016,0.5188286325036714
4857,0.5,0.1,2,7,0.03478253690148148,367.4113766831155,0.5235897134225923
4858,0.5,0.1,2,8,0.050775994286819726,368.3997495405429,0.5272541485433712
4859,0.5,0.1,2,9,-0.009928923156663752,367.69130073325204,0.5216052681473037
4860,0.5,0.1,2,10,0.045986097919011974,367.35933906124956,0.5249425335478809
4861,0.5,0.1,2,11,-0.5747563632193012,560.1277604248972,0.8998567024194112
4862,0.5,0.1,2,12,0.04074969681419811,367.6563660137199,0.5249647843079808
4863,0.5,0.1,2,13,0.06740652545199295,366.2027415662076,0.5154475989622065
4864,0.5,0.1,2,14,0.04322056358317885,367.5029153006265,0.523369158129733
4865,0.5,0.1,2,15,0.04693330571958529,367.5597149158195,0.5265687602214709
4866,0.5,0.1,2,16,0.042532045406077475,367.76319376740094,0.5251336592256316
4867,0.5,0.1,2,17,0.18639069711533815,344.6929257888787,0.4999952595094676
4868,0.5,0.1,2,18,-0.16393616964227167,409.75934410072296,0.6208779238739346
4869,0.5,0.1,2,19,0.028576902503151414,368.24401610065667,0.5264675164590827
4870,0.5,0.1,2,20,-0.003438100269173331,367.97043303104664,0.5211494211796586
4871,0.5,0.1,2,21,0.019822512348254367,367.9117854644608,0.5235737123779985
4872,0.5,0.1,2,22,0.05003741027645229,367.6716701481195,0.5244957389732706
4873,0.5,0.1,2,23,0.07143476936420244,366.6232682800609,0.5178139870604813
4874,0.5,0.1,2,24,0.022130034162634732,369.1392842058851,0.5297463749922183
4875,0.5,0.1,2,25,-0.018289902309911243,369.0967046178377,0.532010683627253
4876,0.5,0.1,2,26,-0.01273428830425317,369.7074959683792,0.5344799266967218
4877,0.5,0.1,2,27,0.06819938926601549,366.64474044768116,0.5188045987349866
4878,0.5,0.1,2,28,0.01129669616707706,367.64269128827044,0.5182272223002192
4879,0.5,0.1,2,29,-0.013841884888767494,369.8344529046588,0.5262676836273515
4880,0.5,0.1,3,0,-0.07927513487308468,398.9886547939325,0.5882240106736701
4881,0.5,0.1,3,1,-0.07907439481333077,397.7182379572505,0.5868970851545003
4882,0.5,0.1,3,2,-0.04213036439567422,397.40327392145355,0.5929524128831095
4883,0.5,0.1,3,3,-0.028433835896307016,395.0345456680766,0.588252734389116
4884,0.5,0.1,3,4,-0.06948482443455249,387.4666175606034,0.5645931755700858
4885,0.5,0.1,3,5,-0.0603774219493218,393.11408624583413,0.5787277514912442
4886,0.5,0.1,3,6,-0.05203240043702767,395.76786794203235,0.5895621678461999
4887,0.5,0.1,3,7,-0.08291813900959051,392.90447798642094,0.5740465843845864
4888,0.5,0.1,3,8,-0.05456584661168934,404.4540223891525,0.6061807237868009
4889,0.5,0.1,3,9,-0.0541568120107828,397.827900185622,0.5946179783184659
4890,0.5,0.1,3,10,-0.06959725502500201,386.5191719709651,0.5613223797765744
4891,0.5,0.1,3,11,-0.04741791548403968,388.90287150431186,0.5726053583972298
4892,0.5,0.1,3,12,-0.024264499485364313,401.9571737294613,0.6045216173114488
4893,0.5,0.1,3,13,-0.04055700565579246,392.7457375167439,0.5829174794247544
4894,0.5,0.1,3,14,-0.08500705112585182,392.852323193481,0.5761588882989902
4895,0.5,0.1,3,15,-0.055746340894002204,393.6937479777898,0.5796863477114715
4896,0.5,0.1,3,16,-0.037082984009430144,393.1845867964407,0.5854935876458448
4897,0.5,0.1,3,17,-0.029851320030430405,391.98714231919377,0.5840757189984443
4898,0.5,0.1,3,18,0.47469160904045343,167.05742328099436,0.27031803740313226
4899,0.5,0.1,3,19,-0.06543675745631913,392.6597805673677,0.5748500314145344
4900,0.5,0.1,3,20,-0.025065809287940888,401.39595457774084,0.6050569697336958
4901,0.5,0.1,3,21,-0.05421625159081647,408.12533428481885,0.6077254612934877
4902,0.5,0.1,3,22,-0.07219045803750108,390.645562405108,0.5703457450296625
4903,0.5,0.1,3,23,-0.0355019744353521,397.45259463851625,0.5958104757410941
4904,0.5,0.1,3,24,-0.03192014505327314,395.40283091121074,0.5918243751371555
4905,0.5,0.1,3,25,-0.05423620535757417,397.6868048297459,0.5927215092626127
4906,0.5,0.1,3,26,-0.07429047282563318,389.06006239825956,0.5696830925018648
4907,0.5,0.1,3,27,-0.008414784834552063,400.87155747945945,0.6019498898631082
4908,0.5,0.1,3,28,0.1939790360163455,352.1728444095038,0.5119983880644275
4909,0.5,0.1,3,29,-0.05925789902136247,390.9251347433733,0.5781890561885104
4910,0.5,0.1,4,0,0.2305883119540125,306.09965580683615,0.4338331476394237
4911,0.5,0.1,4,1,0.22312734910198218,312.31541192208624,0.44161677049994297
4912,0.5,0.1,4,2,0.22770270790076708,310.30704882914955,0.43897733133307776
4913,0.5,0.1,4,3,-0.5732701129747603,552.4038444452248,0.8881162199298757
4914,0.5,0.1,4,4,0.2346539645765231,307.84813864107264,0.4360610043776479
