,er_p,complex_spread_ratio,repetition,run,pearson,euclidean,mape
599,0.05,0.25,0,0,-0.10628876597181071,292.49486849602835,0.4158816710020295
600,0.05,0.25,0,1,-0.10481636262199613,293.26758924220775,0.41802074298931174
601,0.05,0.25,0,2,-0.09031516185111821,293.5133756782947,0.42056731793840024
602,0.05,0.25,0,3,-0.09841934898627731,292.77103749608443,0.4169979031203428
603,0.05,0.25,0,4,-0.1021758902005765,292.402495988496,0.41649765645905834
604,0.05,0.25,0,5,-0.09671567942375464,292.52882080192654,0.41783604553370207
605,0.05,0.25,0,6,-0.09394927231875559,293.77432729635143,0.42060422158444705
606,0.05,0.25,0,7,-0.0968672220000208,292.65464590261297,0.4180199465394887
607,0.05,0.25,0,8,-0.10576766258115637,292.26877940489,0.4149010477913455
608,0.05,0.25,0,9,-0.09373919863995174,293.58385391541896,0.41995208794658884
609,0.05,0.25,0,10,-0.10814711654415032,291.97544504625426,0.41380736402097873
610,0.05,0.25,0,11,-0.10393808118658764,292.39074224378146,0.4155059361127209
611,0.05,0.25,0,12,-0.10156638305229719,292.83268981338756,0.4175906539053988
612,0.05,0.25,0,13,0.24245111324199206,241.69167291548752,0.2938971514161101
613,0.05,0.25,0,14,0.2997271354036886,236.74643183105968,0.28769417638789935
614,0.05,0.25,0,15,-0.10376028390247637,292.072042287345,0.41456375774522924
615,0.05,0.25,0,16,-0.10931438793642101,292.3894626320894,0.41482317064906593
616,0.05,0.25,0,17,-0.11129786847915435,292.54535756665126,0.4153826054545216
617,0.05,0.25,0,18,-0.10205401323606265,292.5746151138328,0.4162707119216342
618,0.05,0.25,0,19,-0.09335179942017625,294.68172111039195,0.42379576997395313
619,0.05,0.25,0,20,0.22008935599109844,221.95174493630591,0.26633321769706525
620,0.05,0.25,0,21,-0.10158942138894062,293.02368464460386,0.4187071578645614
621,0.05,0.25,0,22,0.24966550203199903,275.5204953602626,0.3751584093731788
622,0.05,0.25,0,23,-0.10172357437947228,292.6938788043689,0.4177837982351174
623,0.05,0.25,0,24,-0.10485687344065835,291.7717404687484,0.4132877730532134
624,0.05,0.25,0,25,-0.09908393422077642,292.16106105720627,0.415711764567076
625,0.05,0.25,0,26,-0.10209223587033706,293.1771846553707,0.41843705054857255
626,0.05,0.25,0,27,-0.0876993403112682,293.24587352596427,0.4197598723903508
627,0.05,0.25,0,28,-0.10834775921839389,292.1904936653578,0.41424522130169333
628,0.05,0.25,0,29,-0.09753991107814967,292.53523292625545,0.4162661487312193
629,0.05,0.25,1,0,-0.10763910528947214,284.58762017634155,0.3946250162103057
630,0.05,0.25,1,1,-0.10692285935332867,286.52805055817294,0.40194725490723865
631,0.05,0.25,1,2,-0.13031645907226155,284.15694418457593,0.39449918691703695
632,0.05,0.25,1,3,-0.1335538110278207,283.73136219379876,0.3888830675351212
633,0.05,0.25,1,4,-0.1278164509116091,284.9289728746846,0.3956327282512502
634,0.05,0.25,1,5,-0.10553740074643307,323.1309646855346,0.48169480420385763
635,0.05,0.25,1,6,-0.13204650537748142,283.720319354961,0.39299856276771444
636,0.05,0.25,1,7,-0.1240511062294306,284.41148942679615,0.39344080157152667
637,0.05,0.25,1,8,-0.15449186975299103,283.6596117808943,0.3894461053812293
638,0.05,0.25,1,9,-0.11882196712615577,285.14778920457525,0.3985165863225011
639,0.05,0.25,1,10,-0.11128881717323957,286.2033626327891,0.4000765175913872
640,0.05,0.25,1,11,-0.14605718836144568,283.4280290148713,0.38922131379342123
641,0.05,0.25,1,12,-0.13587528405656266,283.6181446694877,0.392823953255474
642,0.05,0.25,1,13,-0.12884371322321675,285.3175377104066,0.39810554445533103
643,0.05,0.25,1,14,-0.11311335123994261,285.26245903247354,0.396997436631574
644,0.05,0.25,1,15,-0.0009582516207931324,294.26235500459035,0.4111907085975039
645,0.05,0.25,1,16,-0.1461991314683366,283.1364958631995,0.390179915454351
646,0.05,0.25,1,17,-0.09206358360951868,314.66206048455246,0.4608539208742865
647,0.05,0.25,1,18,-0.11992716748708339,286.6410949913609,0.40371335355762333
648,0.05,0.25,1,19,-0.12130269004959465,284.74586346260753,0.3952662770866547
649,0.05,0.25,1,20,-0.14245593297916323,283.1665421951432,0.3926516116179814
650,0.05,0.25,1,21,-0.1498180901270652,283.2230331010703,0.3893300833313121
651,0.05,0.25,1,22,-0.1310450880628913,284.9321702565851,0.39685605195920143
652,0.05,0.25,1,23,-0.143788901428719,284.34673058435027,0.3903123925014656
653,0.05,0.25,1,24,-0.11470405766217429,285.1171543963177,0.3981151851407599
654,0.05,0.25,1,25,-0.14492201091966164,283.78376982054516,0.39098291601348834
655,0.05,0.25,1,26,-0.14610869139879398,284.0399323801696,0.38851159289949194
656,0.05,0.25,1,27,-0.13978461703123238,283.1432974003505,0.39003110408754066
657,0.05,0.25,1,28,-0.13218697974998547,285.5112503314909,0.3973094795578344
658,0.05,0.25,1,29,-0.13634713598628503,283.8528889678212,0.3891416961192722
659,0.05,0.25,2,0,-0.040867849780781236,306.83789772258035,0.44908959586119623
660,0.05,0.25,2,1,0.11084449228056192,242.03745021447443,0.30432938249409713
661,0.05,0.25,2,2,0.13233365979354655,242.7850621279712,0.30434719977409724
662,0.05,0.25,2,3,0.1164716528828059,241.89727652389615,0.3038233317524485
663,0.05,0.25,2,4,0.12588681120755477,241.92570514785402,0.3028382288689869
664,0.05,0.25,2,5,0.11838271585577863,241.87071934460482,0.30310059084159513
665,0.05,0.25,2,6,0.12338515466961468,241.67304886355507,0.3035462799436326
666,0.05,0.25,2,7,0.11059142163685924,241.391487871296,0.30344567162678193
667,0.05,0.25,2,8,0.11275347660192413,241.68931083199098,0.30213380259451567
668,0.05,0.25,2,9,0.11340123538003295,241.24450649950498,0.3036205598762091
669,0.05,0.25,2,10,0.1093353582605472,241.48234322820727,0.30460982049214447
670,0.05,0.25,2,11,-0.006517928308163908,322.2519677531014,0.4860699056849295
671,0.05,0.25,2,12,0.1056407170482962,242.63791855068564,0.3054311760099045
672,0.05,0.25,2,13,0.11700102745636996,242.7646057073665,0.30573652005998403
673,0.05,0.25,2,14,-0.16762164983975758,298.0428489717645,0.4294877704481292
674,0.05,0.25,2,15,0.12349007697222537,243.52343118927377,0.30507843522434924
675,0.05,0.25,2,16,0.11643905298068015,241.84195726641985,0.3035369648994734
676,0.05,0.25,2,17,0.11246359188811243,241.67867379048846,0.3028822324534335
677,0.05,0.25,2,18,0.11353793304968941,241.57144475555802,0.3044006385801792
678,0.05,0.25,2,19,0.11067682009303309,242.5193740175894,0.3058298461013604
679,0.05,0.25,2,20,0.1313901863894847,242.53058639796498,0.3026127391266446
680,0.05,0.25,2,21,0.13457163847359035,242.1097095841958,0.3026665612530957
681,0.05,0.25,2,22,0.12340291590952829,242.11195557391179,0.3031732240048609
682,0.05,0.25,2,23,0.12509524102941036,242.14739762579188,0.30221708604650005
683,0.05,0.25,2,24,0.10365447747620775,242.69594624729405,0.30552159215927177
684,0.05,0.25,2,25,0.10969180073813806,242.34000211177658,0.30709020917501556
685,0.05,0.25,2,26,0.09881353984549136,300.35819607111426,0.43778001150547463
686,0.05,0.25,2,27,0.1365441406703098,243.14348013026589,0.3030185271993854
687,0.05,0.25,2,28,0.1168762349454286,241.5486833142686,0.3039110470502635
688,0.05,0.25,2,29,0.13869257974523472,243.4504444063638,0.30603036910134784
689,0.05,0.25,3,0,0.03422080556453477,291.01194413668634,0.4078319704641464
690,0.05,0.25,3,1,0.03521474978902175,291.0048744985765,0.4079364562964229
691,0.05,0.25,3,2,0.03183532035771592,291.7428454810979,0.40999145877425386
692,0.05,0.25,3,3,0.04043774052628807,291.71507444225136,0.4109160156688767
693,0.05,0.25,3,4,0.03063654458418952,291.47449877295463,0.40893167066320507
694,0.05,0.25,3,5,0.02695852729661777,291.11651883127087,0.4071695776055537
695,0.05,0.25,3,6,0.03236745761327601,292.27533917278544,0.411703159722703
696,0.05,0.25,3,7,-0.06114046856952804,276.78052935792476,0.35309584881659734
697,0.05,0.25,3,8,0.03554193980215407,291.8411124930944,0.41062175981347
698,0.05,0.25,3,9,0.03067389714180956,290.56796212268273,0.4064492565466946
699,0.05,0.25,3,10,0.03958865982130217,291.1341298844104,0.4097283700754976
700,0.05,0.25,3,11,0.019045560811253262,288.8731894311004,0.39936139964542505
701,0.05,0.25,3,12,0.03936491263915555,290.8803789314133,0.4079126370471475
702,0.05,0.25,3,13,-0.13901985977753673,356.66830980680726,0.5520357245848625
703,0.05,0.25,3,14,-0.04138612682229698,258.277607805172,0.32963007148383533
704,0.05,0.25,3,15,0.03717060685121272,291.9334601384047,0.409956852816081
705,0.05,0.25,3,16,0.042057194952121124,291.68932081591635,0.4102153622208146
706,0.05,0.25,3,17,0.0386108713183294,291.80113229223383,0.4100673110880925
707,0.05,0.25,3,18,-0.03695719942644282,278.1569222922388,0.3694771775425127
708,0.05,0.25,3,19,0.04760969768518092,293.9507097645444,0.41667379204994864
709,0.05,0.25,3,20,0.027439340690733113,290.11897587772097,0.404497636604982
710,0.05,0.25,3,21,0.04565519725230203,292.99523460304437,0.4145216173593256
711,0.05,0.25,3,22,0.0338044367047019,290.6099838513736,0.40607897234078566
712,0.05,0.25,3,23,0.03644451952078944,290.1284114890953,0.4068492633046756
713,0.05,0.25,3,24,0.022041172958797244,291.1976564437012,0.40485438304293186
714,0.05,0.25,3,25,0.021886701926625788,289.5198588652866,0.4024991296626698
715,0.05,0.25,3,26,0.1493936249317789,267.7269943589888,0.3507752058219142
716,0.05,0.25,3,27,0.043888236958313155,292.8674693263851,0.4146226739824717
717,0.05,0.25,3,28,-0.06943610223798957,321.4478812735581,0.47092137927670147
718,0.05,0.25,3,29,0.039969358327512874,291.1806895290167,0.4080195690362058
719,0.05,0.25,4,0,0.20719704559825036,197.48028701457505,0.23347341017332437
720,0.05,0.25,4,1,-0.20170133092163214,370.67043461056045,0.583024188769926
721,0.05,0.25,4,2,0.012542587241826228,253.08425438595998,0.3284291846741559
722,0.05,0.25,4,3,0.17078125465233282,321.65063576838446,0.47858176804788627
723,0.05,0.25,4,4,-0.2095096658512711,370.6845835697174,0.5827892580581385
724,0.05,0.25,4,5,0.29980649390420894,231.2056862244264,0.2830482547038525
725,0.05,0.25,4,6,-0.2044682291408297,373.6657614960997,0.5882343643551632
726,0.05,0.25,4,7,-0.11040882053179513,325.11173019859444,0.48393300407788686
727,0.05,0.25,4,8,-0.19538348433956965,370.5996001700499,0.5832794269604621
728,0.05,0.25,4,9,-0.20464078148292217,374.39247672090914,0.5892792561281501
729,0.05,0.25,4,10,-0.18652488003126888,372.78168277212285,0.5878264036512323
730,0.05,0.25,4,11,-0.18859978584813505,373.2531708836241,0.587927079291802
731,0.05,0.25,4,12,-0.1944738254825151,374.1401125582438,0.5891659805326616
732,0.05,0.25,4,13,-0.18501219431927063,375.37216160493176,0.5916069357660478
733,0.05,0.25,4,14,-0.19749496747010645,374.289533397119,0.5894613745878208
734,0.05,0.25,4,15,-0.20064320844068492,371.250376874338,0.5839466172895763
735,0.05,0.25,4,16,-0.2140465965119284,371.30233539593536,0.5836364946228131
736,0.05,0.25,4,17,-0.2143226018900791,370.01188044995683,0.5812625290406384
737,0.05,0.25,4,18,-0.2082765748244726,368.73086873373535,0.5794839847425991
738,0.05,0.25,4,19,-0.20860434631091448,369.7619640498662,0.5814521685062121
739,0.05,0.25,4,20,-0.21353911440284667,372.9333005341986,0.5862561833187704
740,0.05,0.25,4,21,-0.20885369216023877,371.79207725603584,0.5848404024336497
741,0.05,0.25,4,22,-0.06608389306282628,346.04934700407216,0.5299050237031655
742,0.05,0.25,4,23,-0.19359197835813294,373.56380260045194,0.5884271920114124
743,0.05,0.25,4,24,-0.2068397395868422,369.84720926651624,0.5815542460587477
744,0.05,0.25,4,25,0.09202483855579564,223.50923695948336,0.26484125366826894
745,0.05,0.25,4,26,-0.20291427857933944,372.86169507759263,0.5866707222508535
746,0.05,0.25,4,27,-0.22750662927888196,370.5327428651019,0.5809924449267903
747,0.05,0.25,4,28,-0.19336162815298338,373.59318708888276,0.5881796915228051
748,0.05,0.25,4,29,-0.19213964295336997,372.7170020371836,0.5872416188326102
749,0.05,0.25,5,0,-0.19321629585034295,430.49211884186326,0.6851721360534837
750,0.05,0.25,5,1,-0.2862471454032803,401.6367433320598,0.6362483521353289
751,0.05,0.25,5,2,-0.2914524631923558,401.961299886997,0.6364834545132453
752,0.05,0.25,5,3,-0.28086549138388195,402.0055237495022,0.63711176246974
753,0.05,0.25,5,4,-0.28844369816886495,400.9675243284477,0.635231692047929
754,0.05,0.25,5,5,-0.28891786329652036,400.58459755191166,0.6344612444654051
755,0.05,0.25,5,6,-0.2826117846300831,403.90628981194914,0.6401298083781063
756,0.05,0.25,5,7,-0.2744350873437907,402.8414499530893,0.6385774123299984
757,0.05,0.25,5,8,-0.2902119707530968,398.79808860884305,0.6311610227963815
758,0.05,0.25,5,9,-0.29107441573750864,401.16252890247205,0.6352013580355398
759,0.05,0.25,5,10,-0.28986984128144727,400.7502170260024,0.6348069682113482
760,0.05,0.25,5,11,0.16331348020334682,227.98546418027001,0.2743890815342941
761,0.05,0.25,5,12,-0.29149365784088477,402.1550003885845,0.6367748787149762
762,0.05,0.25,5,13,-0.2850921580536479,401.19619548936083,0.6357188702093883
763,0.05,0.25,5,14,-0.2873057986132244,399.6398326409159,0.6326745804519494
764,0.05,0.25,5,15,-0.2839273232173604,401.9882390760667,0.6367798223530672
765,0.05,0.25,5,16,0.11349853899471683,306.94053124671876,0.4420617507184211
766,0.05,0.25,5,17,-0.1312054372651338,367.99400271311265,0.5795841715835793
767,0.05,0.25,5,18,-0.278129553667912,403.7052129084171,0.6398350317453794
768,0.05,0.25,5,19,0.2822766567199333,251.22572706512332,0.31030342951811046
769,0.05,0.25,5,20,0.07993179579878312,262.0746311593462,0.33760877867609534
770,0.05,0.25,5,21,-0.28981843034958393,400.6502060417786,0.6346345181887277
771,0.05,0.25,5,22,-0.13539327294471185,309.40534463065813,0.4469741818556947
772,0.05,0.25,5,23,-0.2919469864758102,399.54880826873773,0.6326544986565436
773,0.05,0.25,5,24,0.16569443185677776,228.52391007482672,0.2766746978661399
774,0.05,0.25,5,25,-0.2867893774938544,400.8114627606013,0.634944091675103
775,0.05,0.25,5,26,-0.2827691142221372,402.9691267933534,0.6384955379356954
776,0.05,0.25,5,27,0.12416915953863679,214.77913717929485,0.2577033033781326
777,0.05,0.25,5,28,-0.29956667504577794,399.16305165062334,0.6317200122996104
778,0.05,0.25,5,29,-0.28052470048120576,401.2449743461939,0.6356356438971408
779,0.05,0.25,6,0,-0.12333563576305771,329.8815596327161,0.5052955593514519
780,0.05,0.25,6,1,-0.12159951040119087,332.1496019026989,0.5093163153004682
781,0.05,0.25,6,2,-0.1162254930116013,331.69588878641315,0.5091363672599868
782,0.05,0.25,6,3,-0.12067734446252022,329.0179629132145,0.5033863946852959
783,0.05,0.25,6,4,-0.12597262611228174,331.49195382764174,0.5084123435942862
784,0.05,0.25,6,5,-0.12271678911461491,330.2085853394852,0.5057260742648767
785,0.05,0.25,6,6,-0.13579889478180024,329.2264085890617,0.5033020699942362
786,0.05,0.25,6,7,-0.13895081190389102,329.62069258219776,0.5035070592941556
787,0.05,0.25,6,8,-0.12888876611472974,330.2451600598012,0.5054166949525607
788,0.05,0.25,6,9,-0.1424333273740847,325.57434159625615,0.4953724141271263
789,0.05,0.25,6,10,-0.1367561392887531,329.79982058029844,0.504097418924466
790,0.05,0.25,6,11,-0.115693936104926,331.77256380232853,0.5096411217593209
791,0.05,0.25,6,12,-0.13000067508360644,329.4753474352015,0.5041407833100547
792,0.05,0.25,6,13,-0.18422538358857846,327.6547979672411,0.48971323788937743
793,0.05,0.25,6,14,-0.1181616524256902,330.31237823531126,0.5063666809151256
794,0.05,0.25,6,15,-0.14124047536005127,327.5405886923865,0.4992231258348838
795,0.05,0.25,6,16,0.3714229027117251,184.64548472136457,0.24413847644552958
796,0.05,0.25,6,17,-0.12336565583156885,331.7074575417782,0.5082852142417921
797,0.05,0.25,6,18,-0.142977062084835,327.6863881237445,0.49983105081400164
798,0.05,0.25,6,19,-0.12597537237619674,329.4902435735375,0.5045857357690605
799,0.05,0.25,6,20,-0.028958418651908818,261.0915071392151,0.3340900631464989
800,0.05,0.25,6,21,-0.13117311565630008,328.4234811563139,0.5015709754561453
801,0.05,0.25,6,22,-0.12780001245402986,332.00943798112104,0.5086619681185155
802,0.05,0.25,6,23,0.2198200947667132,197.39029848427762,0.24852373522637694
803,0.05,0.25,6,24,-0.1366704280709861,327.19420232030035,0.49939037552292526
804,0.05,0.25,6,25,-0.11192260065521126,334.8408384126487,0.5144553068208887
805,0.05,0.25,6,26,-0.12122838890581868,330.8918173187137,0.5073132990857826
806,0.05,0.25,6,27,-0.14826203334827046,327.2239647309218,0.4975903099928282
807,0.05,0.25,6,28,-0.18609472996945498,425.35741348888314,0.6748112326117967
808,0.05,0.25,6,29,-0.026675796249414307,266.30066124679644,0.34481866923597976
809,0.05,0.25,7,0,-0.14749839040962073,354.83784498293807,0.5427520276500671
810,0.05,0.25,7,1,-0.1002216741596081,289.1911653766518,0.411765551249241
811,0.05,0.25,7,2,-0.1483488946654342,355.3847723947515,0.543295420783839
812,0.05,0.25,7,3,-0.13879721827978075,357.52341363020736,0.5484849230171313
813,0.05,0.25,7,4,-0.13872941141271142,359.4949354910037,0.5515649152993402
814,0.05,0.25,7,5,-0.1423202867543182,353.94927293752,0.5413884634854171
815,0.05,0.25,7,6,-0.14324031884427554,356.61451171230823,0.5458599497963624
816,0.05,0.25,7,7,-0.1411119510641203,357.7457298576799,0.5479680008097508
817,0.05,0.25,7,8,-0.14938020149281042,354.81379414107727,0.542804865632308
818,0.05,0.25,7,9,-0.1461921981925727,355.06637600443173,0.5427932846470426
819,0.05,0.25,7,10,-0.14448565268891436,354.69893924724073,0.542557125011855
820,0.05,0.25,7,11,-0.14560860354518224,355.99007671967547,0.544194217749379
821,0.05,0.25,7,12,-0.14142425976073766,357.4902544928143,0.5477582492337547
822,0.05,0.25,7,13,-0.1516257141051425,355.83253634865423,0.5443540122569324
823,0.05,0.25,7,14,-0.14256847932941344,356.97248017372584,0.5466917170663561
824,0.05,0.25,7,15,-0.1261552080099264,357.9840962564047,0.5487553336891454
825,0.05,0.25,7,16,-0.14487364120573307,354.38099898659834,0.5420577986945722
826,0.05,0.25,7,17,-0.14677847700647184,356.7486696749602,0.5461133056266051
827,0.05,0.25,7,18,-0.14731410277628784,355.3161079005517,0.5437260171320687
828,0.05,0.25,7,19,-0.15614022135203118,352.6887774780007,0.5382063143368302
829,0.05,0.25,7,20,-0.13693089682929407,356.7917078402213,0.546508123242124
830,0.05,0.25,7,21,0.15434351225429535,246.19197651478922,0.3042206087771777
831,0.05,0.25,7,22,-0.14296446651056097,354.334560110651,0.5419887878208623
832,0.05,0.25,7,23,-0.14464645748125843,357.54491789023024,0.5474496722031208
833,0.05,0.25,7,24,-0.15438049008431365,354.51214238148344,0.5415310801672476
834,0.05,0.25,7,25,0.17701291401840125,230.38887236286016,0.28300048963111846
835,0.05,0.25,7,26,-0.13679811637283137,355.86311822701174,0.5450472376406291
836,0.05,0.25,7,27,-0.14623691685204152,354.62307029377075,0.5428849289859796
837,0.05,0.25,7,28,-0.14950313048997618,356.68838307263104,0.5461325952715451
838,0.05,0.25,7,29,-0.14700923886212222,354.7067764274916,0.5428006912734996
839,0.05,0.25,8,0,-0.18349376778430906,372.84273954670994,0.5833629266046553
840,0.05,0.25,8,1,-0.17799629726879748,375.39957457190985,0.5875422663650595
841,0.05,0.25,8,2,-0.1859591537805846,372.37201907809634,0.5831340601164889
842,0.05,0.25,8,3,-0.19145954767511564,371.52544401826685,0.5816668354044372
843,0.05,0.25,8,4,-0.19992647133814664,369.2149070617777,0.5775821709211167
844,0.05,0.25,8,5,-0.17284359109514535,375.8735146140486,0.5881500872601891
845,0.05,0.25,8,6,-0.1706960220131031,388.38167437594393,0.6085950638009091
846,0.05,0.25,8,7,-0.18083230376910517,371.85221243752085,0.5824582278818237
847,0.05,0.25,8,8,-0.19861475441515855,367.78044453528133,0.5753550345229658
848,0.05,0.25,8,9,-0.1989538276333924,370.9503892678362,0.5801762330681477
849,0.05,0.25,8,10,-0.20415242998080407,368.57674602867314,0.5760383209899528
850,0.05,0.25,8,11,-0.17901982648143347,371.97389786439686,0.5830512539939366
851,0.05,0.25,8,12,-0.1892031283092921,372.04612810955314,0.5827278129985999
852,0.05,0.25,8,13,-0.1918785396252998,367.4370350017405,0.5749805989917057
853,0.05,0.25,8,14,-0.20121001571804922,369.15458058187727,0.5769626769271574
854,0.05,0.25,8,15,-0.2011375637443292,367.0348847367106,0.5735528327834429
855,0.05,0.25,8,16,-0.19554209454868143,368.98497590434135,0.5777674591068486
856,0.05,0.25,8,17,-0.19039147319095875,367.6178937508499,0.5750981148615711
857,0.05,0.25,8,18,-0.18602131515718878,368.4870588461038,0.5768870849598514
858,0.05,0.25,8,19,-0.1811505108722684,373.309134110123,0.5844892756865679
859,0.05,0.25,8,20,0.2139101135037589,210.81069814056073,0.25891056647479505
860,0.05,0.25,8,21,-0.18708097090133066,368.8930109854354,0.5775470107405752
861,0.05,0.25,8,22,-0.06790165402558655,272.54483335091527,0.35722008892058005
862,0.05,0.25,8,23,-0.19274926379597476,368.39491688782635,0.5765618277038814
863,0.05,0.25,8,24,-0.18155609457536107,371.30005855746913,0.581016283981398
864,0.05,0.25,8,25,-0.12215727040932227,312.61687207717654,0.46216851669944664
865,0.05,0.25,8,26,-0.18501604473697777,371.3485018147221,0.5815297143985828
866,0.05,0.25,8,27,-0.20281059171550173,368.1296408264678,0.57516428493321
867,0.05,0.25,8,28,-0.1894000915222378,368.89197377042484,0.577526101408708
868,0.05,0.25,8,29,-0.08204409382053615,273.5965332092462,0.352685545014707
869,0.05,0.25,9,0,-0.37622417648903356,456.6574719266443,0.7296738082823269
870,0.05,0.25,9,1,-0.10040324570500979,301.2260628678126,0.42749249463079536
871,0.05,0.25,9,2,-0.37001288603734594,445.0314910285603,0.7046383201512761
872,0.05,0.25,9,3,-0.3869702839321108,455.35597819494484,0.727404485318159
873,0.05,0.25,9,4,-0.38404287143784926,454.28490111642395,0.7259925107195183
874,0.05,0.25,9,5,-0.37975788664436777,454.81985190990093,0.7268505428917056
875,0.05,0.25,9,6,-0.37981454658528535,454.6745928778448,0.7267489611258696
876,0.05,0.25,9,7,-0.37569297125020445,455.3353220460944,0.727754930490772
877,0.05,0.25,9,8,-0.381351656789263,454.9196282508489,0.7270240228592835
878,0.05,0.25,9,9,-0.40697488909435114,453.77905912844955,0.7240036481366134
879,0.05,0.25,9,10,-0.3857751983792593,455.406534590526,0.7275532331691426
880,0.05,0.25,9,11,-0.37120856369541516,456.82081046339636,0.7300450423106496
881,0.05,0.25,9,12,-0.3764840467572026,457.71264542659145,0.7309844841451594
882,0.05,0.25,9,13,0.06978851326590331,243.4408997685099,0.3004416473201014
883,0.05,0.25,9,14,-0.3833668672883445,454.4692078544106,0.72629452408367
884,0.05,0.25,9,15,-0.1388073492209471,276.6801576201094,0.36129854977510917
885,0.05,0.25,9,16,-0.3872336439302521,455.3520995530225,0.7273738483292034
886,0.05,0.25,9,17,-0.3729144813972501,454.8083048602064,0.7271380699037859
887,0.05,0.25,9,18,-0.38082358997061383,455.47721953008187,0.7278523467612912
888,0.05,0.25,9,19,-0.37685333220708683,456.3285203343901,0.7291393129836855
889,0.05,0.25,9,20,-0.37713954568583286,456.8391702405547,0.7298084633218856
890,0.05,0.25,9,21,-0.38593734909469707,456.36093257577704,0.7285018206254454
891,0.05,0.25,9,22,-0.37272263716790394,456.92255221219443,0.7300532458031647
892,0.05,0.25,9,23,-0.3782334521129514,456.1753760774165,0.7287650625743222
893,0.05,0.25,9,24,-0.05900346048184302,280.4191035276397,0.38567679035830665
894,0.05,0.25,9,25,-0.37199578278410966,456.946427632812,0.7300769669265815
895,0.05,0.25,9,26,-0.39278812666813784,451.5802140888407,0.7218318608595377
896,0.05,0.25,9,27,-0.38142961897087635,455.29775632309867,0.7275861186074207
897,0.05,0.25,9,28,-0.3707246059768979,456.0890220455769,0.7287544278229214
898,0.05,0.25,9,29,-0.07059814579274111,291.5565852985322,0.4102063828032841
899,0.05,0.5,0,0,,294.8831221183832,0.4496087026967743
900,0.05,0.5,0,1,,296.07559023238014,0.4517972519815873
901,0.05,0.5,0,2,,295.4740575808809,0.45070297733918085
902,0.05,0.5,0,3,,295.4740575808809,0.45070297733918085
903,0.05,0.5,0,4,,295.4740575808809,0.45070297733918085
904,0.05,0.5,0,5,,295.4740575808809,0.45070297733918085
905,0.05,0.5,0,6,,295.4740575808809,0.45070297733918085
906,0.05,0.5,0,7,,294.8831221183832,0.4496087026967743
907,0.05,0.5,0,8,,294.8831221183832,0.4496087026967743
908,0.05,0.5,0,9,,294.8831221183832,0.4496087026967743
909,0.05,0.5,0,10,,295.4740575808809,0.45070297733918085
910,0.05,0.5,0,11,,294.8831221183832,0.4496087026967743
911,0.05,0.5,0,12,,295.4740575808809,0.45070297733918085
912,0.05,0.5,0,13,,294.8831221183832,0.4496087026967743
913,0.05,0.5,0,14,,295.4740575808809,0.45070297733918085
914,0.05,0.5,0,15,,295.4740575808809,0.45070297733918085
915,0.05,0.5,0,16,,294.8831221183832,0.4496087026967743
916,0.05,0.5,0,17,,295.4740575808809,0.45070297733918085
917,0.05,0.5,0,18,,296.07559023238014,0.4517972519815873
918,0.05,0.5,0,19,,294.8831221183832,0.4496087026967743
919,0.05,0.5,0,20,,294.8831221183832,0.4496087026967743
920,0.05,0.5,0,21,,296.07559023238014,0.4517972519815873
921,0.05,0.5,0,22,,294.8831221183832,0.4496087026967743
922,0.05,0.5,0,23,,294.8831221183832,0.4496087026967743
923,0.05,0.5,0,24,,295.4740575808809,0.45070297733918085
924,0.05,0.5,0,25,,295.4740575808809,0.45070297733918085
925,0.05,0.5,0,26,,296.07559023238014,0.4517972519815873
926,0.05,0.5,0,27,,267.4182716288469,0.42070565354646355
927,0.05,0.5,0,28,,294.8831221183832,0.4496087026967743
928,0.05,0.5,0,29,,295.4740575808809,0.45070297733918085
929,0.05,0.5,1,0,,311.503528830113,0.4812515315393813
930,0.05,0.5,1,1,,312.07352509397145,0.4823458061817878
931,0.05,0.5,1,2,,311.503528830113,0.4812515315393813
932,0.05,0.5,1,3,,310.94433649661477,0.4801572568969748
933,0.05,0.5,1,4,,311.503528830113,0.4812515315393813
934,0.05,0.5,1,5,,311.503528830113,0.4812515315393813
935,0.05,0.5,1,6,,312.65419916175546,0.4834400808241944
936,0.05,0.5,1,7,,311.503528830113,0.4812515315393813
937,0.05,0.5,1,8,,312.07352509397145,0.4823458061817878
938,0.05,0.5,1,9,,262.7790741814815,0.4075142798513274
939,0.05,0.5,1,10,,313.2454245547956,0.4845343554666009
940,0.05,0.5,1,11,,310.3960737667826,0.4790629822545683
941,0.05,0.5,1,12,,310.94433649661477,0.4801572568969748
942,0.05,0.5,1,13,,242.51082867261684,0.36662492982574807
943,0.05,0.5,1,14,,312.07352509397145,0.4823458061817878
944,0.05,0.5,1,15,,310.94433649661477,0.4801572568969748
945,0.05,0.5,1,16,,311.503528830113,0.4812515315393813
946,0.05,0.5,1,17,,310.3960737667826,0.4790629822545683
947,0.05,0.5,1,18,,222.19546491394416,0.3281177621545944
948,0.05,0.5,1,19,,312.07352509397145,0.4823458061817878
949,0.05,0.5,1,20,,312.07352509397145,0.4823458061817878
950,0.05,0.5,1,21,,310.94433649661477,0.4801572568969748
951,0.05,0.5,1,22,,312.65419916175546,0.4834400808241944
952,0.05,0.5,1,23,,310.3960737667826,0.4790629822545683
953,0.05,0.5,1,24,,311.503528830113,0.4812515315393813
954,0.05,0.5,1,25,,311.503528830113,0.4812515315393813
