,ws_p,ws_k,complex_spread_ratio,repetition,measure,pen_name,data,pearson,euclidean,mape
11,0.1,2,0.05,3,opinion-timeseries,rep,"[46.       91.46667  96.1      90.666664 90.666664 74.6      74.6
 74.86667  85.2      89.666664 74.833336 74.833336 74.833336 74.833336
 74.833336 74.833336 74.833336 52.633335 52.633335 52.633335 52.133335
 62.166668 70.63333  70.63333  55.166668 44.766666 38.866665 46.666668
 46.666668 53.333332 58.866665 58.9      58.233334 63.033333 63.033333
 63.033333 66.03333  66.066666 57.066666 49.9      42.366665 41.633335
 41.633335 49.866665 57.5      62.5      65.166664 66.23333  66.23333
 66.23333  66.73333  66.73333  66.73333  66.73333  66.73333  66.73333
 66.73333  66.73333  66.73333  66.73333  66.73333  66.73333  57.1
 57.1     ]",-0.4710575229407495,136.02998410406425,0.2167116619491341
12,0.1,2,0.05,4,opinion-timeseries,dem,"[61.       61.       61.       30.466667 30.466667 30.466667 30.466667
 56.433334 56.433334 56.433334 56.433334 56.433334 56.433334 56.433334
 56.433334 56.433334 56.433334 56.433334 56.433334 56.433334 36.066666
 36.066666 51.8      35.6      25.533333 18.766666 14.466666 14.466666
 14.466666 14.466666 14.466666 14.466666 14.466666 14.466666 12.433333
 18.666666 18.666666 22.4      22.4      22.4      22.4      22.466667
 22.466667 22.466667 22.466667 26.033333 27.266666 27.833334 28.366667
 28.366667 28.433332 28.433332 28.433332 28.433332 28.533333 28.533333
 28.533333 28.533333 28.533333 28.533333 28.6      28.633333 28.633333
 23.6     ]",-0.5892772759917536,477.9146950541526,0.6140334930780815
13,0.1,2,0.05,4,opinion-timeseries,mod,"[36.       64.166664 73.833336 68.96667  68.96667  68.96667  68.96667
 68.96667  74.1      77.46667  77.46667  77.46667  77.46667  77.46667
 77.433334 77.4      77.4      77.4      77.4      77.4      70.066666
 72.333336 75.4      70.066666 65.433334 61.266666 57.333332 59.4
 59.4      61.333332 62.5      63.066666 63.466667 63.6      60.033333
 61.5      61.833332 61.9      58.366665 54.466667 51.233334 50.166668
 50.166668 51.6      53.366665 54.5      55.233334 55.533333 55.7
 55.7      55.766666 55.766666 55.766666 55.766666 55.766666 55.766666
 55.766666 55.766666 55.766666 55.766666 55.766666 55.766666 53.4
 51.666668]",-0.26461572832769914,146.81488233380082,0.22182411938177043
14,0.1,2,0.05,4,opinion-timeseries,rep,"[43.       87.03333  89.833336 81.03333  81.03333  68.933334 68.933334
 68.933334 73.       77.76667  67.4      67.4      67.4      67.4
 67.4      67.4      67.4      51.5      51.5      51.5      51.5
 56.533333 61.1      61.1      53.5      48.6      45.9      49.433334
 49.433334 52.866665 56.166668 56.833332 56.5      59.033333 59.033333
 59.033333 59.666668 59.666668 56.1      52.6      49.733334 49.733334
 49.733334 53.233334 56.033333 58.266666 59.466667 59.833332 59.833332
 59.833332 59.933334 59.933334 59.933334 59.933334 59.933334 59.933334
 59.933334 59.933334 59.933334 59.933334 59.933334 59.933334 56.533333
 56.533333]",-0.550024995898188,114.24332567604482,0.20039942064810307
15,0.1,2,0.05,5,opinion-timeseries,dem,"[60.       60.       60.       27.       27.       27.       27.
 51.366665 51.366665 51.366665 51.366665 51.366665 51.366665 51.366665
 51.366665 51.366665 51.366665 51.366665 51.366665 51.366665 33.733334
 33.733334 49.933334 36.6      28.233334 22.433332 19.066668 19.066668
 19.066668 19.066668 19.066668 19.066668 19.066668 19.066668 17.866667
 30.2      30.2      38.566666 38.566666 38.566666 38.566666 41.233334
 41.233334 41.233334 41.233334 47.2      52.333332 56.433334 61.7
 61.7      63.733334 63.733334 63.733334 63.733334 65.63333  65.63333
 65.63333  65.63333  65.63333  65.63333  67.1      68.1      68.1
 57.566666]",0.22356825724336188,373.36732857992547,0.48929404159615675
16,0.1,2,0.05,5,opinion-timeseries,mod,"[41.       68.6      83.63333  84.8      84.8      84.8      84.8
 84.8      89.8      92.4      92.4      92.4      92.4      92.4
 92.4      92.4      92.4      92.4      92.4      92.4      89.7
 90.96667  91.86667  88.6      85.96667  83.666664 82.       84.03333
 84.03333  85.76667  87.36667  88.3      88.76667  88.933334 87.5
 88.63333  88.933334 89.       87.23333  85.8      84.2      84.46667
 84.46667  86.23333  87.666664 89.6      89.933334 90.       90.
 90.       90.       90.       90.       90.       90.       90.
 90.       90.       90.       90.       90.       90.       88.333336
 86.53333 ]",0.5449323189599673,122.41563763293085,0.1957726773530184
17,0.1,2,0.05,5,opinion-timeseries,rep,"[55.       91.5      92.76667  85.9      85.9      79.46667  79.46667
 79.46667  80.933334 81.3      76.03333  76.03333  76.03333  76.03333
 76.03333  76.03333  76.03333  67.7      67.7      67.7      67.7
 69.13333  70.63333  70.63333  67.03333  65.066666 64.23333  65.96667
 65.96667  67.86667  68.73333  68.433334 68.2      68.833336 68.833336
 68.833336 68.933334 68.933334 67.       65.46667  64.4      64.4
 64.4      66.1      67.4      68.46667  69.       69.       69.
 69.       69.       70.       70.       70.       70.       70.
 70.       70.       70.       70.       70.       70.       68.
 68.      ]",-0.6107215136186976,113.30791265670666,0.15105631205195014
18,0.1,2,0.05,6,opinion-timeseries,dem,"[67.       67.       67.       37.466667 37.466667 37.466667 37.466667
 61.066666 61.066666 61.066666 61.066666 61.066666 61.066666 61.066666
 61.066666 61.066666 61.066666 61.066666 61.066666 61.066666 44.833332
 44.833332 64.73333  50.433334 41.333332 35.466667 30.7      30.7
 30.7      30.7      30.7      30.7      30.7      30.7      26.966667
 36.733334 36.733334 44.133335 44.133335 44.133335 44.133335 45.4
 45.4      45.4      45.4      51.6      55.966667 59.033333 62.9
 62.9      63.8      63.8      63.8      63.8      64.26667  64.26667
 64.26667  64.26667  64.26667  64.26667  64.73333  64.8      64.8
 54.9     ]",0.04377321789949394,320.7868901396402,0.41370683630629923
19,0.1,2,0.05,6,opinion-timeseries,mod,"[46.       77.63333  87.       83.9      83.9      83.9      83.9
 83.9      85.666664 86.433334 86.433334 86.433334 86.433334 86.433334
 86.433334 86.433334 86.433334 86.433334 86.433334 86.433334 81.03333
 82.433334 83.1      77.833336 72.9      68.86667  66.1      68.1
 68.1      69.433334 70.03333  70.1      70.1      70.1      66.5
 67.73333  68.066666 68.13333  64.63333  61.       58.933334 59.433334
 59.433334 60.966667 61.666668 61.733334 61.733334 61.733334 61.733334
 61.733334 61.733334 61.733334 61.733334 61.733334 61.733334 61.733334
 61.733334 61.733334 61.733334 61.733334 61.733334 61.733334 59.5
 57.8     ]",-0.43108650308595253,134.1570795697255,0.2149464994656893
20,0.1,2,0.05,6,opinion-timeseries,rep,"[46.       87.13333  90.2      83.166664 83.166664 75.13333  75.13333
 75.13333  78.7      79.8      73.73333  73.73333  73.73333  73.73333
 73.73333  73.73333  73.73333  67.23333  67.23333  67.23333  67.23333
 72.13333  73.2      73.2      67.63333  64.433334 63.3      68.2
 68.2      69.3      69.3      68.53333  68.166664 69.       69.
 69.       69.       69.       64.73333  63.133335 62.433334 62.433334
 62.433334 67.26667  68.433334 68.433334 68.433334 68.433334 68.433334
 68.433334 68.433334 68.433334 68.433334 68.433334 68.433334 68.433334
 68.433334 68.433334 68.433334 68.433334 68.433334 68.433334 62.833332
 62.833332]",-0.47959519014627094,103.36509630441168,0.14167099714006887
21,0.1,2,0.05,7,opinion-timeseries,dem,"[70.       70.       70.       35.433334 35.433334 35.433334 35.433334
 63.2      63.2      63.2      63.2      63.2      63.2      63.2
 63.2      63.2      63.2      63.2      63.2      63.2      43.7
 43.7      61.766666 47.166668 38.5      32.466667 27.3      27.3
 27.3      27.3      27.3      27.3      27.3      27.3      23.333334
 33.333332 33.333332 41.366665 41.366665 41.366665 41.366665 40.833332
 40.833332 40.833332 40.833332 46.866665 50.733334 52.966667 54.866665
 54.866665 55.2      55.2      55.2      55.2      55.266666 55.266666
 55.266666 55.266666 55.266666 55.266666 55.266666 55.266666 55.266666
 49.4     ]",-0.1931656615699068,350.52836799813616,0.4494136452630928
22,0.1,2,0.05,7,opinion-timeseries,mod,"[48.       74.3      81.566666 71.36667  71.36667  71.36667  71.36667
 71.36667  74.433334 76.13333  76.13333  76.13333  76.13333  76.13333
 76.13333  76.13333  76.13333  76.13333  76.13333  76.13333  62.1
 68.13333  70.7      58.466667 47.933334 38.4      29.9      33.333332
 33.333332 36.533333 40.333332 42.866665 44.433334 45.466667 38.133335
 40.266666 41.166668 41.333332 35.1      29.6      25.633333 23.433332
 23.433332 25.3      26.866667 27.7      28.3      28.533333 28.6
 28.6      28.633333 28.633333 28.633333 28.633333 28.633333 28.633333
 28.633333 28.633333 28.633333 28.633333 28.633333 28.633333 25.433332
 22.6     ]",-0.6068883682731436,304.5759544825554,0.43017333383149636
23,0.1,2,0.05,7,opinion-timeseries,rep,"[44.       84.8      90.566666 83.1      83.1      71.7      71.7
 71.7      77.03333  79.1      68.1      68.1      68.1      68.1
 68.1      68.1      68.1      56.566666 56.566666 56.566666 56.566666
 61.3      65.566666 65.566666 57.4      51.866665 48.433334 53.9
 53.9      58.       61.433334 61.433334 61.2      64.46667  64.46667
 64.5      66.26667  66.3      59.733334 53.366665 47.       46.966667
 46.966667 52.133335 56.2      59.1      60.966667 61.766666 61.766666
 61.766666 62.2      62.2      62.2      62.2      62.233334 62.233334
 62.233334 62.233334 62.233334 62.233334 62.233334 62.233334 54.433334
 54.433334]",-0.5321557689302194,110.54137450485469,0.18071705159366735
24,0.1,2,0.05,8,opinion-timeseries,dem,"[64.       64.       64.       32.8      32.8      32.8      32.8
 59.5      59.5      59.5      59.1      58.766666 58.633335 58.633335
 58.6      58.6      58.6      58.6      58.566666 58.566666 42.5
 42.5      61.933334 50.433334 39.766666 31.033333 25.766666 25.766666
 25.766666 25.766666 25.766666 25.766666 25.766666 25.766666 21.633333
 32.433334 32.433334 41.5      41.5      41.5      41.5      40.733334
 40.733334 40.733334 40.733334 48.266666 54.233334 58.733334 65.86667
 65.86667  68.26667  68.26667  68.26667  68.26667  69.86667  69.86667
 69.86667  69.86667  69.86667  69.86667  71.333336 71.96667  71.96667
 62.733334]",0.16539687558579919,334.18180593398915,0.42774776041928186
25,0.1,2,0.05,8,opinion-timeseries,mod,"[51.       85.2      93.53333  87.5      87.5      87.5      87.5
 87.5      88.46667  88.833336 88.833336 88.833336 88.833336 88.833336
 88.833336 88.833336 88.833336 88.833336 88.833336 88.833336 80.066666
 81.5      82.03333  74.36667  68.8      65.4      63.033333 64.433334
 64.433334 66.166664 66.86667  67.03333  67.03333  67.03333  63.433334
 64.666664 65.166664 65.166664 61.766666 58.8      56.233334 55.9
 55.9      57.366665 58.066666 58.266666 58.266666 58.266666 58.266666
 58.266666 58.266666 58.266666 58.266666 58.266666 58.266666 58.266666
 58.266666 58.266666 58.266666 58.266666 58.266666 58.266666 55.133335
 51.933334]",-0.5499507909589426,159.5783391078303,0.25778119313906395
26,0.1,2,0.05,8,opinion-timeseries,rep,"[48.       89.8      93.13333  84.63333  84.63333  76.2      76.2
 76.2      78.46667  79.166664 74.03333  74.03333  74.03333  74.03333
 74.03333  74.03333  74.03333  71.36667  71.36667  71.36667  71.36667
 72.833336 72.933334 72.933334 71.63333  71.6      71.166664 72.26667
 72.26667  72.433334 72.53333  71.666664 70.833336 70.833336 70.833336
 70.833336 70.833336 70.833336 68.13333  66.666664 65.333336 65.333336
 65.333336 66.333336 66.333336 66.333336 66.333336 66.333336 66.333336
 66.333336 66.333336 66.333336 66.333336 66.333336 66.333336 66.333336
 66.333336 66.333336 66.333336 66.333336 66.333336 66.333336 64.5
 64.5     ]",-0.5858480838777982,110.91665100957655,0.1676316158785836
27,0.1,2,0.1,0,opinion-timeseries,dem,"[62.       62.       62.       30.033333 30.033333 30.033333 30.033333
 51.3      51.3      51.3      51.3      51.3      51.3      51.3
 51.3      51.3      51.3      51.3      51.3      51.3      37.766666
 37.766666 55.433334 42.1      35.766666 33.466667 32.6      32.6
 32.6      32.6      32.6      32.6      32.6      32.6      32.4
 44.266666 44.266666 53.033333 53.033333 53.033333 53.033333 57.033333
 57.033333 57.033333 57.033333 63.       67.166664 69.833336 72.23333
 72.23333  72.8      72.8      72.8      72.8      72.96667  72.96667
 72.96667  72.96667  72.96667  72.96667  73.       73.       73.
 68.26667 ]",0.46927516780317374,306.1590648541866,0.4047685659297783
28,0.1,2,0.1,0,opinion-timeseries,mod,"[42.       72.666664 82.7      78.566666 78.566666 78.566666 78.566666
 78.566666 83.36667  85.36667  85.36667  85.36667  85.36667  85.36667
 85.36667  85.36667  85.36667  85.36667  85.36667  85.36667  81.1
 82.23333  83.333336 80.166664 77.76667  76.1      75.       75.3
 75.3      75.566666 75.63333  75.666664 75.666664 75.666664 74.833336
 74.833336 74.833336 74.833336 74.1      74.       74.       74.
 74.       74.       74.       74.       74.       74.       74.
 74.       74.       74.       74.       74.       74.       74.
 74.       74.       74.       74.       74.       74.       74.
 74.      ]",0.03327946015668441,85.60915110900616,0.11971541231916445
29,0.1,2,0.1,0,opinion-timeseries,rep,"[46.       90.76667  95.46667  93.4      93.4      89.03333  89.03333
 89.03333  91.7      92.96667  88.9      88.9      88.9      88.9
 88.9      88.9      88.9      83.333336 83.333336 83.333336 83.333336
 85.6      87.5      87.5      84.03333  80.9      78.833336 82.7
 82.7      85.53333  86.6      85.933334 85.4      86.63333  86.63333
 86.63333  87.       87.       83.3      80.63333  78.8      78.8
 78.8      82.5      84.833336 85.9      86.566666 86.8      86.8
 86.8      86.96667  86.96667  86.96667  86.96667  86.96667  86.96667
 86.96667  86.96667  86.96667  86.96667  86.96667  86.96667  83.3
 83.3     ]",0.03144811021572856,192.90085271461663,0.37139457793889114
30,0.1,2,0.1,1,opinion-timeseries,dem,"[65.       65.       65.       39.2      39.2      39.2      39.2
 60.166668 60.166668 60.166668 59.566666 58.333332 56.933334 56.933334
 56.3      56.3      56.3      56.3      55.933334 55.833332 43.5
 43.5      59.366665 48.566666 39.733334 34.466667 31.266666 31.266666
 31.266666 31.266666 31.266666 31.266666 31.266666 31.266666 28.
 40.8      40.8      51.1      51.1      51.1      51.1      56.366665
 56.366665 56.366665 56.366665 64.7      71.03333  76.933334 85.4
 83.666664 87.       87.       85.03333  83.933334 86.9      86.9
 86.9      86.9      86.9      86.9      88.76667  89.86667  89.86667
 83.9     ]",0.4124458859669346,280.44572444118234,0.341794286696778
31,0.1,2,0.1,1,opinion-timeseries,mod,"[45.       70.933334 82.5      75.6      75.6      75.6      75.6
 75.6      78.2      79.03333  79.03333  79.03333  79.03333  79.03333
 78.03333  78.03333  78.03333  78.03333  78.03333  78.03333  71.8
 72.1      71.666664 66.8      62.966667 59.566666 56.366665 56.366665
 56.366665 56.366665 56.366665 56.366665 56.366665 56.366665 53.866665
 53.866665 53.866665 53.       51.533333 49.7      47.833332 45.966667
 45.966667 45.966667 45.966667 45.966667 45.966667 45.966667 45.233334
 44.666668 44.666668 44.666668 44.333332 44.166668 44.166668 44.1
 44.1      44.1      44.1      44.1      44.1      44.1      42.1
 40.2     ]",-0.5520785235138903,202.32900140645933,0.30068288109506613
32,0.1,2,0.1,1,opinion-timeseries,rep,"[55.       98.066666 99.       95.6      95.6      86.2      86.2
 86.2      90.166664 92.333336 83.26667  83.26667  83.26667  83.26667
 83.26667  83.26667  83.26667  70.5      70.5      70.5      70.46667
 73.2      75.9      75.9      68.36667  62.133335 58.333332 59.633335
 59.633335 60.8      61.866665 59.7      58.433334 59.233334 59.233334
 59.233334 59.8      59.766666 57.7      55.966667 54.433334 56.366665
 56.366665 56.766666 57.       57.166668 57.3      57.333332 57.333332
 57.333332 57.333332 60.7      60.7      60.7      60.7      60.7
 60.7      60.7      60.7      60.7      60.7      60.7      55.666668
 55.5     ]",-0.7912794931444271,154.1793806134393,0.26126325058825145
33,0.1,2,0.1,2,opinion-timeseries,dem,"[56.       56.       56.       25.166666 25.166666 25.166666 25.166666
 53.       53.       53.       53.       53.       53.       53.
 53.       53.       53.       53.       53.       53.       35.633335
 35.633335 58.1      45.666668 38.366665 33.333332 30.1      30.1
 30.1      30.1      30.1      30.1      30.1      30.1      28.7
 43.433334 43.433334 52.866665 52.866665 52.866665 52.866665 56.033333
 56.033333 55.2      55.2      60.233334 62.933334 64.53333  66.166664
 66.166664 66.666664 66.666664 66.666664 66.666664 67.03333  67.03333
 67.03333  67.03333  67.03333  67.03333  67.4      67.73333  67.73333
 64.36667 ]",0.46165052433554254,321.45544944496646,0.4304703187432899
34,0.1,2,0.1,2,opinion-timeseries,mod,"[44.       74.76667  85.433334 83.36667  83.36667  83.36667  83.36667
 83.36667  87.1      89.03333  89.03333  89.03333  89.03333  89.03333
 88.23333  86.5      86.5      86.5      85.       84.333336 78.6
 82.8      84.9      79.5      76.3      73.6      71.833336 75.7
 75.7      78.433334 80.36667  81.03333  81.3      81.36667  79.333336
 80.7      81.03333  80.63333  78.933334 77.333336 75.666664 76.86667
 76.86667  78.6      80.       80.63333  80.86667  81.       79.13333
 77.53333  80.3      80.3      78.26667  77.13333  77.13333  76.166664
 76.166664 76.166664 76.       76.       77.666664 79.2      77.4
 75.63333 ]",0.022303728560713353,95.55909240371632,0.12234842472511445
35,0.1,2,0.1,2,opinion-timeseries,rep,"[53.       89.933334 94.6      93.36667  93.36667  89.73333  89.73333
 89.73333  92.53333  94.53333  93.       93.       93.       93.
 93.       91.96667  91.96667  90.2      90.2      90.2      88.7
 90.73333  91.833336 91.833336 88.76667  86.8      85.13333  87.2
 87.2      88.333336 89.6      89.933334 90.566666 92.4      92.4
 92.433334 93.8      92.433334 92.2      92.13333  92.13333  92.13333
 92.13333  94.03333  94.63333  95.4      95.933334 96.       95.
 95.       96.       96.       96.       96.       96.       93.96667
 93.96667  93.96667  92.433334 92.433334 92.433334 92.433334 92.433334
 92.433334]",0.4434778770413356,232.60735521512908,0.4619542939526229
36,0.1,2,0.1,3,opinion-timeseries,dem,"[58.       58.       58.       24.933332 24.933332 24.933332 24.933332
 49.366665 49.366665 49.366665 49.366665 49.366665 49.366665 49.366665
 49.366665 49.366665 49.366665 49.366665 49.366665 49.366665 32.533333
 32.533333 51.533333 37.833332 31.2      27.4      25.       25.
 25.       25.       25.       25.       25.       25.       23.7
 37.866665 37.866665 48.8      48.8      48.8      48.8      54.166668
 54.166668 53.766666 53.766666 61.966667 67.333336 72.066666 80.166664
 80.166664 83.333336 83.333336 83.333336 83.333336 86.2      86.2
 86.2      86.2      86.2      86.2      88.566666 90.46667  90.46667
 82.6     ]",0.5065519419896083,324.7486718219134,0.40801811438266644
37,0.1,2,0.1,3,opinion-timeseries,mod,"[44.       67.86667  77.333336 70.4      70.4      70.4      70.4
 70.4      73.4      75.066666 75.066666 75.066666 75.066666 75.066666
 71.86667  69.2      69.2      69.2      67.433334 65.666664 55.266666
 58.2      57.6      47.466667 41.233334 35.8      30.833334 33.533333
 33.533333 35.833332 37.666668 39.133335 40.466667 41.3      36.666668
 37.266666 37.666668 37.366665 33.7      31.466667 29.966667 29.566668
 29.566668 29.633333 29.666666 29.7      29.7      29.7      28.166666
 26.366667 29.1      29.1      26.733334 24.733334 24.733334 23.1
 23.1      23.1      21.233334 21.233334 22.966667 24.6      24.033333
 23.933332]",-0.6619687192573517,315.1255955943217,0.45269154374152587
